ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
5,32,0.2851,0.15625,23; 29; 5; 32; 16; 29; 9; 27
30,58,0.47211,0.51724,3; 3; 30; 58; 9; 25; 10; 24
8,49,0.27829,0.16327,5; 10; 8; 49; 14; 11; 20; 9
23,61,0.4081,0.37705,4; 5; 23; 61; 26; 13; 24; 15
8,50,0.27712,0.16,19; 19; 8; 50; 15; 9; 3; 17
15,21,0.47987,0.71429,23; 3; 15; 21; 21; 23; 21; 5
21,30,0.4875,0.7,17; 22; 21; 30; 29; 27; 4; 8
10,50,0.27465,0.2,16; 4; 10; 50; 16; 18; 3; 30
6,70,0.24916,0.08571,9; 4; 6; 70; 29; 28; 12; 18
12,42,0.29377,0.28571,13; 7; 12; 42; 10; 4; 4; 25
22,45,0.4679,0.48889,9; 3; 22; 45; 10; 4; 6; 17
25,59,0.44951,0.42373,4; 3; 25; 59; 11; 12; 19; 7
15,21,0.48267,0.71429,24; 25; 15; 21; 26; 14; 22; 4
32,36,0.49878,0.88889,4; 10; 32; 36; 21; 8; 30; 31
14,54,0.28032,0.25926,12; 3; 14; 54; 9; 16; 31; 30
9,61,0.26025,0.14754,4; 5; 9; 61; 13; 14; 6; 32
7,81,0.24433,0.08642,4; 5; 7; 81; 27; 5; 22; 32
16,56,0.29603,0.28571,5; 12; 16; 56; 14; 22; 10; 28
20,52,0.3925,0.38462,6; 9; 20; 52; 25; 5; 12; 19
29,56,0.47856,0.51786,5; 3; 29; 56; 29; 12; 15; 4
25,35,0.49169,0.71429,6; 16; 25; 35; 21; 14; 32; 10
8,81,0.25682,0.09877,3; 4; 8; 81; 25; 18; 15; 4
7,24,0.30294,0.29167,29; 29; 7; 24; 22; 19; 4; 24
18,50,0.32975,0.36,11; 5; 18; 50; 6; 14; 19; 11
27,52,0.47895,0.51923,7; 6; 27; 52; 23; 22; 24; 28
26,50,0.47943,0.52,7; 6; 26; 50; 28; 30; 4; 20
8,40,0.29834,0.2,8; 8; 8; 40; 28; 9; 22; 31
29,39,0.50078,0.74359,10; 8; 29; 39; 17; 32; 15; 14
7,35,0.2934,0.2,19; 15; 7; 35; 15; 27; 15; 10
10,34,0.29615,0.29412,10; 12; 10; 34; 26; 21; 8; 8
25,59,0.44126,0.42373,4; 3; 25; 59; 13; 11; 25; 20
23,31,0.49544,0.74194,12; 13; 23; 31; 4; 5; 7; 17
15,74,0.26737,0.2027,4; 3; 15; 74; 21; 22; 3; 27
17,27,0.47895,0.62963,9; 22; 17; 27; 12; 27; 7; 25
18,70,0.28845,0.25714,3; 5; 18; 70; 22; 16; 28; 22
12,42,0.29467,0.28571,14; 17; 12; 42; 8; 4; 18; 5
11,67,0.26266,0.16418,4; 3; 11; 67; 28; 31; 7; 11
29,37,0.50029,0.78378,14; 4; 29; 37; 8; 12; 3; 31
8,77,0.26226,0.1039,5; 6; 8; 77; 21; 5; 31; 9
8,31,0.29359,0.25806,4; 21; 8; 31; 14; 3; 13; 27
42,47,0.4933,0.89362,4; 4; 42; 47; 25; 6; 18; 29
40,45,0.4923,0.88889,5; 6; 40; 45; 3; 19; 13; 8
6,58,0.24316,0.10345,12; 17; 6; 58; 17; 31; 14; 31
18,37,0.47126,0.48649,17; 5; 18; 37; 31; 11; 23; 20
