ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
36,69,0.14441,0.52174,17; 11; 5; 36; 4; 8; 7; 69
13,15,0.31738,0.86667,28; 8; 4; 13; 9; 27; 3; 15
32,61,0.22469,0.52459,13; 13; 4; 32; 8; 9; 5; 61
67,77,0.09664,0.87013,8; 4; 8; 67; 5; 7; 5; 77
31,66,0.19439,0.4697,18; 18; 22; 31; 5; 7; 5; 66
26,45,0.30678,0.57778,22; 5; 23; 26; 11; 10; 8; 45
16,51,0.26752,0.31373,3; 27; 21; 16; 8; 13; 5; 51
9,27,0.30686,0.33333,19; 5; 24; 9; 4; 4; 13; 27
38,49,0.19493,0.77551,14; 12; 17; 38; 10; 5; 8; 49
43,64,0.13793,0.67188,6; 17; 4; 43; 11; 6; 8; 64
25,75,0.28105,0.33333,18; 4; 6; 25; 3; 3; 3; 75
15,26,0.33196,0.57692,13; 17; 6; 15; 4; 10; 21; 26
76,78,0.09921,0.97436,7; 3; 5; 76; 4; 3; 3; 78
23,74,0.27957,0.31081,11; 8; 22; 23; 3; 7; 7; 74
42,65,0.13677,0.64615,6; 11; 14; 42; 6; 10; 3; 65
13,43,0.27983,0.30233,11; 11; 6; 13; 12; 14; 6; 43
28,58,0.24232,0.48276,10; 11; 6; 28; 3; 11; 8; 58
27,31,0.3216,0.87097,11; 5; 20; 27; 21; 5; 15; 31
13,69,0.18539,0.18841,3; 11; 6; 13; 9; 5; 3; 69
12,18,0.33736,0.66667,20; 12; 4; 12; 26; 8; 10; 18
16,69,0.21865,0.23188,24; 24; 26; 16; 9; 7; 4; 69
6,41,0.15188,0.14634,18; 23; 6; 6; 17; 4; 7; 41
57,59,0.13999,0.9661,8; 4; 4; 57; 12; 12; 5; 59
16,48,0.29159,0.33333,22; 25; 14; 16; 6; 15; 16; 48
74,76,0.08228,0.97368,5; 4; 7; 74; 3; 6; 6; 76
39,58,0.14187,0.67241,9; 10; 6; 39; 9; 5; 6; 58
21,27,0.34342,0.77778,8; 13; 20; 21; 16; 10; 20; 27
42,63,0.15422,0.66667,13; 7; 15; 42; 10; 10; 8; 63
21,71,0.27126,0.29577,25; 5; 15; 21; 9; 7; 3; 71
19,62,0.29245,0.30645,12; 20; 17; 19; 9; 6; 9; 62
34,73,0.15892,0.46575,12; 21; 8; 34; 4; 3; 7; 73
31,53,0.23593,0.58491,9; 8; 17; 31; 10; 10; 15; 53
15,23,0.32363,0.65217,9; 13; 11; 15; 15; 14; 10; 23
34,71,0.18176,0.47887,3; 8; 8; 34; 9; 3; 9; 71
20,43,0.32807,0.46512,8; 16; 14; 20; 9; 8; 7; 43
24,33,0.35393,0.72727,11; 5; 5; 24; 21; 3; 21; 33
35,70,0.15225,0.5,21; 13; 7; 35; 7; 3; 8; 70
20,60,0.27634,0.33333,9; 12; 19; 20; 9; 6; 9; 60
35,54,0.20968,0.64815,10; 19; 18; 35; 12; 12; 14; 54
48,55,0.13752,0.87273,11; 11; 15; 48; 6; 8; 4; 55
69,79,0.10652,0.87342,3; 9; 9; 69; 5; 3; 5; 79
53,81,0.09026,0.65432,11; 6; 13; 53; 5; 5; 5; 81
15,49,0.27752,0.30612,20; 17; 11; 15; 11; 7; 8; 49
23,70,0.26054,0.32857,6; 10; 5; 23; 6; 6; 4; 70
26,54,0.27647,0.48148,17; 18; 6; 26; 5; 13; 6; 54
14,28,0.3168,0.5,5; 28; 7; 14; 20; 17; 10; 28
33,65,0.18801,0.50769,17; 11; 19; 33; 7; 3; 6; 65
17,55,0.28339,0.30909,22; 20; 21; 17; 3; 4; 6; 55
15,50,0.27664,0.3,24; 10; 26; 15; 7; 14; 7; 50
43,64,0.13082,0.67188,16; 6; 15; 43; 11; 7; 7; 64
6,64,0.09311,0.09375,30; 19; 9; 6; 8; 3; 5; 64
38,52,0.16983,0.73077,8; 3; 10; 38; 8; 10; 9; 52
62,79,0.09311,0.78481,7; 6; 4; 62; 5; 6; 4; 79
55,75,0.10001,0.73333,12; 6; 6; 55; 3; 5; 7; 75
7,46,0.1457,0.15217,27; 23; 19; 7; 6; 14; 13; 46
10,30,0.29024,0.33333,25; 11; 3; 10; 4; 5; 13; 30
30,52,0.25915,0.57692,3; 7; 4; 30; 11; 10; 5; 52
