ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
39,48,0.779,0.8125,49; 39; 10; 52; 53; 34; 48; 35; 19; 52
10,50,0.25024,0.2,81; 10; 14; 38; 78; 35; 50; 47; 20; 23
41,62,0.65627,0.66129,83; 41; 17; 80; 53; 67; 62; 16; 47; 30
20,62,0.32693,0.32258,46; 20; 45; 61; 83; 64; 62; 17; 15; 85
10,47,0.27476,0.21277,6; 10; 28; 60; 85; 7; 47; 55; 32; 34
6,7,0.16257,0.85714,71; 6; 56; 85; 14; 47; 7; 77; 7; 58
30,62,0.52041,0.48387,71; 30; 85; 16; 63; 47; 62; 50; 62; 62
11,30,0.40598,0.36667,28; 11; 60; 76; 70; 5; 30; 40; 22; 69
26,81,0.33577,0.32099,14; 26; 57; 45; 45; 35; 81; 75; 56; 62
38,62,0.59629,0.6129,42; 38; 68; 77; 7; 15; 62; 68; 70; 54
15,47,0.36832,0.31915,70; 15; 70; 65; 52; 18; 47; 59; 28; 70
5,14,0.23723,0.35714,81; 5; 9; 19; 13; 46; 14; 41; 53; 84
67,74,0.92162,0.90541,23; 67; 38; 39; 73; 57; 74; 52; 9; 40
15,30,0.50735,0.5,72; 15; 70; 74; 26; 83; 30; 34; 39; 57
29,62,0.45955,0.46774,68; 29; 17; 39; 69; 49; 62; 73; 48; 64
7,14,0.28547,0.5,58; 7; 12; 55; 69; 58; 14; 7; 67; 68
39,47,0.77472,0.82979,6; 39; 58; 33; 32; 13; 47; 37; 60; 56
71,81,0.88575,0.87654,54; 71; 85; 44; 81; 68; 81; 78; 70; 38
27,35,0.81145,0.77143,75; 27; 62; 29; 74; 28; 35; 54; 84; 58
13,20,0.49912,0.65,82; 13; 30; 84; 28; 80; 20; 13; 61; 66
25,74,0.34541,0.33784,26; 25; 63; 23; 63; 61; 74; 75; 41; 49
54,62,0.84115,0.87097,56; 54; 14; 21; 78; 84; 62; 53; 63; 39
59,62,0.90139,0.95161,75; 59; 38; 49; 37; 64; 62; 76; 83; 8
6,7,0.15642,0.85714,14; 6; 80; 72; 39; 79; 7; 45; 69; 35
34,43,0.78215,0.7907,80; 34; 82; 50; 64; 49; 43; 28; 37; 13
18,50,0.40117,0.36,62; 18; 35; 51; 8; 54; 50; 70; 16; 65
29,47,0.63662,0.61702,12; 29; 45; 68; 42; 43; 47; 82; 53; 61
41,50,0.78708,0.82,7; 41; 33; 16; 12; 60; 50; 57; 30; 33
6,14,0.24844,0.42857,61; 6; 61; 25; 54; 26; 14; 61; 7; 78
22,56,0.40404,0.39286,16; 22; 84; 31; 55; 39; 56; 56; 79; 85
6,50,0.15951,0.12,8; 6; 22; 53; 28; 75; 50; 79; 68; 48
45,47,0.80867,0.95745,61; 45; 26; 61; 25; 60; 47; 83; 82; 59
10,47,0.27617,0.21277,10; 10; 41; 15; 28; 75; 47; 44; 73; 37
10,14,0.36733,0.71429,65; 10; 57; 46; 49; 33; 14; 39; 24; 73
40,43,0.81789,0.93023,41; 40; 21; 52; 47; 61; 43; 38; 18; 8
53,72,0.74214,0.73611,9; 53; 76; 40; 28; 66; 72; 48; 24; 53
9,17,0.37014,0.52941,55; 9; 36; 64; 72; 73; 17; 34; 23; 19
50,56,0.83542,0.89286,47; 50; 80; 38; 20; 53; 56; 23; 58; 7
21,47,0.4735,0.44681,83; 21; 77; 11; 61; 69; 47; 64; 37; 33
5,7,0.12185,0.71429,55; 5; 10; 8; 6; 25; 7; 67; 46; 9
14,20,0.51224,0.7,65; 14; 64; 9; 79; 72; 20; 74; 9; 85
47,81,0.58626,0.58025,64; 47; 73; 60; 47; 58; 81; 29; 47; 15
25,35,0.77205,0.71429,54; 25; 6; 57; 13; 12; 35; 30; 41; 84
19,20,0.64604,0.95,50; 19; 45; 74; 46; 64; 20; 18; 25; 52
5,7,0.15244,0.71429,62; 5; 48; 39; 48; 23; 7; 29; 76; 79
13,74,0.1929,0.17568,42; 13; 41; 74; 48; 70; 74; 56; 19; 32
25,62,0.44888,0.40323,53; 25; 6; 27; 78; 27; 62; 83; 9; 63
8,17,0.33733,0.47059,34; 8; 49; 6; 62; 78; 17; 66; 58; 77
13,37,0.40518,0.35135,20; 13; 82; 31; 56; 81; 37; 77; 55; 7
12,14,0.41248,0.85714,35; 12; 25; 81; 46; 82; 14; 84; 22; 70
64,74,0.87622,0.86486,49; 64; 34; 73; 47; 44; 74; 67; 29; 24
30,37,0.81793,0.81081,17; 30; 24; 54; 5; 49; 37; 28; 8; 38
62,72,0.85649,0.86111,58; 62; 73; 55; 7; 85; 72; 67; 6; 71
24,35,0.77708,0.68571,35; 24; 14; 81; 53; 40; 35; 8; 36; 55
40,48,0.79778,0.83333,21; 40; 65; 68; 19; 70; 48; 83; 79; 67
13,81,0.17548,0.16049,60; 13; 8; 5; 8; 60; 81; 75; 69; 25
40,50,0.77495,0.8,59; 40; 9; 71; 22; 16; 50; 72; 31; 35
23,37,0.68134,0.62162,21; 23; 54; 42; 23; 32; 37; 48; 78; 37
