ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
7,36,0.43423,0.19444,49; 7; 34; 37; 70; 44; 36; 46; 27; 77
26,50,0.41392,0.52,61; 26; 45; 76; 74; 80; 50; 77; 62; 32
28,58,0.40657,0.48276,14; 28; 75; 64; 75; 46; 58; 6; 60; 18
6,31,0.41066,0.19355,21; 6; 18; 82; 25; 17; 31; 69; 84; 53
8,17,0.42109,0.47059,66; 8; 16; 16; 14; 64; 17; 57; 63; 33
54,74,0.87595,0.72973,16; 54; 27; 68; 59; 60; 74; 44; 5; 21
50,75,0.80566,0.66667,73; 50; 68; 34; 54; 56; 75; 45; 45; 81
29,62,0.39727,0.46774,58; 29; 47; 46; 20; 66; 62; 79; 82; 44
6,32,0.41582,0.1875,74; 6; 68; 41; 44; 35; 32; 22; 12; 75
20,39,0.56701,0.51282,57; 20; 5; 55; 76; 56; 39; 7; 29; 29
6,32,0.41399,0.1875,16; 6; 44; 55; 60; 74; 32; 34; 37; 74
8,27,0.40798,0.2963,49; 8; 17; 78; 18; 54; 27; 84; 51; 54
11,58,0.40239,0.18966,51; 11; 64; 30; 56; 58; 58; 59; 59; 43
23,75,0.39596,0.30667,14; 23; 12; 11; 17; 69; 75; 68; 82; 22
20,42,0.41191,0.47619,78; 20; 52; 7; 48; 74; 42; 34; 35; 70
30,52,0.45807,0.57692,8; 30; 12; 8; 65; 37; 52; 25; 54; 73
22,67,0.39477,0.32836,64; 22; 62; 53; 33; 44; 67; 25; 41; 67
15,49,0.38994,0.30612,33; 15; 32; 13; 80; 62; 49; 53; 48; 78
22,67,0.39206,0.32836,23; 22; 33; 81; 7; 30; 67; 50; 13; 57
38,52,0.81445,0.73077,61; 38; 40; 46; 48; 36; 52; 6; 74; 39
12,36,0.40647,0.33333,61; 12; 6; 68; 75; 68; 36; 29; 69; 22
24,79,0.39149,0.3038,53; 24; 57; 61; 55; 65; 79; 82; 78; 70
26,55,0.40898,0.47273,10; 26; 13; 22; 9; 83; 55; 78; 7; 23
12,79,0.38805,0.1519,24; 12; 49; 50; 80; 82; 79; 54; 21; 65
24,33,0.8655,0.72727,81; 24; 6; 63; 14; 60; 33; 26; 79; 72
34,67,0.40613,0.50746,83; 34; 74; 34; 78; 32; 67; 13; 31; 57
12,63,0.41887,0.19048,50; 12; 9; 23; 54; 8; 63; 12; 64; 48
18,35,0.56411,0.51429,14; 18; 60; 21; 21; 38; 35; 60; 49; 23
22,43,0.42626,0.51163,54; 22; 6; 71; 59; 31; 43; 16; 7; 11
12,18,0.40821,0.66667,85; 12; 11; 52; 80; 55; 18; 43; 24; 58
9,59,0.38478,0.15254,84; 9; 50; 28; 67; 11; 59; 37; 18; 82
17,54,0.40065,0.31481,25; 17; 28; 9; 77; 5; 54; 85; 14; 12
21,41,0.44439,0.5122,6; 21; 52; 78; 74; 49; 41; 83; 57; 79
22,70,0.3858,0.31429,64; 22; 46; 51; 39; 19; 70; 42; 78; 53
14,43,0.39097,0.32558,64; 14; 72; 62; 38; 32; 43; 69; 22; 49
57,78,0.9084,0.73077,19; 57; 65; 8; 47; 43; 78; 6; 71; 31
9,39,0.40271,0.23077,58; 9; 13; 70; 85; 45; 39; 78; 63; 17
37,73,0.50157,0.50685,35; 37; 21; 54; 59; 74; 73; 71; 38; 12
44,60,0.84558,0.73333,43; 44; 33; 7; 33; 80; 60; 14; 40; 37
64,66,0.88081,0.9697,54; 64; 49; 17; 49; 11; 66; 75; 81; 23
39,77,0.47184,0.50649,19; 39; 80; 78; 27; 26; 77; 39; 75; 23
18,59,0.38858,0.30508,6; 18; 18; 61; 76; 45; 59; 14; 72; 5
9,59,0.40092,0.15254,40; 9; 71; 10; 13; 32; 59; 9; 71; 25
11,72,0.39312,0.15278,35; 11; 44; 69; 67; 41; 72; 83; 24; 7
36,62,0.5472,0.58065,73; 36; 69; 10; 40; 67; 62; 83; 74; 51
64,82,0.85195,0.78049,33; 64; 75; 67; 26; 24; 82; 67; 62; 56
65,75,0.90377,0.86667,43; 65; 84; 21; 76; 27; 75; 42; 55; 44
12,82,0.38695,0.14634,71; 12; 28; 29; 7; 67; 82; 49; 47; 52
44,68,0.78581,0.64706,11; 44; 40; 59; 9; 7; 68; 24; 7; 44
23,70,0.38588,0.32857,50; 23; 81; 37; 27; 58; 70; 18; 54; 28
5,57,0.38934,0.08772,13; 5; 60; 85; 8; 9; 57; 57; 79; 45
14,74,0.38964,0.18919,49; 14; 9; 31; 22; 10; 74; 41; 22; 43
45,77,0.6968,0.58442,58; 45; 14; 33; 54; 6; 77; 17; 24; 83
35,75,0.42259,0.46667,7; 35; 28; 56; 55; 32; 75; 59; 46; 38
27,56,0.41504,0.48214,77; 27; 55; 50; 55; 15; 56; 46; 83; 83
66,76,0.89745,0.86842,30; 66; 21; 29; 77; 6; 76; 10; 60; 55
11,72,0.41203,0.15278,81; 11; 72; 34; 67; 55; 72; 15; 19; 79
41,61,0.7688,0.67213,78; 41; 27; 40; 75; 30; 61; 61; 77; 77
25,32,0.84728,0.78125,44; 25; 85; 85; 71; 43; 32; 10; 53; 40
8,24,0.4273,0.33333,76; 8; 30; 22; 82; 9; 24; 35; 18; 66
73,75,0.90909,0.97333,83; 73; 53; 72; 51; 21; 75; 15; 11; 19
13,57,0.42677,0.22807,20; 13; 12; 10; 44; 47; 57; 11; 61; 70
18,60,0.39155,0.3,50; 18; 25; 36; 53; 26; 60; 70; 19; 12
23,44,0.54925,0.52273,58; 23; 9; 33; 65; 73; 44; 38; 63; 56
8,12,0.83922,0.66667,81; 8; 65; 77; 85; 5; 12; 45; 59; 66
53,82,0.78989,0.64634,20; 53; 18; 69; 59; 49; 82; 70; 16; 74
24,79,0.38273,0.3038,12; 24; 85; 26; 25; 26; 79; 81; 16; 21
52,67,0.899,0.77612,40; 52; 68; 39; 57; 22; 67; 48; 5; 25
38,57,0.6961,0.66667,22; 38; 22; 31; 34; 83; 57; 61; 59; 15
10,52,0.40586,0.19231,53; 10; 73; 78; 21; 54; 52; 61; 13; 84
25,76,0.38406,0.32895,77; 25; 43; 56; 15; 35; 76; 42; 85; 67
11,21,0.40959,0.52381,83; 11; 33; 20; 29; 79; 21; 21; 76; 16
43,82,0.65201,0.52439,67; 43; 65; 63; 26; 14; 82; 36; 32; 33
45,78,0.59307,0.57692,83; 45; 29; 34; 70; 6; 78; 54; 12; 17
52,60,0.90883,0.86667,47; 52; 41; 19; 20; 54; 60; 53; 52; 53
43,59,0.85081,0.72881,27; 43; 14; 50; 33; 71; 59; 41; 72; 59
7,75,0.41174,0.09333,52; 7; 69; 59; 19; 44; 75; 62; 75; 52
41,47,0.89841,0.87234,60; 41; 73; 16; 58; 49; 47; 24; 48; 77
35,74,0.41436,0.47297,29; 35; 44; 29; 56; 38; 74; 13; 54; 31
11,71,0.40702,0.15493,63; 11; 5; 15; 5; 16; 71; 68; 77; 78
29,60,0.44202,0.48333,49; 29; 58; 28; 35; 31; 60; 32; 77; 28
66,85,0.85313,0.77647,40; 66; 30; 53; 82; 25; 85; 30; 40; 36
22,67,0.39188,0.32836,7; 22; 24; 20; 58; 45; 67; 70; 7; 58
42,81,0.6034,0.51852,51; 42; 9; 38; 32; 30; 81; 41; 75; 18
25,52,0.43481,0.48077,82; 25; 42; 7; 77; 50; 52; 69; 62; 21
34,52,0.53986,0.65385,63; 34; 16; 40; 37; 37; 52; 73; 54; 51
16,52,0.39767,0.30769,48; 16; 65; 41; 61; 52; 52; 49; 45; 70
5,22,0.52201,0.22727,59; 5; 84; 55; 81; 24; 22; 41; 40; 5
