ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
12,35,0.31822,0.34286,15; 22; 26; 12; 17; 10; 17; 35
52,82,0.63352,0.63415,5; 9; 11; 52; 5; 3; 4; 82
15,76,0.21735,0.19737,9; 12; 24; 15; 7; 7; 5; 76
13,29,0.50452,0.44828,18; 3; 19; 13; 19; 13; 9; 29
60,72,0.82478,0.83333,12; 11; 8; 60; 7; 7; 3; 72
19,63,0.29974,0.30159,13; 20; 15; 19; 10; 10; 8; 63
20,58,0.32438,0.34483,26; 24; 6; 20; 9; 13; 11; 58
18,40,0.49779,0.45,17; 7; 17; 18; 7; 17; 7; 40
27,43,0.6231,0.62791,3; 17; 3; 27; 11; 18; 13; 43
10,68,0.15777,0.14706,18; 25; 24; 10; 10; 9; 7; 68
17,83,0.23868,0.20482,16; 5; 6; 17; 3; 5; 4; 83
60,72,0.83069,0.83333,6; 11; 4; 60; 5; 7; 3; 72
39,75,0.53271,0.52,19; 12; 19; 39; 7; 6; 3; 75
53,56,0.91793,0.94643,10; 7; 7; 53; 8; 14; 9; 56
16,48,0.31104,0.33333,24; 25; 15; 16; 14; 13; 16; 48
59,71,0.81519,0.83099,7; 13; 13; 59; 5; 8; 9; 71
19,72,0.28168,0.26389,6; 6; 15; 19; 7; 7; 8; 72
10,49,0.2161,0.20408,12; 19; 28; 10; 4; 3; 12; 49
24,38,0.68959,0.63158,8; 4; 18; 24; 12; 17; 16; 38
6,64,0.21407,0.09375,28; 18; 5; 6; 6; 8; 9; 64
57,69,0.82553,0.82609,4; 5; 7; 57; 5; 4; 5; 69
28,39,0.72512,0.71795,6; 16; 3; 28; 5; 11; 8; 39
16,47,0.34885,0.34043,20; 8; 7; 16; 16; 6; 8; 47
22,79,0.32185,0.27848,24; 12; 22; 22; 4; 3; 3; 79
16,80,0.22486,0.2,10; 20; 12; 16; 5; 6; 3; 80
37,39,0.90236,0.94872,3; 12; 19; 37; 18; 4; 7; 39
41,51,0.79475,0.80392,12; 17; 15; 41; 3; 6; 14; 51
42,81,0.51095,0.51852,18; 13; 11; 42; 4; 4; 5; 81
46,73,0.62315,0.63014,16; 9; 5; 46; 7; 7; 3; 73
26,76,0.34734,0.34211,3; 19; 19; 26; 6; 4; 7; 76
12,15,0.70431,0.8,3; 28; 4; 12; 4; 17; 9; 15
