ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
13,57,0.27232,0.22807,13; 8; 26; 13; 57; 10; 11; 4
13,20,0.65049,0.65,13; 12; 6; 15; 20; 7; 3; 17
22,32,0.7018,0.6875,22; 5; 19; 15; 32; 18; 12; 3
44,68,0.73046,0.64706,44; 3; 16; 16; 68; 9; 5; 6
39,52,0.77281,0.75,39; 3; 5; 12; 52; 14; 11; 10
14,20,0.71695,0.7,14; 3; 28; 13; 20; 10; 17; 26
26,32,0.82969,0.8125,26; 18; 20; 11; 32; 12; 20; 8
18,32,0.56355,0.5625,18; 21; 24; 21; 32; 7; 20; 12
22,72,0.4393,0.30556,22; 17; 11; 11; 72; 8; 5; 4
67,72,0.93631,0.93056,67; 9; 5; 10; 72; 5; 5; 6
26,40,0.64639,0.65,26; 16; 7; 12; 40; 15; 17; 15
30,40,0.74564,0.75,30; 5; 19; 10; 40; 12; 10; 12
19,20,0.87031,0.95,19; 20; 17; 17; 20; 24; 8; 15
23,72,0.43683,0.31944,23; 15; 13; 13; 72; 4; 4; 8
43,57,0.79859,0.75439,43; 12; 4; 3; 57; 3; 4; 7
25,40,0.62573,0.625,25; 4; 4; 22; 40; 9; 15; 19
6,72,0.12549,0.08333,6; 7; 28; 7; 72; 5; 5; 6
22,58,0.43361,0.37931,22; 14; 6; 11; 58; 6; 8; 7
12,50,0.25783,0.24,12; 12; 20; 21; 50; 9; 11; 16
8,9,0.91263,0.88889,8; 10; 21; 16; 9; 29; 20; 22
6,28,0.22255,0.21429,6; 15; 6; 18; 28; 6; 16; 14
18,45,0.41108,0.4,18; 7; 21; 9; 45; 16; 9; 3
29,58,0.55984,0.5,29; 12; 15; 5; 58; 7; 3; 12
27,45,0.59135,0.6,27; 23; 20; 22; 45; 13; 4; 12
19,20,0.85816,0.95,19; 21; 12; 18; 20; 25; 17; 21
7,9,0.83614,0.77778,7; 26; 9; 27; 9; 29; 19; 7
17,41,0.42419,0.41463,17; 6; 27; 20; 41; 9; 12; 6
69,72,0.90455,0.95833,69; 7; 5; 8; 72; 7; 7; 4
19,68,0.38583,0.27941,19; 6; 18; 21; 68; 8; 4; 3
17,41,0.40491,0.41463,17; 8; 18; 15; 41; 18; 5; 10
29,41,0.71264,0.70732,29; 8; 15; 15; 41; 14; 10; 13
58,62,0.90512,0.93548,58; 13; 5; 13; 62; 10; 4; 5
20,41,0.48027,0.4878,20; 26; 11; 6; 41; 17; 3; 6
19,21,0.89212,0.90476,19; 25; 11; 16; 21; 11; 20; 10
39,45,0.87213,0.86667,39; 18; 6; 11; 45; 16; 12; 9
31,58,0.56868,0.53448,31; 20; 8; 3; 58; 7; 6; 7
15,57,0.33319,0.26316,15; 8; 8; 25; 57; 13; 11; 4
25,41,0.61074,0.60976,25; 9; 21; 15; 41; 6; 14; 3
61,68,0.88595,0.89706,61; 3; 3; 12; 68; 7; 10; 4
20,32,0.61374,0.625,20; 8; 14; 4; 32; 7; 18; 15
11,20,0.55476,0.55,11; 11; 20; 21; 20; 4; 18; 14
43,68,0.7021,0.63235,43; 11; 13; 14; 68; 5; 10; 8
10,11,0.90838,0.90909,10; 8; 13; 26; 11; 16; 13; 10
46,50,0.91922,0.92,46; 13; 11; 3; 50; 7; 12; 4
9,11,0.82899,0.81818,9; 16; 8; 9; 11; 11; 3; 19
6,11,0.53764,0.54545,6; 11; 14; 6; 11; 29; 28; 23
59,72,0.89091,0.81944,59; 6; 11; 4; 72; 8; 3; 3
6,62,0.13845,0.09677,6; 28; 22; 5; 62; 9; 4; 9
5,9,0.56094,0.55556,5; 7; 20; 27; 9; 29; 28; 12
11,20,0.54384,0.55,11; 18; 16; 4; 20; 10; 6; 8
41,50,0.83233,0.82,41; 8; 18; 15; 50; 3; 10; 5
18,28,0.65628,0.64286,18; 3; 6; 21; 28; 17; 20; 22
30,57,0.56049,0.52632,30; 22; 6; 13; 57; 4; 11; 11
18,45,0.39774,0.4,18; 18; 22; 17; 45; 12; 16; 3
