ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
14,55,0.25613,0.25455,14; 14; 17; 23; 55; 13; 3; 4
33,72,0.44458,0.45833,33; 14; 5; 11; 72; 5; 5; 4
53,63,0.83214,0.84127,53; 11; 9; 12; 63; 5; 6; 6
59,72,0.8047,0.81944,59; 7; 12; 9; 72; 8; 8; 7
10,35,0.28066,0.28571,10; 12; 13; 14; 35; 18; 18; 6
39,80,0.47699,0.4875,39; 16; 17; 11; 80; 3; 5; 4
55,69,0.78643,0.7971,55; 4; 13; 14; 69; 6; 3; 6
36,79,0.45542,0.4557,36; 13; 14; 10; 79; 6; 6; 5
19,63,0.30569,0.30159,19; 6; 5; 8; 63; 3; 5; 9
20,62,0.33256,0.32258,20; 4; 19; 17; 62; 11; 8; 9
22,39,0.55193,0.5641,22; 12; 25; 20; 39; 3; 5; 19
17,68,0.27561,0.25,17; 20; 13; 27; 68; 7; 7; 7
25,76,0.33649,0.32895,25; 23; 13; 10; 76; 3; 3; 7
19,55,0.35944,0.34545,19; 19; 7; 17; 55; 8; 13; 4
23,65,0.36823,0.35385,23; 23; 19; 16; 65; 8; 10; 4
44,56,0.77218,0.78571,44; 14; 17; 6; 56; 11; 14; 8
9,18,0.48025,0.5,9; 16; 27; 28; 18; 15; 21; 3
29,52,0.54702,0.55769,29; 14; 10; 6; 52; 6; 15; 14
24,79,0.3273,0.3038,24; 23; 9; 12; 79; 4; 4; 3
19,55,0.33947,0.34545,19; 13; 25; 10; 55; 10; 13; 7
18,55,0.32686,0.32727,18; 10; 22; 16; 55; 14; 4; 12
24,48,0.49237,0.5,24; 9; 4; 24; 48; 10; 4; 4
7,21,0.30732,0.33333,7; 19; 25; 11; 21; 17; 8; 8
16,32,0.47732,0.5,16; 12; 7; 5; 32; 4; 7; 18
7,28,0.25748,0.25,7; 14; 24; 4; 28; 14; 23; 4
39,84,0.46542,0.46429,39; 3; 4; 14; 84; 3; 3; 4
21,72,0.30016,0.29167,21; 9; 16; 10; 72; 7; 4; 6
68,79,0.84414,0.86076,68; 6; 8; 8; 79; 5; 3; 4
15,50,0.30767,0.3,15; 27; 17; 21; 50; 7; 16; 12
10,20,0.48381,0.5,10; 19; 12; 17; 20; 3; 6; 15
44,79,0.56066,0.55696,44; 18; 18; 18; 79; 5; 3; 4
18,61,0.30057,0.29508,18; 5; 3; 12; 61; 10; 12; 8
30,53,0.55948,0.56604,30; 6; 13; 19; 53; 13; 4; 5
15,62,0.23722,0.24194,15; 25; 10; 16; 62; 9; 3; 5
13,40,0.31291,0.325,13; 8; 26; 17; 40; 7; 7; 4
19,59,0.33422,0.32203,19; 18; 6; 7; 59; 13; 8; 7
19,58,0.34634,0.32759,19; 3; 25; 22; 58; 5; 5; 4
31,83,0.38343,0.37349,31; 15; 7; 10; 83; 5; 3; 4
70,83,0.82728,0.84337,70; 9; 6; 6; 83; 5; 5; 4
62,72,0.8481,0.86111,62; 3; 3; 4; 72; 7; 3; 7
56,68,0.80871,0.82353,56; 4; 5; 11; 68; 5; 3; 3
66,79,0.82009,0.83544,66; 8; 3; 4; 79; 5; 4; 4
66,84,0.76574,0.78571,66; 5; 6; 5; 84; 3; 3; 3
20,85,0.24867,0.23529,20; 13; 15; 12; 85; 3; 4; 4
40,70,0.55199,0.57143,40; 17; 12; 13; 70; 9; 7; 6
46,82,0.55717,0.56098,46; 15; 9; 12; 82; 3; 4; 4
14,40,0.33001,0.35,14; 28; 11; 11; 40; 16; 11; 6
28,56,0.49207,0.5,28; 9; 6; 8; 56; 3; 8; 3
14,46,0.29505,0.30435,14; 12; 28; 16; 46; 5; 12; 16
36,44,0.81232,0.81818,36; 5; 6; 11; 44; 7; 16; 4
15,52,0.29385,0.28846,15; 11; 12; 27; 52; 4; 9; 12
29,83,0.35789,0.3494,29; 3; 5; 10; 83; 3; 4; 5
63,79,0.77889,0.79747,63; 3; 11; 8; 79; 6; 3; 6
25,54,0.45672,0.46296,25; 22; 11; 15; 54; 7; 13; 4
29,82,0.3667,0.35366,29; 11; 8; 12; 82; 4; 4; 5
56,70,0.78419,0.8,56; 11; 4; 14; 70; 4; 3; 6
24,48,0.48682,0.5,24; 7; 12; 11; 48; 6; 15; 13
23,40,0.56226,0.575,23; 24; 8; 21; 40; 8; 17; 10
47,84,0.55132,0.55952,47; 13; 3; 14; 84; 3; 3; 3
65,82,0.78415,0.79268,65; 10; 6; 4; 82; 5; 3; 4
56,71,0.77409,0.78873,56; 4; 6; 9; 71; 7; 5; 6
39,79,0.4889,0.49367,39; 8; 8; 17; 79; 6; 3; 5
23,40,0.56154,0.575,23; 5; 7; 11; 40; 7; 18; 18
41,52,0.76689,0.78846,41; 6; 10; 7; 52; 12; 4; 6
10,36,0.26956,0.27778,10; 20; 11; 7; 36; 14; 8; 4
28,75,0.37894,0.37333,28; 23; 21; 7; 75; 5; 4; 4
13,55,0.2371,0.23636,13; 11; 28; 12; 55; 5; 12; 9
15,46,0.33884,0.32609,15; 9; 23; 14; 46; 10; 15; 6
30,85,0.37752,0.35294,30; 20; 22; 11; 85; 3; 3; 3
43,51,0.83024,0.84314,43; 9; 16; 9; 51; 14; 5; 12
56,71,0.7727,0.78873,56; 10; 5; 13; 71; 8; 7; 9
20,84,0.25327,0.2381,20; 8; 10; 25; 84; 4; 4; 4
10,34,0.28922,0.29412,10; 10; 17; 13; 34; 19; 14; 4
6,25,0.26105,0.24,6; 17; 17; 8; 25; 14; 8; 10
26,31,0.84558,0.83871,26; 10; 6; 4; 31; 17; 17; 19
38,82,0.47515,0.46341,38; 4; 10; 17; 82; 4; 5; 5
12,49,0.25484,0.2449,12; 4; 19; 12; 49; 10; 8; 11
