ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
47,56,0.8837,0.83929,47; 3; 13; 13; 56; 13; 11; 5
5,10,0.23325,0.5,5; 19; 22; 30; 10; 12; 25; 28
41,72,0.58498,0.56944,41; 6; 5; 8; 72; 5; 7; 7
10,17,0.34789,0.58824,10; 24; 6; 6; 17; 11; 21; 7
7,42,0.14338,0.16667,7; 30; 14; 9; 42; 11; 13; 5
7,42,0.20492,0.16667,7; 15; 4; 18; 42; 12; 12; 5
5,8,0.16416,0.625,5; 25; 28; 7; 8; 5; 8; 17
46,72,0.65348,0.63889,46; 4; 14; 17; 72; 3; 6; 4
11,56,0.24481,0.19643,11; 15; 12; 26; 56; 12; 3; 13
14,56,0.26113,0.25,14; 17; 9; 25; 56; 14; 10; 11
10,50,0.2174,0.2,10; 8; 12; 20; 50; 16; 3; 11
24,36,0.63851,0.66667,24; 9; 22; 4; 36; 17; 13; 10
53,84,0.6968,0.63095,53; 11; 7; 5; 84; 3; 4; 3
14,75,0.19284,0.18667,14; 20; 6; 27; 75; 7; 3; 6
11,31,0.42522,0.35484,11; 25; 15; 22; 31; 21; 12; 7
30,83,0.42521,0.36145,30; 15; 13; 18; 83; 5; 4; 5
21,36,0.642,0.58333,21; 10; 9; 5; 36; 12; 6; 19
7,8,0.2435,0.875,7; 28; 15; 27; 8; 30; 12; 19
6,8,0.2081,0.75,6; 21; 19; 8; 8; 3; 5; 28
32,42,0.64779,0.7619,32; 18; 14; 4; 42; 11; 6; 14
31,36,0.72602,0.86111,31; 19; 21; 13; 36; 4; 9; 16
24,72,0.33662,0.33333,24; 12; 9; 19; 72; 8; 5; 8
11,50,0.22769,0.22,11; 25; 4; 12; 50; 15; 4; 16
5,42,0.15213,0.11905,5; 28; 13; 12; 42; 7; 18; 15
18,31,0.62742,0.58065,18; 21; 21; 15; 31; 11; 6; 16
43,84,0.57383,0.5119,43; 4; 15; 12; 84; 3; 3; 3
5,10,0.23164,0.5,5; 12; 26; 18; 10; 4; 6; 16
12,13,0.33724,0.92308,12; 23; 10; 11; 13; 18; 23; 16
35,84,0.45829,0.41667,35; 6; 7; 18; 84; 3; 3; 4
36,56,0.66461,0.64286,36; 10; 12; 13; 56; 11; 8; 3
17,50,0.34936,0.34,17; 15; 16; 6; 50; 8; 8; 4
50,83,0.67189,0.60241,50; 3; 9; 13; 83; 3; 4; 5
6,36,0.21809,0.16667,6; 9; 12; 11; 36; 16; 15; 20
57,75,0.74951,0.76,57; 13; 8; 12; 75; 5; 5; 6
26,81,0.36226,0.32099,26; 16; 12; 5; 81; 5; 5; 4
70,83,0.90801,0.84337,70; 8; 8; 3; 83; 5; 5; 3
66,81,0.87765,0.81481,66; 3; 3; 7; 81; 4; 4; 3
13,31,0.49068,0.41935,13; 11; 25; 7; 31; 16; 11; 15
19,46,0.39685,0.41304,19; 20; 14; 14; 46; 7; 13; 17
27,50,0.53789,0.54,27; 7; 13; 6; 50; 7; 16; 15
13,25,0.50477,0.52,13; 28; 3; 7; 25; 15; 19; 11
29,31,0.81907,0.93548,29; 16; 5; 10; 31; 18; 3; 12
22,83,0.30639,0.26506,22; 21; 21; 18; 83; 5; 3; 4
25,46,0.54368,0.54348,25; 10; 12; 10; 46; 17; 13; 10
15,84,0.24805,0.17857,15; 23; 24; 9; 84; 3; 3; 4
10,17,0.37427,0.58824,10; 28; 21; 3; 17; 17; 17; 17
6,8,0.22397,0.75,6; 25; 8; 25; 8; 19; 7; 21
13,75,0.18082,0.17333,13; 17; 21; 17; 75; 6; 4; 3
25,46,0.50108,0.54348,25; 12; 22; 22; 46; 3; 13; 15
6,8,0.17525,0.75,6; 7; 12; 17; 8; 12; 27; 27
20,25,0.76748,0.8,20; 18; 21; 5; 25; 7; 5; 20
5,17,0.2175,0.29412,5; 26; 30; 6; 17; 11; 23; 11
54,81,0.71225,0.66667,54; 14; 13; 4; 81; 5; 5; 5
6,13,0.26334,0.46154,6; 20; 16; 8; 13; 4; 28; 3
6,8,0.20577,0.75,6; 22; 3; 13; 8; 26; 9; 14
9,10,0.29399,0.9,9; 22; 4; 3; 10; 22; 24; 27
7,8,0.21021,0.875,7; 23; 19; 11; 8; 29; 27; 26
39,46,0.74971,0.84783,39; 12; 3; 16; 46; 8; 9; 11
67,81,0.87468,0.82716,67; 3; 8; 3; 81; 3; 3; 3
42,46,0.76617,0.91304,42; 10; 12; 15; 46; 11; 8; 17
10,36,0.27284,0.27778,10; 29; 12; 25; 36; 16; 14; 20
37,83,0.48836,0.44578,37; 20; 18; 14; 83; 3; 3; 5
27,75,0.35612,0.36,27; 9; 16; 11; 75; 3; 3; 3
35,50,0.66504,0.7,35; 7; 17; 15; 50; 4; 15; 12
8,10,0.26936,0.8,8; 12; 14; 23; 10; 10; 28; 3
10,17,0.34101,0.58824,10; 9; 29; 9; 17; 18; 10; 25
10,36,0.27436,0.27778,10; 19; 11; 10; 36; 19; 3; 13
11,31,0.39058,0.35484,11; 13; 23; 23; 31; 3; 13; 17
12,13,0.38974,0.92308,12; 5; 21; 28; 13; 11; 22; 24
5,10,0.17935,0.5,5; 16; 11; 21; 10; 28; 19; 14
47,50,0.94437,0.94,47; 9; 11; 13; 50; 12; 5; 11
19,42,0.43332,0.45238,19; 20; 26; 15; 42; 16; 12; 15
11,50,0.23959,0.22,11; 6; 24; 9; 50; 3; 12; 14
22,42,0.49744,0.52381,22; 10; 7; 24; 42; 10; 4; 9
23,36,0.74512,0.63889,23; 6; 21; 8; 36; 20; 18; 5
10,50,0.21275,0.2,10; 12; 10; 17; 50; 8; 15; 3
5,8,0.19192,0.625,5; 20; 21; 25; 8; 9; 18; 13
7,46,0.17421,0.15217,7; 6; 3; 15; 46; 10; 15; 4
16,17,0.48361,0.94118,16; 22; 22; 19; 17; 15; 23; 22
5,17,0.23697,0.29412,5; 21; 22; 13; 17; 8; 25; 19
51,83,0.69275,0.61446,51; 11; 13; 12; 83; 5; 3; 5
51,75,0.66383,0.68,51; 15; 5; 5; 75; 4; 5; 4
22,25,0.87097,0.88,22; 10; 9; 14; 25; 22; 24; 18
27,56,0.511,0.48214,27; 22; 17; 20; 56; 8; 12; 14
9,25,0.35447,0.36,9; 10; 28; 19; 25; 18; 3; 20
33,46,0.64957,0.71739,33; 8; 13; 12; 46; 6; 5; 11
40,50,0.77956,0.8,40; 19; 18; 14; 50; 6; 14; 8
