ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
10,45,0.23971,0.22222,45; 10; 17; 12; 65; 45; 45; 45; 39; 62
40,57,0.6835,0.70175,66; 40; 21; 43; 27; 70; 57; 85; 68; 54
16,72,0.24234,0.22222,52; 16; 78; 23; 66; 61; 72; 65; 50; 33
23,32,0.72122,0.71875,59; 23; 56; 82; 33; 73; 32; 22; 46; 19
27,50,0.54455,0.54,49; 27; 19; 7; 10; 50; 50; 54; 74; 43
6,11,0.57183,0.54545,46; 6; 68; 32; 15; 33; 11; 43; 51; 45
15,28,0.54034,0.53571,20; 15; 13; 28; 47; 31; 28; 18; 29; 28
52,58,0.89158,0.89655,27; 52; 72; 57; 51; 11; 58; 43; 70; 35
5,41,0.14648,0.12195,48; 5; 79; 46; 78; 72; 41; 38; 9; 77
16,57,0.29318,0.2807,44; 16; 72; 72; 12; 17; 57; 18; 79; 39
34,45,0.75556,0.75556,23; 34; 20; 28; 16; 13; 45; 68; 30; 47
24,58,0.41106,0.41379,63; 24; 35; 7; 48; 67; 58; 20; 81; 72
36,57,0.6451,0.63158,10; 36; 78; 5; 32; 16; 57; 72; 76; 16
37,40,0.90505,0.925,80; 37; 5; 81; 61; 32; 40; 76; 35; 40
7,62,0.1203,0.1129,12; 7; 60; 83; 28; 72; 62; 51; 48; 41
19,41,0.45232,0.46341,27; 19; 25; 62; 16; 75; 41; 27; 24; 77
26,32,0.82771,0.8125,62; 26; 45; 28; 63; 42; 32; 81; 21; 81
25,40,0.60826,0.625,15; 25; 51; 76; 10; 9; 40; 52; 68; 12
34,57,0.58234,0.59649,17; 34; 23; 20; 19; 56; 57; 58; 85; 6
15,21,0.64975,0.71429,7; 15; 81; 46; 53; 22; 21; 49; 27; 55
50,57,0.86401,0.87719,60; 50; 78; 62; 69; 69; 57; 68; 14; 5
6,11,0.56334,0.54545,7; 6; 30; 41; 21; 35; 11; 57; 27; 50
18,41,0.44731,0.43902,32; 18; 31; 45; 76; 78; 41; 45; 74; 75
13,28,0.4756,0.46429,6; 13; 32; 57; 57; 20; 28; 51; 11; 19
25,40,0.62015,0.625,71; 25; 68; 12; 20; 23; 40; 35; 16; 29
40,68,0.58967,0.58824,43; 40; 9; 80; 21; 85; 68; 55; 53; 26
31,32,0.95273,0.96875,59; 31; 48; 62; 23; 82; 32; 58; 26; 56
55,58,0.93535,0.94828,78; 55; 80; 84; 74; 24; 58; 65; 16; 5
17,21,0.71218,0.80952,78; 17; 85; 55; 37; 65; 21; 5; 27; 16
22,41,0.54552,0.53659,10; 22; 21; 53; 34; 43; 41; 12; 19; 72
16,32,0.48211,0.5,9; 16; 68; 53; 72; 15; 32; 43; 54; 82
28,45,0.63181,0.62222,47; 28; 71; 33; 67; 7; 45; 7; 79; 47
7,32,0.22742,0.21875,51; 7; 74; 67; 34; 20; 32; 74; 27; 25
17,68,0.26746,0.25,71; 17; 52; 17; 27; 70; 68; 11; 79; 52
