ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
33,68,0.49724,0.48529,69; 33; 32; 14; 32; 21; 68; 78; 83; 9
12,61,0.31287,0.19672,6; 12; 42; 72; 69; 35; 61; 27; 67; 57
20,52,0.49833,0.38462,16; 20; 21; 18; 62; 76; 52; 85; 66; 49
7,70,0.09885,0.1,46; 7; 82; 61; 44; 73; 70; 19; 6; 27
49,55,0.55535,0.89091,60; 49; 11; 40; 78; 51; 55; 30; 52; 80
51,65,0.65177,0.78462,60; 51; 73; 46; 42; 33; 65; 54; 53; 27
8,31,0.18755,0.25806,85; 8; 6; 83; 34; 21; 31; 8; 57; 18
53,75,0.69303,0.70667,51; 53; 12; 12; 39; 83; 75; 81; 80; 81
11,42,0.3316,0.2619,10; 11; 45; 60; 14; 25; 42; 68; 26; 21
46,62,0.549,0.74194,71; 46; 76; 7; 69; 80; 62; 52; 63; 50
16,23,0.47917,0.69565,47; 16; 46; 55; 42; 13; 23; 38; 71; 24
14,69,0.32458,0.2029,12; 14; 25; 78; 53; 35; 69; 61; 13; 59
7,69,0.11593,0.10145,12; 7; 54; 59; 78; 37; 69; 78; 16; 41
34,66,0.51529,0.51515,45; 34; 27; 68; 53; 48; 66; 11; 42; 10
14,18,0.4331,0.77778,43; 14; 14; 20; 45; 67; 18; 40; 54; 83
36,73,0.50518,0.49315,30; 36; 84; 59; 25; 33; 73; 82; 67; 7
24,64,0.49857,0.375,28; 24; 60; 19; 84; 42; 64; 15; 54; 85
32,81,0.48636,0.39506,11; 32; 5; 71; 41; 11; 81; 40; 58; 42
33,79,0.48176,0.41772,19; 33; 82; 8; 58; 39; 79; 81; 15; 19
14,48,0.44581,0.29167,31; 14; 47; 79; 16; 69; 48; 67; 14; 63
33,67,0.50842,0.49254,22; 33; 44; 38; 21; 47; 67; 68; 60; 62
48,69,0.62989,0.69565,9; 48; 45; 16; 71; 18; 69; 40; 44; 18
26,65,0.49325,0.4,15; 26; 52; 19; 43; 84; 65; 9; 7; 52
16,55,0.41514,0.29091,84; 16; 60; 14; 33; 20; 55; 22; 23; 85
54,76,0.73458,0.71053,7; 54; 69; 10; 55; 34; 76; 26; 57; 55
32,84,0.46787,0.38095,40; 32; 72; 28; 45; 27; 84; 83; 35; 59
6,63,0.09096,0.09524,34; 6; 78; 29; 11; 44; 63; 47; 24; 55
24,34,0.52499,0.70588,12; 24; 39; 68; 55; 34; 34; 47; 27; 61
21,30,0.50756,0.7,26; 21; 25; 49; 51; 64; 30; 6; 61; 49
62,79,0.91775,0.78481,71; 62; 12; 27; 34; 67; 79; 63; 50; 7
34,65,0.51358,0.52308,47; 34; 73; 28; 23; 13; 65; 54; 5; 52
6,39,0.15971,0.15385,83; 6; 55; 71; 51; 48; 39; 65; 47; 83
20,27,0.50856,0.74074,19; 20; 73; 82; 43; 50; 27; 42; 8; 35
10,61,0.1954,0.16393,37; 10; 26; 46; 32; 30; 61; 43; 74; 8
17,23,0.50594,0.73913,33; 17; 7; 51; 79; 8; 23; 19; 65; 47
30,58,0.50438,0.51724,48; 30; 84; 10; 32; 79; 58; 65; 65; 41
7,80,0.08972,0.0875,60; 7; 77; 24; 75; 50; 80; 18; 79; 37
10,14,0.20374,0.71429,51; 10; 40; 16; 38; 37; 14; 78; 18; 21
28,74,0.46778,0.37838,66; 28; 26; 58; 69; 63; 74; 75; 46; 16
60,84,0.7873,0.71429,40; 60; 85; 50; 38; 12; 84; 83; 75; 65
16,82,0.37601,0.19512,55; 16; 15; 9; 25; 48; 82; 40; 85; 28
42,81,0.53171,0.51852,63; 42; 18; 5; 53; 82; 81; 66; 28; 5
59,84,0.85304,0.70238,80; 59; 30; 59; 48; 22; 84; 13; 57; 72
5,32,0.17273,0.15625,62; 5; 24; 60; 17; 10; 32; 46; 79; 81
70,79,0.96361,0.88608,20; 70; 35; 68; 67; 74; 79; 74; 84; 7
13,45,0.37362,0.28889,23; 13; 8; 36; 71; 21; 45; 31; 77; 63
13,25,0.42236,0.52,14; 13; 42; 14; 73; 46; 25; 29; 53; 39
29,80,0.45724,0.3625,42; 29; 53; 81; 14; 23; 80; 20; 71; 21
17,83,0.34556,0.20482,54; 17; 85; 65; 43; 35; 83; 30; 20; 33
7,73,0.0977,0.09589,60; 7; 56; 41; 57; 46; 73; 12; 32; 25
72,81,0.98066,0.88889,37; 72; 74; 54; 25; 68; 81; 24; 29; 68
12,73,0.24648,0.16438,69; 12; 57; 63; 27; 7; 73; 38; 7; 13
31,60,0.51519,0.51667,57; 31; 16; 39; 34; 47; 60; 34; 74; 53
45,61,0.54466,0.7377,37; 45; 18; 83; 56; 39; 61; 74; 69; 32
32,65,0.50913,0.49231,81; 32; 79; 56; 33; 18; 65; 48; 78; 38
9,61,0.18314,0.14754,33; 9; 72; 45; 15; 11; 61; 65; 9; 26
31,74,0.48787,0.41892,57; 31; 75; 36; 48; 67; 74; 20; 69; 14
40,81,0.51582,0.49383,32; 40; 40; 80; 15; 64; 81; 47; 25; 43
30,71,0.4862,0.42254,56; 30; 22; 40; 7; 25; 71; 80; 33; 28
32,51,0.49609,0.62745,55; 32; 58; 34; 61; 66; 51; 50; 76; 62
37,76,0.48416,0.48684,6; 37; 24; 63; 35; 81; 76; 12; 16; 36
12,81,0.25774,0.14815,6; 12; 5; 61; 28; 68; 81; 74; 56; 34
26,62,0.47878,0.41935,81; 26; 15; 21; 25; 63; 62; 27; 9; 20
36,46,0.53494,0.78261,48; 36; 25; 48; 36; 72; 46; 74; 55; 55
5,54,0.10631,0.09259,55; 5; 47; 29; 72; 20; 54; 61; 50; 64
47,53,0.54155,0.88679,22; 47; 52; 40; 84; 66; 53; 38; 38; 28
11,73,0.21152,0.15068,67; 11; 38; 25; 23; 28; 73; 26; 39; 50
7,35,0.2075,0.2,26; 7; 82; 37; 69; 43; 35; 80; 60; 81
14,69,0.30507,0.2029,66; 14; 12; 69; 31; 54; 69; 81; 40; 76
30,79,0.48868,0.37975,21; 30; 67; 17; 26; 65; 79; 22; 52; 78
43,83,0.53186,0.51807,8; 43; 42; 5; 64; 85; 83; 64; 35; 62
36,51,0.51137,0.70588,52; 36; 39; 74; 85; 52; 51; 43; 58; 13
17,59,0.4284,0.28814,34; 17; 67; 6; 11; 50; 59; 53; 75; 53
37,75,0.50882,0.49333,21; 37; 29; 71; 69; 33; 75; 22; 73; 13
41,58,0.53884,0.7069,22; 41; 33; 64; 50; 60; 58; 74; 14; 73
6,69,0.08906,0.08696,60; 6; 38; 82; 33; 9; 69; 44; 54; 38
50,79,0.62222,0.63291,62; 50; 46; 42; 83; 24; 79; 68; 34; 78
35,47,0.49066,0.74468,43; 35; 55; 20; 60; 65; 47; 39; 20; 29
12,81,0.27131,0.14815,53; 12; 70; 8; 76; 65; 81; 43; 74; 53
25,70,0.47948,0.35714,33; 25; 68; 17; 60; 26; 70; 33; 6; 69
28,54,0.50971,0.51852,11; 28; 24; 70; 22; 58; 54; 75; 75; 85
45,61,0.55823,0.7377,34; 45; 79; 18; 79; 26; 61; 47; 28; 22
23,79,0.46173,0.29114,42; 23; 77; 9; 31; 78; 79; 29; 23; 59
20,68,0.4614,0.29412,29; 20; 9; 27; 8; 39; 68; 12; 72; 13
46,73,0.58788,0.63014,73; 46; 63; 77; 72; 32; 73; 83; 42; 57
45,58,0.54541,0.77586,26; 45; 50; 51; 41; 80; 58; 75; 72; 31
31,60,0.49837,0.51667,67; 31; 51; 6; 39; 20; 60; 79; 15; 24
5,8,-0.04824,0.625,66; 5; 9; 55; 82; 28; 8; 50; 16; 25
11,43,0.31018,0.25581,13; 11; 17; 41; 28; 28; 43; 59; 65; 67
25,51,0.51155,0.4902,65; 25; 76; 19; 16; 8; 51; 54; 28; 61
34,70,0.51363,0.48571,16; 34; 50; 12; 51; 17; 70; 57; 25; 19
40,82,0.50929,0.4878,57; 40; 71; 70; 80; 58; 82; 41; 51; 39
18,63,0.4527,0.28571,7; 18; 84; 74; 75; 25; 63; 11; 24; 78
31,81,0.47833,0.38272,77; 31; 81; 20; 33; 69; 81; 48; 22; 48
32,76,0.48984,0.42105,10; 32; 10; 49; 28; 41; 76; 18; 46; 64
30,43,0.51776,0.69767,5; 30; 34; 46; 75; 46; 43; 55; 13; 69
60,84,0.85792,0.71429,81; 60; 17; 23; 27; 31; 84; 24; 5; 70
9,44,0.22862,0.20455,74; 9; 24; 74; 6; 46; 44; 56; 18; 79
19,48,0.48248,0.39583,64; 19; 69; 42; 44; 64; 48; 17; 25; 73
57,80,0.77421,0.7125,70; 57; 40; 54; 10; 17; 80; 73; 44; 34
24,49,0.51173,0.4898,38; 24; 36; 38; 64; 33; 49; 84; 35; 13
24,66,0.48476,0.36364,59; 24; 21; 40; 59; 83; 66; 35; 17; 70
17,85,0.38115,0.2,52; 17; 26; 63; 37; 16; 85; 14; 9; 63
20,68,0.4543,0.29412,77; 20; 31; 14; 42; 10; 68; 75; 77; 22
25,62,0.50144,0.40323,28; 25; 5; 38; 52; 14; 62; 53; 43; 84
23,61,0.47284,0.37705,66; 23; 53; 22; 42; 55; 61; 83; 46; 43
6,58,0.12086,0.10345,60; 6; 47; 21; 80; 41; 58; 65; 80; 76
10,35,0.26226,0.28571,37; 10; 81; 61; 71; 42; 35; 56; 72; 79
8,78,0.11784,0.10256,22; 8; 26; 33; 59; 79; 78; 26; 61; 52
6,67,0.1037,0.08955,47; 6; 37; 47; 59; 43; 67; 78; 82; 83
23,64,0.48787,0.35938,24; 23; 6; 60; 30; 28; 64; 68; 14; 50
26,68,0.48434,0.38235,12; 26; 21; 73; 69; 22; 68; 74; 34; 39
26,72,0.45536,0.36111,52; 26; 25; 65; 82; 20; 72; 64; 63; 5
17,42,0.48219,0.40476,49; 17; 56; 32; 22; 13; 42; 34; 33; 29
27,72,0.48801,0.375,84; 27; 24; 46; 52; 29; 72; 70; 8; 21
50,80,0.65047,0.625,76; 50; 40; 37; 68; 80; 80; 42; 58; 77
22,42,0.49604,0.52381,28; 22; 35; 34; 25; 36; 42; 13; 61; 22
28,77,0.47113,0.36364,42; 28; 6; 48; 26; 68; 77; 59; 74; 41
8,55,0.17151,0.14545,81; 8; 37; 44; 48; 6; 55; 6; 36; 59
5,50,0.12827,0.1,36; 5; 36; 5; 83; 14; 50; 48; 63; 69
45,72,0.59304,0.625,27; 45; 83; 84; 76; 78; 72; 10; 33; 10
22,42,0.49869,0.52381,17; 22; 22; 13; 35; 48; 42; 59; 73; 73
24,34,0.53081,0.70588,36; 24; 13; 65; 69; 83; 34; 58; 55; 21
12,33,0.36531,0.36364,63; 12; 60; 8; 13; 23; 33; 15; 75; 24
6,41,0.14903,0.14634,6; 6; 35; 48; 26; 53; 41; 31; 79; 18
40,54,0.52271,0.74074,73; 40; 30; 9; 84; 42; 54; 46; 22; 7
6,58,0.09739,0.10345,65; 6; 44; 46; 39; 78; 58; 58; 10; 76
29,56,0.51039,0.51786,58; 29; 74; 22; 45; 57; 56; 66; 25; 81
25,51,0.48714,0.4902,71; 25; 10; 84; 25; 34; 51; 63; 9; 69
10,63,0.20206,0.15873,26; 10; 42; 27; 13; 53; 63; 29; 54; 6
7,46,0.13783,0.15217,17; 7; 24; 77; 30; 65; 46; 85; 50; 44
30,43,0.52274,0.69767,66; 30; 61; 84; 74; 79; 43; 23; 13; 40
7,47,0.15116,0.14894,42; 7; 18; 37; 61; 48; 47; 10; 21; 85
17,23,0.489,0.73913,82; 17; 30; 41; 72; 8; 23; 42; 83; 51
49,70,0.62536,0.7,52; 49; 11; 26; 28; 10; 70; 81; 9; 80
65,83,0.9646,0.78313,27; 65; 55; 65; 61; 29; 83; 36; 50; 15
17,45,0.46758,0.37778,76; 17; 82; 67; 44; 30; 45; 58; 70; 42
60,81,0.84652,0.74074,39; 60; 5; 41; 7; 52; 81; 62; 21; 22
21,55,0.49992,0.38182,63; 21; 32; 12; 36; 76; 55; 70; 57; 56
25,35,0.52636,0.71429,46; 25; 50; 51; 23; 17; 35; 71; 72; 19
25,66,0.48894,0.37879,40; 25; 66; 81; 81; 80; 66; 21; 51; 75
59,66,0.85635,0.89394,36; 59; 41; 54; 34; 6; 66; 19; 64; 50
8,22,0.24954,0.36364,7; 8; 33; 59; 8; 81; 22; 68; 70; 44
19,47,0.51058,0.40426,59; 19; 72; 11; 79; 48; 47; 24; 40; 17
20,50,0.47464,0.4,35; 20; 45; 30; 36; 70; 50; 16; 46; 27
8,77,0.12443,0.1039,55; 8; 57; 84; 12; 85; 77; 54; 85; 54
56,72,0.7869,0.77778,57; 56; 34; 53; 31; 38; 72; 22; 18; 33
26,62,0.50095,0.41935,48; 26; 23; 42; 84; 28; 62; 74; 69; 19
30,48,0.51455,0.625,32; 30; 53; 40; 72; 47; 48; 84; 20; 67
47,66,0.57881,0.71212,35; 47; 31; 28; 41; 18; 66; 28; 35; 73
20,52,0.4803,0.38462,21; 20; 54; 6; 74; 55; 52; 75; 21; 68
46,62,0.58504,0.74194,83; 46; 83; 75; 75; 28; 62; 81; 68; 77
10,49,0.26021,0.20408,44; 10; 59; 51; 50; 35; 49; 44; 15; 19
16,62,0.42698,0.25806,49; 16; 79; 85; 53; 8; 62; 25; 40; 29
16,44,0.45912,0.36364,69; 16; 34; 12; 26; 15; 44; 68; 13; 82
