ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
39,48,0.52741,0.8125,42; 39; 50; 35; 85; 84; 48; 59; 16; 7
10,50,0.13606,0.2,49; 10; 44; 84; 54; 73; 50; 36; 54; 33
41,62,0.58102,0.66129,27; 41; 11; 76; 82; 80; 62; 20; 30; 77
20,62,0.27594,0.32258,60; 20; 34; 27; 46; 19; 62; 37; 41; 68
10,47,0.20906,0.21277,50; 10; 28; 42; 60; 58; 47; 47; 50; 81
6,7,0.13607,0.85714,25; 6; 39; 28; 40; 19; 7; 21; 42; 77
30,62,0.46761,0.48387,68; 30; 33; 17; 45; 30; 62; 70; 72; 32
11,30,0.39259,0.36667,84; 11; 74; 61; 75; 55; 30; 75; 30; 25
26,81,0.33763,0.32099,50; 26; 51; 42; 18; 62; 81; 14; 49; 76
38,62,0.55946,0.6129,29; 38; 73; 79; 62; 37; 62; 53; 6; 43
15,47,0.309,0.31915,81; 15; 29; 6; 50; 38; 47; 29; 46; 54
5,14,0.17219,0.35714,68; 5; 31; 75; 30; 72; 14; 64; 23; 69
67,74,0.99027,0.90541,53; 67; 25; 30; 36; 14; 74; 63; 49; 84
15,30,0.42727,0.5,53; 15; 50; 48; 51; 17; 30; 63; 84; 8
29,62,0.4115,0.46774,58; 29; 30; 17; 65; 82; 62; 71; 45; 54
7,14,0.19199,0.5,33; 7; 17; 41; 76; 5; 14; 52; 21; 68
39,47,0.56684,0.82979,48; 39; 35; 80; 41; 67; 47; 5; 80; 12
71,81,0.92844,0.87654,73; 71; 6; 57; 58; 76; 81; 68; 44; 57
27,35,0.78481,0.77143,6; 27; 35; 79; 71; 19; 35; 39; 21; 70
13,20,0.42151,0.65,12; 13; 44; 62; 38; 74; 20; 65; 63; 36
25,74,0.35566,0.33784,30; 25; 29; 9; 34; 9; 74; 43; 64; 10
54,62,0.76298,0.87097,31; 54; 54; 7; 64; 85; 62; 20; 54; 28
59,62,0.84008,0.95161,68; 59; 6; 80; 58; 41; 62; 18; 56; 53
6,7,0.1555,0.85714,36; 6; 27; 18; 8; 48; 7; 78; 30; 82
34,43,0.49189,0.7907,85; 34; 85; 62; 26; 48; 43; 85; 58; 68
18,50,0.29288,0.36,8; 18; 15; 47; 7; 83; 50; 62; 54; 30
29,47,0.51919,0.61702,71; 29; 21; 73; 12; 8; 47; 85; 58; 7
41,50,0.5402,0.82,59; 41; 31; 64; 12; 59; 50; 6; 51; 5
6,14,0.17576,0.42857,72; 6; 13; 76; 26; 7; 14; 38; 30; 23
22,56,0.35313,0.39286,81; 22; 21; 58; 24; 14; 56; 13; 52; 10
6,50,0.14996,0.12,57; 6; 9; 38; 63; 20; 50; 73; 31; 57
45,47,0.65047,0.95745,66; 45; 83; 80; 19; 15; 47; 71; 5; 69
10,47,0.20283,0.21277,59; 10; 80; 62; 39; 56; 47; 39; 33; 9
10,14,0.31452,0.71429,17; 10; 17; 52; 53; 6; 14; 22; 60; 46
40,43,0.58842,0.93023,42; 40; 37; 82; 61; 25; 43; 50; 32; 70
53,72,0.85833,0.73611,48; 53; 39; 54; 80; 56; 72; 39; 84; 28
9,17,0.32795,0.52941,13; 9; 9; 82; 20; 43; 17; 52; 45; 45
50,56,0.73943,0.89286,28; 50; 22; 43; 31; 23; 56; 82; 74; 64
21,47,0.38965,0.44681,85; 21; 28; 28; 69; 48; 47; 71; 42; 36
5,7,0.17724,0.71429,82; 5; 70; 46; 43; 72; 7; 78; 46; 68
14,20,0.44462,0.7,40; 14; 57; 9; 45; 69; 20; 77; 19; 71
47,81,0.70043,0.58025,16; 47; 74; 81; 18; 80; 81; 14; 65; 49
25,35,0.69075,0.71429,78; 25; 29; 27; 47; 36; 35; 75; 63; 19
19,20,0.5958,0.95,40; 19; 55; 23; 37; 20; 20; 17; 8; 20
5,7,0.11648,0.71429,19; 5; 41; 36; 76; 25; 7; 15; 69; 23
13,74,0.20241,0.17568,18; 13; 67; 66; 74; 36; 74; 22; 6; 49
25,62,0.38991,0.40323,45; 25; 47; 58; 64; 28; 62; 40; 59; 38
8,17,0.19482,0.47059,62; 8; 30; 11; 68; 31; 17; 54; 68; 55
13,37,0.38569,0.35135,54; 13; 39; 69; 55; 7; 37; 69; 75; 47
12,14,0.29463,0.85714,5; 12; 40; 75; 27; 24; 14; 62; 5; 81
64,74,0.8676,0.86486,10; 64; 32; 84; 32; 10; 74; 49; 69; 71
30,37,0.60379,0.81081,66; 30; 6; 66; 66; 83; 37; 33; 41; 25
62,72,0.83006,0.86111,39; 62; 51; 64; 74; 74; 72; 8; 72; 60
24,35,0.5143,0.68571,28; 24; 34; 9; 43; 73; 35; 42; 30; 8
40,48,0.58882,0.83333,63; 40; 6; 73; 66; 82; 48; 33; 43; 82
13,81,0.17934,0.16049,47; 13; 59; 61; 28; 18; 81; 73; 29; 56
40,50,0.59315,0.8,38; 40; 22; 38; 62; 42; 50; 85; 59; 42
23,37,0.71936,0.62162,65; 23; 32; 7; 24; 10; 37; 20; 42; 65
31,62,0.45011,0.5,30; 31; 18; 62; 67; 34; 62; 11; 10; 22
22,30,0.67255,0.73333,71; 22; 54; 44; 38; 73; 30; 33; 28; 70
32,35,0.70113,0.91429,34; 32; 41; 21; 43; 56; 35; 26; 76; 26
9,72,0.1475,0.125,75; 9; 85; 41; 59; 68; 72; 43; 40; 49
8,14,0.22005,0.57143,55; 8; 34; 73; 44; 7; 14; 63; 48; 76
40,48,0.62187,0.83333,21; 40; 9; 42; 8; 29; 48; 74; 27; 18
15,47,0.26219,0.31915,8; 15; 38; 78; 70; 15; 47; 70; 78; 69
23,37,0.50545,0.62162,52; 23; 25; 14; 52; 18; 37; 85; 56; 35
72,81,0.92275,0.88889,18; 72; 78; 76; 69; 12; 81; 65; 84; 50
9,35,0.2853,0.25714,46; 9; 45; 64; 79; 24; 35; 52; 65; 63
28,47,0.48335,0.59574,20; 28; 34; 7; 44; 27; 47; 75; 9; 47
44,74,0.57155,0.59459,33; 44; 52; 24; 80; 81; 74; 47; 75; 49
9,14,0.25757,0.64286,72; 9; 85; 65; 65; 17; 14; 27; 29; 14
24,48,0.50871,0.5,67; 24; 75; 31; 12; 69; 48; 36; 64; 24
12,37,0.26811,0.32432,13; 12; 13; 54; 51; 65; 37; 30; 74; 12
9,43,0.19358,0.2093,72; 9; 28; 22; 74; 70; 43; 39; 6; 63
5,7,0.1333,0.71429,56; 5; 78; 77; 20; 79; 7; 77; 35; 52
25,43,0.58171,0.5814,63; 25; 16; 33; 66; 22; 43; 27; 65; 46
8,17,0.28732,0.47059,29; 8; 50; 24; 51; 47; 17; 30; 68; 48
30,43,0.55057,0.69767,57; 30; 9; 8; 8; 77; 43; 31; 52; 26
17,37,0.34242,0.45946,81; 17; 8; 8; 70; 80; 37; 60; 45; 32
12,43,0.33272,0.27907,9; 12; 34; 81; 28; 20; 43; 21; 51; 21
63,72,0.89546,0.875,49; 63; 35; 75; 76; 85; 72; 11; 43; 28
10,20,0.32564,0.5,70; 10; 24; 81; 74; 30; 20; 68; 28; 66
33,56,0.49685,0.58929,17; 33; 35; 77; 63; 47; 56; 77; 5; 58
41,43,0.64948,0.95349,30; 41; 81; 48; 58; 56; 43; 71; 49; 15
34,43,0.66212,0.7907,76; 34; 58; 19; 80; 31; 43; 38; 47; 37
30,72,0.42502,0.41667,29; 30; 9; 54; 63; 68; 72; 58; 40; 82
26,62,0.3876,0.41935,45; 26; 22; 85; 10; 51; 62; 36; 18; 13
56,72,0.83517,0.77778,29; 56; 49; 29; 31; 38; 72; 73; 48; 71
49,50,0.65834,0.98,23; 49; 11; 73; 63; 82; 50; 30; 25; 63
8,17,0.24363,0.47059,18; 8; 26; 85; 24; 13; 17; 9; 14; 63
34,62,0.52144,0.54839,40; 34; 46; 18; 50; 74; 62; 50; 38; 54
26,56,0.43747,0.46429,44; 26; 13; 63; 7; 11; 56; 8; 20; 57
8,35,0.25514,0.22857,44; 8; 84; 54; 42; 57; 35; 21; 12; 85
11,37,0.27013,0.2973,67; 11; 45; 18; 17; 41; 37; 64; 46; 70
6,17,0.21533,0.35294,32; 6; 69; 56; 35; 26; 17; 51; 70; 47
37,48,0.52485,0.77083,64; 37; 24; 36; 67; 70; 48; 64; 85; 15
