ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
30,42,0.97301,0.71429,30; 15; 14; 5; 42; 10; 8; 5
11,38,0.97062,0.28947,11; 14; 12; 14; 38; 6; 18; 11
15,74,0.96966,0.2027,15; 22; 9; 5; 74; 7; 6; 3
15,42,0.96905,0.35714,15; 7; 6; 19; 42; 12; 15; 17
8,31,0.96898,0.25806,8; 23; 15; 17; 31; 5; 3; 18
20,68,0.97156,0.29412,20; 3; 3; 4; 68; 4; 10; 3
52,70,0.97171,0.74286,52; 13; 6; 6; 70; 5; 4; 5
17,58,0.97192,0.2931,17; 10; 10; 13; 58; 3; 8; 5
30,48,0.97161,0.625,30; 5; 13; 10; 48; 8; 3; 7
5,49,0.97131,0.10204,5; 19; 16; 13; 49; 16; 6; 11
53,84,0.98319,0.63095,53; 4; 5; 15; 84; 4; 4; 3
32,84,0.97612,0.38095,32; 11; 15; 21; 84; 3; 3; 4
8,83,0.97514,0.09639,8; 5; 22; 12; 83; 4; 5; 3
6,58,0.97242,0.10345,6; 6; 20; 18; 58; 12; 12; 12
25,85,0.97525,0.29412,25; 13; 15; 9; 85; 4; 3; 3
43,68,0.98076,0.63235,43; 10; 13; 10; 68; 3; 8; 4
14,19,0.9668,0.73684,14; 15; 11; 5; 19; 12; 17; 14
13,84,0.97594,0.15476,13; 17; 22; 4; 84; 4; 4; 3
5,54,0.97154,0.09259,5; 3; 13; 31; 54; 8; 7; 8
30,72,0.97694,0.41667,30; 22; 5; 19; 72; 8; 5; 7
17,83,0.97436,0.20482,17; 14; 19; 26; 83; 4; 4; 4
14,35,0.96957,0.4,14; 6; 28; 9; 35; 7; 3; 7
33,52,0.9747,0.63462,33; 15; 16; 11; 52; 14; 7; 7
12,81,0.97574,0.14815,12; 10; 8; 3; 81; 3; 3; 4
5,14,0.96155,0.35714,5; 30; 7; 25; 14; 22; 26; 28
40,57,0.97797,0.70175,40; 11; 16; 16; 57; 13; 12; 4
55,74,0.98395,0.74324,55; 7; 5; 3; 74; 3; 6; 3
20,32,0.96842,0.625,20; 22; 12; 9; 32; 11; 4; 22
12,80,0.97537,0.15,12; 9; 8; 4; 80; 6; 5; 4
21,80,0.97748,0.2625,21; 18; 23; 16; 80; 6; 5; 6
13,31,0.96765,0.41935,13; 10; 7; 19; 31; 4; 10; 5
13,81,0.97054,0.16049,13; 22; 18; 15; 81; 5; 5; 3
13,36,0.96754,0.36111,13; 14; 18; 8; 36; 20; 4; 18
5,8,0.96721,0.625,5; 23; 25; 26; 8; 18; 26; 24
16,31,0.96868,0.51613,16; 11; 9; 12; 31; 14; 16; 18
61,82,0.9836,0.7439,61; 5; 6; 11; 82; 3; 3; 4
15,52,0.96653,0.28846,15; 8; 22; 6; 52; 14; 5; 13
30,71,0.97503,0.42254,30; 18; 15; 12; 71; 9; 3; 4
28,78,0.97116,0.35897,28; 18; 5; 8; 78; 5; 3; 3
7,71,0.97203,0.09859,7; 18; 24; 21; 71; 4; 6; 9
13,83,0.97267,0.15663,13; 15; 12; 6; 83; 5; 4; 4
20,50,0.97414,0.4,20; 3; 4; 22; 50; 4; 9; 13
41,84,0.97536,0.4881,41; 7; 17; 3; 84; 4; 3; 3
8,79,0.97346,0.10127,8; 19; 28; 18; 79; 3; 6; 4
21,53,0.97048,0.39623,21; 18; 14; 11; 53; 14; 7; 8
17,65,0.9744,0.26154,17; 27; 14; 3; 65; 11; 4; 4
22,42,0.97419,0.52381,22; 23; 13; 22; 42; 5; 18; 4
29,59,0.97366,0.49153,29; 20; 12; 18; 59; 4; 7; 4
28,77,0.97499,0.36364,28; 14; 19; 13; 77; 7; 3; 5
5,12,0.96806,0.41667,5; 5; 11; 30; 12; 16; 9; 28
12,47,0.97517,0.25532,12; 6; 20; 27; 47; 16; 5; 13
16,40,0.9706,0.4,16; 25; 12; 7; 40; 11; 18; 3
17,83,0.97033,0.20482,17; 16; 18; 15; 83; 3; 3; 4
7,76,0.97266,0.09211,7; 24; 27; 8; 76; 5; 7; 5
49,78,0.98187,0.62821,49; 15; 8; 13; 78; 3; 6; 4
68,76,0.97207,0.89474,68; 5; 9; 10; 76; 4; 5; 6
15,74,0.975,0.2027,15; 17; 25; 10; 74; 5; 5; 7
23,44,0.96831,0.52273,23; 10; 22; 4; 44; 10; 16; 17
11,67,0.9723,0.16418,11; 15; 7; 11; 67; 7; 9; 10
16,62,0.97371,0.25806,16; 16; 6; 22; 62; 11; 12; 10
21,72,0.97108,0.29167,21; 10; 18; 3; 72; 5; 5; 5
30,72,0.97313,0.41667,30; 18; 15; 13; 72; 4; 6; 7
66,85,0.98414,0.77647,66; 10; 9; 3; 85; 4; 3; 3
10,61,0.97234,0.16393,10; 24; 23; 15; 61; 4; 10; 8
46,59,0.97889,0.77966,46; 13; 7; 3; 59; 3; 9; 12
40,81,0.97745,0.49383,40; 16; 10; 12; 81; 5; 5; 4
6,21,0.96598,0.28571,6; 28; 7; 29; 21; 22; 23; 20
11,72,0.97106,0.15278,11; 23; 19; 6; 72; 7; 7; 7
46,66,0.97414,0.69697,46; 11; 9; 7; 66; 6; 9; 9
12,33,0.96679,0.36364,12; 28; 3; 25; 33; 19; 6; 5
7,73,0.97218,0.09589,7; 24; 12; 9; 73; 8; 6; 5
53,72,0.98214,0.73611,53; 15; 11; 7; 72; 4; 5; 6
28,67,0.97517,0.41791,28; 20; 7; 23; 67; 3; 5; 5
49,69,0.97199,0.71014,49; 14; 5; 16; 69; 3; 7; 9
24,67,0.97124,0.35821,24; 9; 15; 11; 67; 10; 8; 10
62,84,0.97377,0.7381,62; 6; 5; 6; 84; 3; 4; 4
14,70,0.9749,0.2,14; 21; 6; 20; 70; 6; 9; 4
16,56,0.97066,0.28571,16; 10; 18; 20; 56; 10; 7; 5
23,33,0.97021,0.69697,23; 23; 19; 21; 33; 17; 6; 19
16,45,0.97445,0.35556,16; 22; 6; 23; 45; 5; 17; 10
17,33,0.96742,0.51515,17; 13; 4; 18; 33; 5; 15; 20
58,65,0.9839,0.89231,58; 12; 7; 5; 65; 11; 9; 11
25,65,0.97135,0.38462,25; 19; 22; 13; 65; 11; 9; 11
7,48,0.9718,0.14583,7; 6; 23; 13; 48; 16; 10; 7
15,75,0.97533,0.2,15; 22; 20; 20; 75; 3; 4; 5
6,62,0.9686,0.09677,6; 27; 18; 10; 62; 5; 12; 3
5,8,0.97013,0.625,5; 26; 30; 4; 8; 17; 20; 18
47,60,0.97888,0.78333,47; 5; 10; 16; 60; 4; 3; 4
58,83,0.98207,0.6988,58; 4; 5; 12; 83; 3; 4; 3
20,50,0.97449,0.4,20; 24; 4; 5; 50; 7; 12; 12
9,57,0.97257,0.15789,9; 8; 7; 13; 57; 9; 13; 13
11,72,0.97497,0.15278,11; 22; 8; 7; 72; 7; 7; 3
25,65,0.96926,0.38462,25; 16; 9; 14; 65; 5; 11; 6
35,56,0.97803,0.625,35; 17; 3; 13; 56; 6; 10; 14
34,65,0.97285,0.52308,34; 6; 12; 11; 65; 3; 5; 4
7,67,0.96966,0.10448,7; 10; 20; 23; 67; 10; 5; 9
33,78,0.9729,0.42308,33; 5; 3; 20; 78; 6; 5; 3
15,58,0.96808,0.25862,15; 5; 4; 7; 58; 4; 10; 8
