ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
71,72,0.81184,0.98611,19; 71; 72; 78; 71; 42; 53; 74; 81; 64
7,24,0.28006,0.29167,6; 7; 24; 16; 74; 48; 14; 7; 58; 51
9,15,0.59952,0.6,63; 9; 15; 48; 80; 69; 11; 26; 47; 73
35,44,0.77007,0.79545,18; 35; 44; 26; 22; 26; 80; 43; 74; 36
12,36,0.41313,0.33333,40; 12; 36; 71; 52; 12; 48; 22; 55; 30
5,6,0.74763,0.83333,48; 5; 6; 5; 81; 52; 36; 38; 8; 75
11,77,0.33575,0.14286,67; 11; 77; 76; 51; 66; 72; 66; 6; 79
19,36,0.54219,0.52778,59; 19; 36; 80; 43; 10; 34; 60; 67; 59
13,31,0.42595,0.41935,47; 13; 31; 12; 50; 58; 57; 11; 26; 23
56,58,0.8448,0.96552,13; 56; 58; 24; 51; 77; 83; 71; 8; 37
74,77,0.80177,0.96104,19; 74; 77; 73; 23; 25; 46; 59; 6; 36
15,67,0.47976,0.22388,55; 15; 67; 70; 10; 30; 18; 18; 15; 70
10,67,0.38854,0.14925,11; 10; 67; 9; 29; 58; 62; 48; 80; 20
14,24,0.57142,0.58333,40; 14; 24; 26; 35; 75; 12; 10; 6; 19
31,36,0.85028,0.86111,18; 31; 36; 50; 84; 24; 20; 64; 16; 44
9,24,0.37063,0.375,10; 9; 24; 48; 30; 5; 62; 16; 31; 10
8,19,0.40099,0.42105,20; 8; 19; 53; 12; 8; 85; 40; 69; 30
42,77,0.73036,0.54545,58; 42; 77; 60; 17; 52; 59; 42; 58; 39
6,15,0.42269,0.4,36; 6; 15; 32; 39; 67; 30; 76; 52; 33
6,12,0.48931,0.5,85; 6; 12; 12; 14; 48; 9; 59; 52; 62
5,19,0.2686,0.26316,59; 5; 19; 44; 49; 61; 14; 82; 72; 84
5,6,0.73857,0.83333,26; 5; 6; 52; 68; 23; 37; 29; 6; 11
21,43,0.54883,0.48837,23; 21; 43; 56; 5; 54; 42; 56; 55; 63
18,36,0.58523,0.5,61; 18; 36; 10; 74; 49; 59; 57; 58; 66
55,72,0.75836,0.76389,16; 55; 72; 75; 47; 67; 13; 75; 7; 67
12,15,0.79227,0.8,59; 12; 15; 63; 8; 12; 53; 26; 49; 56
