ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
11,74,0.15367,0.14865,34; 11; 74; 16; 85; 79; 41; 57; 6; 30
21,22,0.86515,0.95455,84; 21; 22; 76; 9; 17; 21; 36; 6; 7
12,61,0.21519,0.19672,59; 12; 61; 83; 22; 72; 58; 57; 6; 8
20,72,0.32279,0.27778,35; 20; 72; 50; 50; 8; 51; 25; 81; 15
50,80,0.60414,0.625,71; 50; 80; 78; 72; 9; 29; 28; 23; 79
66,82,0.78487,0.80488,16; 66; 82; 5; 55; 70; 31; 18; 66; 10
41,43,0.88303,0.95349,31; 41; 43; 58; 71; 64; 55; 43; 70; 26
23,69,0.34176,0.33333,23; 23; 69; 11; 45; 13; 65; 55; 53; 48
49,53,0.88377,0.92453,30; 49; 53; 38; 18; 38; 16; 16; 83; 53
19,56,0.37125,0.33929,47; 19; 56; 60; 15; 85; 73; 36; 80; 51
44,70,0.61399,0.62857,27; 44; 70; 43; 56; 39; 11; 49; 54; 44
42,44,0.89939,0.95455,33; 42; 44; 46; 68; 25; 57; 49; 8; 14
52,63,0.78987,0.8254,65; 52; 63; 52; 43; 35; 79; 39; 70; 11
8,85,0.22657,0.09412,55; 8; 85; 32; 7; 38; 20; 47; 40; 24
27,82,0.3443,0.32927,17; 27; 82; 31; 50; 16; 14; 18; 52; 7
35,37,0.92967,0.94595,64; 35; 37; 79; 22; 61; 8; 52; 10; 75
39,54,0.74118,0.72222,48; 39; 54; 78; 80; 39; 42; 25; 78; 39
25,84,0.32301,0.29762,78; 25; 84; 44; 79; 38; 45; 81; 61; 59
22,78,0.29069,0.28205,83; 22; 78; 76; 83; 69; 59; 84; 56; 30
24,53,0.44498,0.45283,57; 24; 53; 12; 84; 8; 26; 71; 69; 7
25,59,0.44092,0.42373,30; 25; 59; 56; 16; 39; 19; 73; 63; 77
12,60,0.2493,0.2,56; 12; 60; 49; 26; 74; 31; 79; 85; 28
11,26,0.46177,0.42308,49; 11; 26; 72; 12; 59; 12; 20; 69; 74
18,68,0.28943,0.26471,16; 18; 68; 64; 7; 21; 56; 36; 46; 20
20,59,0.33836,0.33898,47; 20; 59; 50; 40; 42; 74; 36; 42; 5
25,75,0.33763,0.33333,49; 25; 75; 48; 52; 9; 35; 36; 69; 67
63,79,0.79115,0.79747,30; 63; 79; 15; 73; 40; 73; 70; 50; 59
33,63,0.52537,0.52381,47; 33; 63; 48; 50; 82; 75; 83; 72; 58
5,19,0.32647,0.26316,40; 5; 19; 30; 29; 26; 80; 34; 13; 24
39,49,0.80787,0.79592,63; 39; 49; 81; 81; 78; 43; 45; 71; 18
32,77,0.42075,0.41558,82; 32; 77; 83; 32; 42; 25; 54; 75; 15
47,75,0.61513,0.62667,70; 47; 75; 23; 63; 22; 47; 65; 59; 59
5,25,0.20885,0.2,58; 5; 25; 51; 78; 19; 73; 83; 49; 83
16,81,0.23271,0.19753,44; 16; 81; 35; 80; 54; 81; 70; 36; 73
33,41,0.7788,0.80488,14; 33; 41; 36; 24; 74; 74; 75; 18; 76
17,27,0.6044,0.62963,21; 17; 27; 24; 80; 37; 24; 12; 57; 79
7,79,0.15778,0.08861,36; 7; 79; 83; 65; 36; 12; 36; 63; 80
15,29,0.54007,0.51724,78; 15; 29; 62; 11; 79; 38; 26; 52; 68
73,79,0.91701,0.92405,68; 73; 79; 68; 71; 24; 11; 10; 63; 52
24,70,0.35407,0.34286,22; 24; 70; 20; 77; 32; 33; 39; 17; 39
15,76,0.23615,0.19737,28; 15; 76; 82; 44; 78; 66; 16; 44; 8
35,42,0.84081,0.83333,23; 35; 42; 42; 58; 53; 54; 84; 76; 75
6,66,0.19696,0.09091,59; 6; 66; 8; 30; 44; 51; 35; 53; 11
45,73,0.61826,0.61644,9; 45; 73; 54; 62; 63; 30; 57; 68; 64
29,46,0.63862,0.63043,37; 29; 46; 57; 8; 38; 42; 83; 38; 52
40,42,0.92569,0.95238,48; 40; 42; 25; 23; 83; 12; 37; 71; 42
37,59,0.62437,0.62712,45; 37; 59; 13; 53; 29; 80; 52; 80; 48
49,68,0.72343,0.72059,45; 49; 68; 32; 77; 5; 68; 41; 69; 15
17,74,0.25292,0.22973,56; 17; 74; 82; 50; 77; 62; 64; 72; 50
51,64,0.79253,0.79688,35; 51; 64; 13; 10; 12; 60; 6; 72; 75
6,26,0.18569,0.23077,64; 6; 26; 43; 70; 19; 63; 17; 45; 51
21,29,0.77586,0.72414,38; 21; 29; 41; 46; 53; 10; 15; 25; 14
12,78,0.16372,0.15385,45; 12; 78; 37; 20; 11; 37; 8; 30; 20
22,66,0.38367,0.33333,17; 22; 66; 61; 42; 42; 47; 43; 79; 54
23,68,0.33942,0.33824,81; 23; 68; 83; 58; 27; 69; 30; 37; 67
20,59,0.36549,0.33898,10; 20; 59; 84; 15; 9; 47; 26; 17; 73
7,27,0.25671,0.25926,62; 7; 27; 20; 17; 10; 53; 54; 37; 82
26,80,0.3515,0.325,26; 26; 80; 6; 43; 7; 83; 5; 21; 38
10,66,0.16467,0.15152,14; 10; 66; 17; 69; 59; 62; 10; 70; 35
5,22,0.27165,0.22727,41; 5; 22; 5; 20; 24; 33; 84; 15; 26
11,75,0.17754,0.14667,43; 11; 75; 60; 23; 46; 52; 35; 28; 64
23,68,0.368,0.33824,50; 23; 68; 36; 56; 82; 77; 71; 37; 54
60,83,0.71235,0.72289,78; 60; 83; 74; 25; 26; 37; 61; 36; 37
8,40,0.2332,0.2,30; 8; 40; 77; 68; 52; 81; 58; 81; 47
16,31,0.51015,0.51613,82; 16; 31; 80; 72; 5; 50; 47; 36; 43
14,69,0.22396,0.2029,79; 14; 69; 25; 59; 9; 75; 64; 79; 27
7,77,0.14281,0.09091,85; 7; 77; 22; 41; 60; 43; 31; 18; 22
77,84,0.88332,0.91667,84; 77; 84; 8; 63; 63; 22; 52; 72; 64
53,85,0.64039,0.62353,76; 53; 85; 81; 76; 19; 51; 81; 52; 78
15,18,0.81274,0.83333,10; 15; 18; 28; 54; 71; 43; 70; 34; 46
23,69,0.36632,0.33333,85; 23; 69; 21; 38; 14; 27; 15; 84; 35
18,80,0.24133,0.225,17; 18; 80; 68; 6; 40; 71; 42; 10; 57
44,48,0.89776,0.91667,18; 44; 48; 7; 82; 71; 5; 52; 23; 7
