ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
6,15,0.38884,0.4,41; 6; 54; 72; 31; 7; 15; 57; 25; 72
60,64,0.89131,0.9375,19; 60; 49; 55; 13; 24; 64; 61; 38; 72
43,54,0.78516,0.7963,23; 43; 19; 16; 33; 28; 54; 67; 35; 33
36,50,0.68943,0.72,53; 36; 47; 44; 65; 83; 50; 60; 83; 33
60,64,0.89331,0.9375,42; 60; 23; 54; 40; 28; 64; 6; 34; 17
55,74,0.71928,0.74324,29; 55; 56; 84; 42; 85; 74; 56; 25; 26
33,85,0.39861,0.38824,59; 33; 21; 80; 29; 57; 85; 79; 26; 68
44,54,0.77997,0.81481,76; 44; 34; 16; 79; 47; 54; 7; 30; 12
26,40,0.62586,0.65,7; 26; 31; 55; 22; 20; 40; 40; 62; 47
16,36,0.4519,0.44444,47; 16; 63; 53; 77; 14; 36; 42; 33; 7
67,73,0.87654,0.91781,54; 67; 52; 33; 69; 47; 73; 53; 12; 45
61,83,0.71313,0.73494,14; 61; 64; 31; 29; 10; 83; 21; 66; 16
44,47,0.90551,0.93617,49; 44; 83; 36; 56; 80; 47; 14; 7; 59
5,36,0.15857,0.13889,66; 5; 40; 69; 49; 65; 36; 46; 34; 40
14,15,0.81918,0.93333,61; 14; 28; 6; 32; 46; 15; 36; 83; 12
23,32,0.72098,0.71875,29; 23; 16; 42; 60; 56; 32; 43; 85; 76
35,38,0.87951,0.92105,17; 35; 12; 74; 68; 75; 38; 32; 6; 48
32,34,0.89606,0.94118,57; 32; 13; 27; 82; 38; 34; 30; 41; 56
25,63,0.40209,0.39683,32; 25; 70; 72; 82; 62; 63; 20; 33; 61
69,74,0.88343,0.93243,48; 69; 71; 54; 81; 16; 74; 37; 8; 70
20,61,0.32813,0.32787,74; 20; 66; 36; 52; 29; 61; 73; 47; 60
48,77,0.59931,0.62338,61; 48; 6; 54; 12; 35; 77; 51; 12; 49
20,51,0.38448,0.39216,54; 20; 77; 56; 24; 66; 51; 41; 11; 15
60,81,0.70791,0.74074,74; 60; 72; 52; 68; 62; 81; 13; 81; 50
45,49,0.88181,0.91837,63; 45; 8; 17; 50; 52; 49; 15; 43; 39
34,47,0.68195,0.7234,60; 34; 46; 80; 14; 48; 47; 13; 80; 64
27,37,0.73153,0.72973,20; 27; 34; 20; 50; 69; 37; 48; 84; 39
13,33,0.36563,0.39394,50; 13; 49; 15; 48; 67; 33; 25; 8; 25
27,61,0.44392,0.44262,70; 27; 70; 39; 29; 78; 61; 46; 31; 25
9,64,0.14638,0.14062,75; 9; 27; 44; 64; 32; 64; 52; 17; 71
57,82,0.659,0.69512,83; 57; 83; 60; 23; 53; 82; 83; 12; 35
50,68,0.71387,0.73529,83; 50; 10; 53; 56; 24; 68; 74; 51; 65
49,75,0.63344,0.65333,27; 49; 85; 62; 85; 30; 75; 60; 58; 85
12,85,0.14861,0.14118,8; 12; 72; 72; 77; 81; 85; 29; 9; 15
35,54,0.63748,0.64815,59; 35; 43; 36; 72; 66; 54; 67; 66; 10
8,49,0.17285,0.16327,66; 8; 35; 67; 36; 73; 49; 84; 22; 5
48,69,0.66264,0.69565,58; 48; 7; 38; 46; 31; 69; 68; 75; 15
42,58,0.70488,0.72414,13; 42; 76; 46; 73; 84; 58; 48; 50; 73
58,62,0.89776,0.93548,55; 58; 72; 60; 14; 56; 62; 15; 15; 44
47,64,0.70727,0.73438,29; 47; 44; 43; 24; 19; 64; 57; 21; 25
48,74,0.63023,0.64865,23; 48; 24; 11; 36; 59; 74; 28; 6; 52
54,83,0.65514,0.6506,59; 54; 6; 32; 80; 59; 83; 15; 13; 35
61,76,0.7774,0.80263,52; 61; 7; 15; 65; 63; 76; 14; 42; 40
66,81,0.80087,0.81481,57; 66; 49; 34; 14; 84; 81; 6; 15; 28
63,78,0.77785,0.80769,29; 63; 44; 57; 59; 73; 78; 19; 60; 74
53,81,0.63272,0.65432,19; 53; 44; 35; 12; 44; 81; 70; 19; 46
60,83,0.69818,0.72289,49; 60; 39; 7; 67; 84; 83; 75; 36; 23
65,81,0.76468,0.80247,24; 65; 29; 79; 49; 37; 81; 21; 28; 38
27,62,0.43816,0.43548,83; 27; 46; 70; 63; 35; 62; 78; 61; 60
39,48,0.77686,0.8125,51; 39; 59; 76; 16; 51; 48; 12; 20; 17
25,62,0.4052,0.40323,38; 25; 81; 49; 54; 69; 62; 11; 41; 7
27,70,0.39207,0.38571,76; 27; 33; 61; 82; 81; 70; 76; 75; 22
10,69,0.17025,0.14493,35; 10; 60; 22; 70; 19; 69; 65; 33; 6
37,60,0.6004,0.61667,24; 37; 29; 50; 12; 24; 60; 21; 55; 8
61,75,0.76304,0.81333,16; 61; 5; 45; 62; 70; 75; 51; 57; 15
32,46,0.6851,0.69565,67; 32; 69; 68; 24; 33; 46; 24; 46; 16
23,52,0.44371,0.44231,55; 23; 80; 46; 8; 74; 52; 55; 14; 31
14,20,0.66256,0.7,83; 14; 37; 43; 76; 40; 20; 58; 77; 58
37,51,0.69261,0.72549,55; 37; 72; 46; 31; 30; 51; 15; 57; 18
9,58,0.16717,0.15517,19; 9; 80; 15; 12; 18; 58; 33; 60; 81
10,69,0.16068,0.14493,83; 10; 36; 62; 24; 75; 69; 40; 31; 22
60,65,0.89826,0.92308,72; 60; 12; 45; 45; 21; 65; 84; 23; 72
12,27,0.43681,0.44444,55; 12; 49; 11; 29; 69; 27; 33; 48; 6
52,74,0.67446,0.7027,62; 52; 64; 43; 63; 17; 74; 55; 6; 68
5,35,0.15289,0.14286,18; 5; 16; 62; 39; 75; 35; 12; 55; 37
47,58,0.79107,0.81034,37; 47; 6; 34; 78; 18; 58; 25; 11; 78
58,78,0.71021,0.74359,85; 58; 55; 29; 82; 34; 78; 24; 6; 72
43,54,0.7862,0.7963,72; 43; 28; 85; 81; 12; 54; 82; 14; 27
5,50,0.11083,0.1,64; 5; 14; 57; 29; 71; 50; 29; 51; 6
23,69,0.35577,0.33333,78; 23; 53; 41; 40; 35; 69; 70; 33; 20
49,80,0.57901,0.6125,26; 49; 17; 55; 60; 43; 80; 12; 19; 7
46,74,0.59887,0.62162,11; 46; 34; 28; 28; 30; 74; 64; 20; 36
48,52,0.8977,0.92308,23; 48; 15; 73; 28; 52; 52; 40; 6; 76
30,43,0.68532,0.69767,48; 30; 12; 71; 32; 82; 43; 25; 74; 70
8,78,0.09867,0.10256,48; 8; 85; 7; 10; 27; 78; 78; 49; 32
53,85,0.61452,0.62353,26; 53; 68; 42; 26; 22; 85; 31; 45; 49
40,66,0.58295,0.60606,45; 40; 37; 40; 64; 60; 66; 18; 27; 80
31,44,0.68647,0.70455,69; 31; 36; 71; 12; 20; 44; 17; 71; 11
13,81,0.17297,0.16049,43; 13; 44; 77; 58; 31; 81; 60; 10; 50
57,62,0.85948,0.91935,8; 57; 41; 48; 76; 67; 62; 40; 45; 70
12,36,0.33987,0.33333,18; 12; 32; 75; 71; 12; 36; 81; 62; 18
52,72,0.68744,0.72222,39; 52; 85; 74; 62; 22; 72; 35; 12; 39
27,83,0.33451,0.3253,39; 27; 13; 85; 75; 35; 83; 16; 70; 30
35,38,0.85158,0.92105,57; 35; 46; 37; 50; 64; 38; 9; 78; 41
45,56,0.78658,0.80357,10; 45; 53; 78; 76; 47; 56; 20; 6; 41
14,15,0.84192,0.93333,38; 14; 20; 12; 70; 16; 15; 73; 25; 30
20,25,0.77165,0.8,9; 20; 41; 10; 14; 71; 25; 78; 43; 52
28,39,0.6989,0.71795,35; 28; 66; 52; 72; 42; 39; 58; 78; 76
73,79,0.88923,0.92405,68; 73; 47; 78; 39; 40; 79; 24; 53; 5
33,83,0.39456,0.39759,29; 33; 38; 23; 78; 16; 83; 13; 43; 47
52,70,0.71748,0.74286,57; 52; 43; 79; 50; 65; 70; 69; 29; 18
30,32,0.88763,0.9375,32; 30; 47; 35; 82; 37; 32; 39; 48; 5
10,69,0.14879,0.14493,23; 10; 43; 61; 39; 24; 69; 56; 83; 36
51,79,0.61576,0.64557,62; 51; 62; 75; 44; 70; 79; 61; 38; 30
40,57,0.67454,0.70175,12; 40; 61; 6; 32; 19; 57; 58; 22; 17
28,84,0.34098,0.33333,81; 28; 43; 5; 47; 84; 84; 11; 26; 67
69,74,0.90574,0.93243,21; 69; 83; 15; 36; 70; 74; 5; 24; 85
31,50,0.59339,0.62,21; 31; 36; 33; 16; 31; 50; 59; 15; 11
70,76,0.8775,0.92105,65; 70; 43; 34; 10; 69; 76; 83; 33; 48
38,61,0.61408,0.62295,39; 38; 19; 30; 31; 62; 61; 69; 10; 35
51,73,0.6873,0.69863,25; 51; 73; 58; 78; 57; 73; 17; 47; 70
32,83,0.39508,0.38554,34; 32; 73; 85; 29; 72; 83; 27; 81; 25
66,81,0.79452,0.81481,14; 66; 69; 32; 23; 18; 81; 32; 34; 37
65,69,0.90783,0.94203,25; 65; 22; 57; 35; 59; 69; 31; 12; 8
10,69,0.17167,0.14493,18; 10; 21; 73; 22; 6; 69; 50; 8; 33
26,67,0.38491,0.38806,24; 26; 22; 68; 85; 76; 67; 19; 40; 5
50,68,0.71127,0.73529,53; 50; 22; 63; 15; 78; 68; 19; 19; 39
48,78,0.61007,0.61538,81; 48; 63; 21; 51; 47; 78; 46; 54; 61
46,49,0.90266,0.93878,53; 46; 58; 48; 59; 61; 49; 10; 76; 23
61,75,0.77908,0.81333,40; 61; 34; 62; 38; 24; 75; 31; 29; 69
30,32,0.85444,0.9375,56; 30; 22; 43; 37; 50; 32; 38; 18; 19
7,51,0.1359,0.13725,53; 7; 23; 84; 75; 84; 51; 81; 64; 10
32,80,0.39978,0.4,37; 32; 81; 11; 19; 33; 80; 18; 21; 77
36,58,0.59745,0.62069,16; 36; 19; 79; 71; 38; 58; 53; 78; 50
29,31,0.88047,0.93548,74; 29; 45; 25; 77; 8; 31; 17; 39; 75
51,79,0.6376,0.64557,68; 51; 45; 54; 77; 83; 79; 60; 78; 44
48,79,0.5917,0.60759,18; 48; 47; 52; 46; 36; 79; 80; 28; 32
5,50,0.11927,0.1,83; 5; 14; 52; 8; 14; 50; 17; 48; 14
11,81,0.15975,0.1358,42; 11; 42; 40; 39; 41; 81; 63; 62; 63
20,33,0.59896,0.60606,25; 20; 82; 19; 76; 29; 33; 73; 13; 31
14,43,0.32311,0.32558,27; 14; 82; 63; 51; 21; 43; 56; 38; 13
38,41,0.87711,0.92683,54; 38; 74; 82; 10; 73; 41; 48; 8; 19
49,75,0.62244,0.65333,54; 49; 27; 51; 35; 40; 75; 54; 56; 19
26,40,0.64299,0.65,10; 26; 66; 61; 29; 28; 40; 70; 6; 29
66,81,0.79147,0.81481,38; 66; 64; 60; 10; 18; 81; 20; 45; 78
8,18,0.4832,0.44444,71; 8; 39; 32; 34; 30; 18; 28; 56; 46
40,66,0.59537,0.60606,62; 40; 46; 23; 19; 80; 66; 6; 80; 31
39,60,0.62334,0.65,15; 39; 51; 32; 14; 23; 60; 38; 20; 60
6,59,0.09435,0.10169,24; 6; 16; 52; 44; 63; 59; 36; 35; 41
53,73,0.70531,0.72603,52; 53; 42; 39; 57; 58; 73; 55; 17; 22
9,64,0.14528,0.14062,43; 9; 17; 18; 6; 57; 64; 81; 16; 83
11,80,0.14959,0.1375,81; 11; 56; 24; 74; 61; 80; 63; 6; 65
15,46,0.31137,0.32609,36; 15; 16; 41; 36; 22; 46; 25; 71; 66
29,31,0.87302,0.93548,12; 29; 43; 34; 29; 49; 31; 47; 51; 77
51,71,0.71442,0.71831,55; 51; 63; 43; 48; 33; 71; 21; 58; 17
18,25,0.69943,0.72,49; 18; 56; 85; 63; 78; 25; 13; 17; 12
7,71,0.08831,0.09859,52; 7; 27; 13; 24; 81; 71; 38; 9; 39
56,78,0.68664,0.71795,42; 56; 16; 36; 58; 79; 78; 19; 85; 72
70,75,0.89343,0.93333,7; 70; 30; 7; 84; 77; 75; 48; 5; 57
20,45,0.46679,0.44444,32; 20; 16; 9; 21; 76; 45; 51; 5; 66
11,79,0.15353,0.13924,82; 11; 74; 30; 45; 19; 79; 31; 62; 36
24,61,0.39087,0.39344,64; 24; 71; 78; 78; 36; 61; 68; 42; 30
51,84,0.59024,0.60714,64; 51; 64; 73; 60; 45; 84; 15; 64; 70
20,27,0.7381,0.74074,80; 20; 82; 36; 35; 19; 27; 7; 47; 74
8,79,0.10284,0.10127,52; 8; 31; 69; 35; 77; 79; 53; 68; 7
11,28,0.383,0.39286,30; 11; 75; 79; 26; 47; 28; 59; 26; 27
45,73,0.58445,0.61644,75; 45; 45; 37; 34; 57; 73; 67; 5; 75
17,26,0.64938,0.65385,17; 17; 23; 72; 75; 12; 26; 5; 85; 33
13,18,0.6961,0.72222,57; 13; 16; 36; 75; 28; 18; 37; 29; 77
47,58,0.78063,0.81034,58; 47; 31; 49; 54; 79; 58; 67; 59; 58
28,84,0.34724,0.33333,34; 28; 78; 67; 37; 23; 84; 46; 76; 43
5,37,0.16905,0.13514,48; 5; 68; 39; 33; 66; 37; 78; 14; 62
61,76,0.78744,0.80263,71; 61; 51; 74; 6; 43; 76; 10; 47; 66
11,17,0.65406,0.64706,18; 11; 25; 74; 46; 12; 17; 36; 14; 73
33,51,0.63168,0.64706,79; 33; 54; 49; 74; 53; 51; 69; 81; 19
28,35,0.80735,0.8,13; 28; 47; 26; 74; 31; 35; 8; 65; 51
29,36,0.78376,0.80556,31; 29; 44; 49; 26; 13; 36; 13; 11; 31
66,72,0.88937,0.91667,69; 66; 84; 16; 57; 68; 72; 20; 11; 9
22,36,0.58814,0.61111,22; 22; 8; 53; 31; 24; 36; 64; 74; 8
35,50,0.696,0.7,67; 35; 29; 23; 63; 51; 50; 27; 64; 79
12,76,0.17176,0.15789,25; 12; 23; 61; 71; 39; 76; 33; 85; 10
6,58,0.11129,0.10345,35; 6; 81; 70; 32; 15; 58; 44; 69; 44
33,51,0.63181,0.64706,50; 33; 72; 21; 81; 37; 51; 80; 27; 51
11,18,0.61759,0.61111,40; 11; 22; 54; 85; 13; 18; 55; 82; 71
18,54,0.31829,0.33333,12; 18; 63; 71; 53; 12; 54; 42; 82; 46
36,55,0.64699,0.65455,75; 36; 52; 73; 25; 32; 55; 70; 66; 45
