ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
14,55,0.25465,0.25455,55; 14; 39; 23; 60; 49; 55; 24; 58; 26
33,72,0.44541,0.45833,69; 33; 71; 9; 39; 43; 72; 53; 66; 27
53,63,0.85198,0.84127,68; 53; 7; 15; 59; 36; 63; 37; 19; 74
59,72,0.82261,0.81944,17; 59; 29; 65; 73; 33; 72; 65; 85; 29
10,35,0.27572,0.28571,55; 10; 14; 61; 25; 72; 35; 85; 68; 57
39,80,0.47359,0.4875,10; 39; 44; 38; 27; 68; 80; 71; 26; 48
55,69,0.785,0.7971,68; 55; 61; 16; 24; 48; 69; 30; 12; 6
36,79,0.44337,0.4557,35; 36; 51; 55; 16; 77; 79; 80; 21; 35
19,63,0.30498,0.30159,9; 19; 9; 64; 72; 75; 63; 55; 48; 71
20,62,0.34543,0.32258,11; 20; 80; 43; 45; 45; 62; 58; 74; 12
22,39,0.54236,0.5641,69; 22; 70; 33; 20; 25; 39; 27; 78; 44
17,68,0.252,0.25,28; 17; 33; 63; 9; 26; 68; 20; 75; 6
25,76,0.36104,0.32895,37; 25; 51; 45; 28; 26; 76; 60; 46; 75
19,55,0.3694,0.34545,15; 19; 65; 55; 38; 38; 55; 29; 53; 66
23,65,0.36577,0.35385,31; 23; 71; 20; 61; 69; 65; 9; 67; 71
44,56,0.77369,0.78571,37; 44; 5; 67; 7; 73; 56; 37; 72; 31
9,18,0.51413,0.5,32; 9; 47; 51; 62; 57; 18; 34; 54; 31
29,52,0.54241,0.55769,8; 29; 72; 68; 76; 80; 52; 11; 58; 48
24,79,0.33856,0.3038,22; 24; 19; 48; 83; 36; 79; 68; 52; 58
19,55,0.34805,0.34545,23; 19; 16; 25; 65; 14; 55; 57; 36; 5
18,55,0.32981,0.32727,83; 18; 67; 6; 76; 83; 55; 78; 44; 80
24,48,0.51739,0.5,14; 24; 24; 42; 62; 14; 48; 49; 85; 60
7,21,0.34506,0.33333,21; 7; 36; 71; 67; 76; 21; 6; 51; 5
16,32,0.49125,0.5,67; 16; 15; 57; 60; 19; 32; 12; 52; 7
7,28,0.26295,0.25,68; 7; 59; 19; 26; 76; 28; 14; 12; 17
39,84,0.46246,0.46429,8; 39; 49; 39; 42; 6; 84; 50; 67; 50
21,72,0.32301,0.29167,64; 21; 47; 35; 79; 26; 72; 16; 47; 50
68,79,0.8669,0.86076,46; 68; 25; 43; 21; 13; 79; 43; 51; 11
15,50,0.28378,0.3,84; 15; 5; 33; 81; 27; 50; 27; 74; 8
10,20,0.4802,0.5,31; 10; 10; 33; 8; 13; 20; 11; 24; 54
44,79,0.55601,0.55696,32; 44; 52; 56; 53; 27; 79; 14; 41; 81
18,61,0.31525,0.29508,65; 18; 30; 8; 54; 61; 61; 71; 37; 32
30,53,0.56617,0.56604,21; 30; 57; 36; 22; 36; 53; 73; 51; 41
15,62,0.24819,0.24194,30; 15; 56; 20; 51; 67; 62; 30; 38; 44
13,40,0.3074,0.325,63; 13; 63; 21; 35; 18; 40; 18; 36; 42
19,59,0.31967,0.32203,59; 19; 74; 21; 85; 48; 59; 69; 62; 74
19,58,0.32903,0.32759,33; 19; 80; 48; 27; 15; 58; 18; 9; 80
31,83,0.39972,0.37349,45; 31; 27; 24; 65; 23; 83; 62; 76; 36
70,83,0.8428,0.84337,62; 70; 65; 40; 38; 9; 83; 27; 41; 12
62,72,0.85735,0.86111,11; 62; 14; 52; 9; 12; 72; 13; 10; 71
56,68,0.80616,0.82353,83; 56; 20; 42; 24; 41; 68; 68; 19; 53
66,79,0.83524,0.83544,67; 66; 8; 71; 55; 12; 79; 85; 78; 39
66,84,0.77648,0.78571,50; 66; 43; 82; 64; 69; 84; 66; 29; 50
20,85,0.25982,0.23529,54; 20; 51; 22; 26; 10; 85; 12; 66; 65
40,70,0.5603,0.57143,33; 40; 67; 22; 66; 51; 70; 9; 57; 22
46,82,0.55515,0.56098,9; 46; 81; 21; 37; 5; 82; 51; 65; 60
14,40,0.33945,0.35,30; 14; 84; 8; 21; 58; 40; 16; 25; 45
28,56,0.48156,0.5,41; 28; 79; 20; 79; 5; 56; 7; 11; 28
14,46,0.31176,0.30435,65; 14; 78; 67; 75; 72; 46; 78; 25; 20
36,44,0.82026,0.81818,56; 36; 11; 29; 13; 14; 44; 30; 57; 71
15,52,0.30037,0.28846,23; 15; 22; 60; 27; 68; 52; 9; 41; 32
29,83,0.37952,0.3494,71; 29; 10; 79; 15; 7; 83; 29; 11; 19
63,79,0.79802,0.79747,36; 63; 76; 28; 65; 7; 79; 29; 84; 17
25,54,0.47371,0.46296,48; 25; 10; 37; 17; 26; 54; 71; 19; 11
29,82,0.38378,0.35366,75; 29; 80; 60; 28; 5; 82; 7; 44; 30
56,70,0.79941,0.8,35; 56; 35; 68; 42; 64; 70; 23; 5; 56
24,48,0.49178,0.5,5; 24; 77; 21; 30; 29; 48; 60; 33; 77
23,40,0.59802,0.575,72; 23; 75; 53; 81; 76; 40; 24; 23; 65
47,84,0.55182,0.55952,76; 47; 56; 42; 32; 71; 84; 73; 60; 59
65,82,0.79079,0.79268,75; 65; 37; 10; 15; 25; 82; 41; 80; 10
56,71,0.77016,0.78873,29; 56; 71; 83; 53; 84; 71; 10; 22; 79
39,79,0.47662,0.49367,41; 39; 30; 75; 23; 54; 79; 70; 17; 54
23,40,0.5592,0.575,49; 23; 62; 23; 63; 10; 40; 34; 26; 23
41,52,0.80135,0.78846,12; 41; 50; 79; 24; 33; 52; 65; 25; 12
10,36,0.27007,0.27778,39; 10; 28; 65; 53; 20; 36; 60; 13; 32
28,75,0.39469,0.37333,83; 28; 23; 20; 68; 49; 75; 77; 32; 7
13,55,0.22935,0.23636,33; 13; 12; 21; 23; 5; 55; 66; 39; 73
15,46,0.32612,0.32609,54; 15; 23; 36; 30; 57; 46; 50; 80; 36
30,85,0.37731,0.35294,78; 30; 25; 80; 77; 45; 85; 49; 9; 76
43,51,0.83955,0.84314,33; 43; 55; 69; 67; 44; 51; 74; 33; 80
56,71,0.79129,0.78873,12; 56; 60; 13; 16; 48; 71; 81; 79; 14
20,84,0.26748,0.2381,73; 20; 17; 7; 7; 14; 84; 54; 26; 33
10,34,0.27793,0.29412,67; 10; 64; 65; 77; 6; 34; 42; 25; 67
6,25,0.25693,0.24,10; 6; 30; 23; 43; 78; 25; 45; 62; 72
26,31,0.80434,0.83871,20; 26; 65; 57; 13; 58; 31; 49; 70; 10
38,82,0.47711,0.46341,54; 38; 17; 50; 10; 6; 82; 24; 35; 39
12,49,0.24,0.2449,63; 12; 56; 39; 77; 46; 49; 43; 40; 14
59,70,0.85601,0.84286,72; 59; 56; 23; 82; 53; 70; 14; 8; 57
12,34,0.35054,0.35294,74; 12; 22; 64; 71; 31; 34; 66; 53; 25
19,55,0.351,0.34545,71; 19; 75; 37; 79; 84; 55; 61; 66; 51
15,54,0.27158,0.27778,46; 15; 36; 67; 66; 13; 54; 56; 17; 6
24,79,0.33499,0.3038,25; 24; 38; 60; 14; 41; 79; 68; 25; 9
22,66,0.36094,0.33333,31; 22; 24; 71; 39; 15; 66; 85; 51; 18
18,76,0.25474,0.23684,45; 18; 40; 60; 69; 22; 76; 42; 52; 31
24,80,0.34464,0.3,54; 24; 57; 36; 49; 54; 80; 18; 29; 6
26,74,0.37615,0.35135,63; 26; 43; 30; 39; 66; 74; 34; 42; 11
43,50,0.86237,0.86,26; 43; 46; 38; 84; 6; 50; 41; 43; 78
73,85,0.84589,0.85882,29; 73; 11; 79; 10; 9; 85; 15; 35; 8
15,45,0.33965,0.33333,61; 15; 54; 60; 25; 85; 45; 32; 15; 6
28,50,0.56258,0.56,57; 28; 26; 72; 21; 17; 50; 75; 38; 68
26,31,0.84706,0.83871,42; 26; 62; 30; 77; 41; 31; 83; 67; 69
32,56,0.58747,0.57143,45; 32; 67; 72; 7; 9; 56; 26; 27; 45
25,72,0.36387,0.34722,63; 25; 82; 15; 56; 45; 72; 45; 61; 35
15,45,0.33749,0.33333,30; 15; 63; 5; 7; 69; 45; 71; 18; 42
68,85,0.7819,0.8,49; 68; 30; 35; 70; 55; 85; 33; 61; 18
18,63,0.27738,0.28571,23; 18; 25; 80; 62; 24; 63; 46; 63; 5
13,44,0.28565,0.29545,31; 13; 79; 52; 61; 49; 44; 79; 6; 30
18,55,0.31696,0.32727,53; 18; 81; 81; 65; 82; 55; 85; 66; 9
10,31,0.33555,0.32258,52; 10; 67; 55; 68; 36; 31; 76; 72; 67
44,55,0.81299,0.8,49; 44; 70; 57; 73; 59; 55; 73; 14; 32
51,59,0.87418,0.86441,9; 51; 22; 82; 54; 19; 59; 49; 40; 52
45,81,0.54581,0.55556,37; 45; 80; 7; 41; 13; 81; 34; 29; 62
42,50,0.84274,0.84,81; 42; 39; 23; 63; 24; 50; 59; 79; 35
17,60,0.29998,0.28333,27; 17; 21; 38; 20; 55; 60; 57; 42; 64
23,50,0.46369,0.46,59; 23; 6; 18; 52; 79; 50; 56; 33; 39
66,83,0.76386,0.79518,18; 66; 59; 11; 56; 81; 83; 70; 41; 13
34,60,0.55284,0.56667,44; 34; 5; 48; 26; 7; 60; 64; 85; 75
20,79,0.28069,0.25316,34; 20; 26; 15; 13; 14; 79; 33; 82; 32
31,36,0.83987,0.86111,80; 31; 16; 38; 54; 50; 36; 6; 46; 80
21,84,0.2831,0.25,64; 21; 77; 45; 54; 58; 84; 25; 16; 9
56,70,0.79314,0.8,73; 56; 85; 54; 63; 60; 70; 15; 31; 65
18,75,0.25601,0.24,67; 18; 8; 64; 64; 11; 75; 46; 58; 71
12,14,0.872,0.85714,44; 12; 22; 35; 84; 22; 14; 81; 44; 41
23,69,0.35311,0.33333,68; 23; 9; 61; 76; 47; 69; 66; 80; 66
52,66,0.76486,0.78788,64; 52; 64; 82; 36; 58; 66; 75; 85; 61
13,41,0.31166,0.31707,17; 13; 30; 65; 23; 44; 41; 62; 17; 58
17,49,0.3467,0.34694,12; 17; 61; 67; 33; 33; 49; 15; 5; 74
13,23,0.54971,0.56522,34; 13; 67; 44; 65; 59; 23; 42; 46; 26
22,69,0.33205,0.31884,37; 22; 73; 22; 59; 9; 69; 54; 19; 83
13,45,0.28689,0.28889,34; 13; 20; 8; 45; 13; 45; 52; 63; 63
13,23,0.56033,0.56522,29; 13; 30; 69; 58; 62; 23; 20; 50; 74
25,29,0.86233,0.86207,18; 25; 71; 34; 42; 15; 29; 47; 8; 55
5,21,0.27734,0.2381,42; 5; 57; 85; 31; 45; 21; 9; 50; 41
32,64,0.4943,0.5,8; 32; 29; 6; 33; 26; 64; 72; 18; 67
36,72,0.501,0.5,79; 36; 37; 21; 84; 26; 72; 28; 85; 42
23,80,0.32739,0.2875,65; 23; 5; 85; 38; 43; 80; 60; 7; 83
63,79,0.79646,0.79747,27; 63; 30; 83; 38; 20; 79; 73; 43; 71
64,74,0.86296,0.86486,31; 64; 5; 80; 83; 42; 74; 81; 16; 25
47,57,0.81519,0.82456,51; 47; 64; 5; 74; 28; 57; 20; 57; 64
21,84,0.29667,0.25,80; 21; 61; 34; 14; 18; 84; 10; 84; 84
57,66,0.86116,0.86364,69; 57; 76; 17; 26; 56; 66; 24; 70; 44
31,67,0.46628,0.46269,43; 31; 18; 66; 47; 57; 67; 27; 19; 23
22,76,0.31369,0.28947,82; 22; 69; 72; 76; 27; 76; 38; 69; 55
42,85,0.49678,0.49412,23; 42; 69; 67; 18; 58; 85; 54; 60; 47
22,63,0.35922,0.34921,13; 22; 42; 6; 46; 74; 63; 62; 51; 68
67,80,0.83616,0.8375,47; 67; 6; 8; 16; 77; 80; 63; 26; 32
27,77,0.36616,0.35065,81; 27; 51; 38; 84; 18; 77; 51; 58; 49
14,25,0.5646,0.56,63; 14; 9; 54; 74; 15; 25; 22; 77; 7
39,68,0.59246,0.57353,6; 39; 73; 31; 5; 49; 68; 54; 62; 60
19,59,0.33914,0.32203,81; 19; 12; 39; 71; 77; 59; 22; 14; 80
18,37,0.49137,0.48649,38; 18; 64; 62; 37; 58; 37; 36; 51; 51
13,40,0.29312,0.325,82; 13; 8; 50; 44; 7; 40; 73; 46; 80
