ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
21,26,0.81145,0.80769,15; 13; 10; 21; 24; 5; 12; 26
39,53,0.71082,0.73585,19; 18; 19; 39; 15; 3; 15; 53
12,63,0.20015,0.19048,18; 25; 17; 12; 11; 9; 7; 63
32,82,0.50053,0.39024,5; 20; 21; 32; 5; 4; 4; 82
37,42,0.87145,0.88095,17; 8; 11; 37; 5; 10; 5; 42
24,31,0.72758,0.77419,22; 8; 6; 24; 17; 22; 20; 31
15,31,0.49085,0.48387,24; 14; 20; 15; 12; 11; 3; 31
5,42,0.13924,0.11905,31; 7; 31; 5; 9; 7; 4; 42
11,32,0.36662,0.34375,3; 16; 19; 11; 10; 6; 20; 32
38,42,0.92203,0.90476,9; 17; 20; 38; 12; 3; 11; 42
7,31,0.24146,0.22581,16; 10; 5; 7; 22; 20; 14; 31
21,42,0.50001,0.5,20; 16; 12; 21; 11; 7; 18; 42
32,78,0.62811,0.41026,18; 11; 5; 32; 3; 6; 6; 78
58,77,1.05123,0.75325,4; 9; 5; 58; 7; 6; 4; 77
47,64,0.785,0.73438,10; 6; 4; 47; 7; 10; 6; 64
8,82,0.14326,0.09756,6; 26; 25; 8; 5; 4; 3; 82
26,42,0.64986,0.61905,7; 10; 12; 26; 7; 11; 18; 42
27,31,0.75703,0.87097,17; 4; 23; 27; 3; 10; 11; 31
6,9,0.28514,0.66667,12; 27; 18; 6; 5; 18; 28; 9
15,31,0.45981,0.48387,16; 6; 10; 15; 12; 12; 21; 31
43,78,0.61697,0.55128,12; 7; 14; 43; 3; 4; 3; 78
29,42,0.7562,0.69048,5; 3; 5; 29; 11; 3; 5; 42
46,75,0.70098,0.61333,9; 13; 6; 46; 3; 6; 6; 75
8,9,0.36107,0.88889,14; 16; 15; 8; 16; 28; 10; 9
6,32,0.24306,0.1875,24; 30; 17; 6; 22; 8; 18; 32
7,9,0.32365,0.77778,8; 10; 15; 7; 29; 11; 11; 9
32,70,0.49169,0.45714,4; 14; 11; 32; 5; 3; 9; 70
7,9,0.28733,0.77778,22; 9; 15; 7; 4; 21; 29; 9
36,70,0.56339,0.51429,3; 12; 7; 36; 7; 4; 3; 70
10,77,0.14884,0.12987,6; 7; 9; 10; 6; 7; 4; 77
60,78,1.04711,0.76923,4; 10; 10; 60; 5; 6; 6; 78
39,64,0.65393,0.60938,7; 10; 17; 39; 8; 6; 9; 64
34,53,0.6566,0.64151,3; 12; 17; 34; 6; 13; 10; 53
7,9,0.33503,0.77778,24; 6; 6; 7; 18; 25; 24; 9
14,42,0.35323,0.33333,25; 17; 27; 14; 18; 17; 15; 42
46,70,0.83157,0.65714,7; 11; 15; 46; 4; 9; 3; 70
26,49,0.52092,0.53061,23; 8; 14; 26; 8; 10; 12; 49
5,10,0.31387,0.5,31; 27; 5; 5; 24; 28; 24; 10
9,78,0.1656,0.11538,15; 24; 11; 9; 3; 6; 6; 78
80,82,0.95274,0.97561,3; 6; 3; 80; 5; 4; 4; 82
62,64,0.98686,0.96875,12; 9; 8; 62; 5; 4; 4; 64
34,49,0.74265,0.69388,4; 7; 13; 34; 16; 13; 9; 49
16,64,0.25602,0.25,11; 12; 22; 16; 3; 9; 3; 64
19,53,0.38375,0.35849,24; 4; 15; 19; 11; 14; 14; 53
13,49,0.26119,0.26531,27; 25; 8; 13; 9; 8; 13; 49
13,26,0.47742,0.5,21; 8; 13; 13; 4; 7; 11; 26
27,53,0.496,0.50943,23; 20; 10; 27; 10; 15; 13; 53
39,42,0.93017,0.92857,7; 11; 11; 39; 15; 3; 3; 42
8,9,0.33604,0.88889,16; 8; 12; 8; 15; 22; 12; 9
31,53,0.58188,0.58491,13; 11; 13; 31; 4; 14; 5; 53
6,9,0.30244,0.66667,18; 24; 17; 6; 6; 16; 17; 9
8,32,0.26193,0.25,18; 21; 22; 8; 3; 22; 3; 32
8,32,0.24313,0.25,7; 21; 22; 8; 17; 16; 13; 32
8,31,0.27502,0.25806,15; 18; 14; 8; 16; 5; 18; 31
24,31,0.83575,0.77419,7; 24; 3; 24; 5; 16; 18; 31
62,64,0.98834,0.96875,11; 10; 10; 62; 11; 8; 3; 64
43,48,0.78944,0.89583,10; 14; 9; 43; 3; 7; 4; 48
6,9,0.27503,0.66667,19; 15; 21; 6; 16; 27; 23; 9
