ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
67,75,0.88182,0.89333,32; 67; 22; 75; 76; 22; 75; 21; 76; 14
41,64,0.63059,0.64062,79; 41; 47; 8; 38; 38; 64; 17; 34; 67
27,48,0.57299,0.5625,18; 27; 28; 14; 78; 35; 48; 10; 73; 82
19,63,0.27809,0.30159,85; 19; 49; 69; 72; 82; 63; 68; 26; 35
8,10,0.7821,0.8,65; 8; 63; 41; 49; 62; 10; 46; 76; 23
19,32,0.57863,0.59375,20; 19; 60; 37; 56; 44; 32; 79; 49; 41
12,32,0.38082,0.375,34; 12; 11; 15; 54; 65; 32; 37; 78; 22
14,31,0.44085,0.45161,82; 14; 12; 74; 75; 65; 31; 56; 7; 23
9,26,0.34529,0.34615,29; 9; 85; 59; 23; 81; 26; 8; 84; 76
37,63,0.57878,0.5873,82; 37; 82; 23; 49; 15; 63; 39; 22; 57
52,53,0.9442,0.98113,67; 52; 33; 73; 33; 77; 53; 9; 77; 29
28,31,0.86251,0.90323,21; 28; 39; 76; 40; 83; 31; 53; 13; 64
24,26,0.9102,0.92308,37; 24; 19; 53; 56; 25; 26; 20; 67; 32
45,53,0.84952,0.84906,85; 45; 58; 67; 18; 72; 53; 7; 43; 10
18,63,0.29756,0.28571,39; 18; 8; 72; 54; 13; 63; 12; 76; 49
6,10,0.61958,0.6,83; 6; 26; 42; 9; 20; 10; 54; 64; 10
19,48,0.38717,0.39583,77; 19; 53; 45; 58; 80; 48; 53; 43; 76
6,32,0.20375,0.1875,66; 6; 30; 51; 15; 7; 32; 21; 26; 60
16,78,0.19858,0.20513,79; 16; 38; 5; 16; 48; 78; 13; 78; 51
21,49,0.44355,0.42857,64; 21; 32; 48; 70; 43; 49; 7; 52; 44
31,32,0.92757,0.96875,17; 31; 5; 19; 57; 33; 32; 63; 22; 67
16,64,0.26433,0.25,47; 16; 84; 59; 43; 34; 64; 30; 43; 20
39,64,0.5964,0.60938,24; 39; 43; 17; 14; 41; 64; 25; 38; 70
44,48,0.89142,0.91667,64; 44; 6; 54; 18; 33; 48; 21; 51; 74
71,82,0.86418,0.86585,64; 71; 53; 44; 72; 76; 82; 45; 40; 49
22,31,0.71105,0.70968,5; 22; 25; 23; 43; 82; 31; 54; 67; 33
40,42,0.92229,0.95238,58; 40; 23; 60; 60; 49; 42; 68; 27; 62
16,32,0.49578,0.5,26; 16; 43; 36; 62; 44; 32; 36; 37; 47
74,82,0.8481,0.90244,25; 74; 46; 56; 69; 11; 82; 13; 22; 30
12,26,0.45509,0.46154,56; 12; 41; 75; 6; 15; 26; 74; 8; 23
5,9,0.69309,0.55556,79; 5; 33; 17; 6; 34; 9; 28; 50; 7
7,53,0.1489,0.13208,66; 7; 37; 53; 59; 22; 53; 62; 84; 23
40,77,0.51855,0.51948,58; 40; 84; 51; 83; 27; 77; 46; 52; 64
50,53,0.92257,0.9434,77; 50; 11; 44; 5; 68; 53; 76; 42; 22
38,53,0.68571,0.71698,30; 38; 77; 65; 63; 23; 53; 62; 18; 56
6,64,0.09927,0.09375,52; 6; 29; 79; 24; 65; 64; 11; 28; 73
31,48,0.62172,0.64583,66; 31; 30; 13; 79; 84; 48; 51; 7; 55
19,49,0.39098,0.38776,64; 19; 65; 5; 47; 10; 49; 16; 5; 19
8,10,0.79998,0.8,72; 8; 12; 19; 61; 17; 10; 34; 66; 70
5,10,0.52491,0.5,61; 5; 79; 72; 35; 47; 10; 70; 13; 51
79,82,0.91582,0.96341,69; 79; 36; 73; 27; 82; 82; 53; 7; 23
5,48,0.10991,0.10417,52; 5; 47; 33; 5; 62; 48; 64; 24; 16
10,63,0.18379,0.15873,29; 10; 48; 19; 39; 85; 63; 20; 29; 23
8,9,0.85934,0.88889,40; 8; 23; 33; 29; 17; 9; 64; 13; 45
14,32,0.43393,0.4375,15; 14; 73; 45; 65; 15; 32; 58; 23; 20
55,70,0.73596,0.78571,64; 55; 58; 79; 55; 65; 70; 9; 20; 24
81,82,0.93172,0.9878,62; 81; 16; 79; 8; 84; 82; 16; 83; 80
16,42,0.37155,0.38095,79; 16; 46; 5; 66; 11; 42; 7; 73; 6
18,49,0.36941,0.36735,44; 18; 51; 79; 57; 46; 49; 68; 25; 51
27,53,0.49949,0.50943,22; 27; 84; 52; 57; 35; 53; 62; 48; 46
32,42,0.75269,0.7619,17; 32; 45; 58; 82; 18; 42; 55; 61; 11
47,63,0.71685,0.74603,55; 47; 22; 32; 62; 78; 63; 19; 23; 58
12,49,0.2651,0.2449,58; 12; 61; 14; 80; 63; 49; 78; 20; 29
39,77,0.50606,0.50649,48; 39; 74; 43; 71; 78; 77; 36; 74; 26
12,78,0.16539,0.15385,18; 12; 35; 38; 82; 43; 78; 23; 13; 57
7,31,0.24003,0.22581,16; 7; 51; 60; 36; 45; 31; 31; 28; 36
41,42,0.94438,0.97619,51; 41; 76; 13; 18; 24; 42; 65; 85; 5
32,48,0.64927,0.66667,16; 32; 52; 76; 63; 34; 48; 56; 69; 58
37,48,0.74226,0.77083,15; 37; 38; 27; 23; 37; 48; 51; 13; 36
5,26,0.18427,0.19231,30; 5; 71; 65; 12; 11; 26; 47; 30; 76
6,9,0.65632,0.66667,49; 6; 69; 52; 14; 9; 9; 55; 65; 82
50,77,0.62161,0.64935,7; 50; 50; 21; 66; 61; 77; 39; 40; 28
9,10,0.8461,0.9,69; 9; 76; 19; 10; 17; 10; 85; 79; 35
48,70,0.67005,0.68571,35; 48; 52; 15; 39; 41; 70; 32; 26; 52
9,10,0.86361,0.9,80; 9; 65; 29; 75; 13; 10; 43; 71; 6
