ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
6,68,0.29293,0.08824,6; 4; 30; 13; 68; 9; 8; 10
23,33,0.46102,0.69697,23; 12; 4; 9; 33; 3; 9; 20
19,53,0.33778,0.35849,19; 4; 9; 21; 53; 5; 9; 3
29,41,0.48763,0.70732,29; 20; 18; 22; 41; 4; 10; 19
5,31,0.31807,0.16129,5; 25; 17; 9; 31; 14; 17; 12
13,64,0.29775,0.20312,13; 13; 28; 9; 64; 6; 8; 4
28,36,0.48568,0.77778,28; 19; 11; 18; 36; 13; 12; 18
11,72,0.2866,0.15278,11; 16; 17; 15; 72; 6; 8; 7
32,77,0.45798,0.41558,32; 20; 3; 11; 77; 6; 4; 4
7,81,0.29232,0.08642,7; 15; 28; 28; 81; 3; 4; 5
10,14,0.44451,0.71429,10; 4; 25; 15; 14; 15; 17; 10
31,35,0.48613,0.88571,31; 7; 14; 21; 35; 8; 19; 15
15,36,0.46664,0.41667,15; 23; 16; 8; 36; 9; 18; 17
5,8,0.33102,0.625,5; 17; 3; 19; 8; 23; 19; 25
8,84,0.29559,0.09524,8; 11; 20; 16; 84; 3; 4; 3
31,63,0.46878,0.49206,31; 13; 19; 7; 63; 9; 7; 11
34,54,0.47883,0.62963,34; 4; 19; 19; 54; 3; 10; 10
51,73,0.45453,0.69863,51; 8; 6; 13; 73; 5; 3; 5
52,82,0.44411,0.63415,52; 3; 14; 9; 82; 5; 4; 3
45,58,0.47672,0.77586,45; 7; 11; 11; 58; 7; 8; 4
8,80,0.27815,0.1,8; 24; 30; 28; 80; 3; 6; 5
24,64,0.32665,0.375,24; 10; 19; 4; 64; 11; 3; 7
28,57,0.4732,0.49123,28; 4; 16; 20; 57; 7; 9; 13
19,73,0.29656,0.26027,19; 4; 11; 11; 73; 3; 8; 7
5,54,0.30089,0.09259,5; 14; 9; 11; 54; 14; 7; 10
20,55,0.43751,0.36364,20; 21; 22; 8; 55; 5; 8; 6
13,66,0.29144,0.19697,13; 17; 26; 7; 66; 7; 5; 10
43,83,0.45164,0.51807,43; 9; 11; 16; 83; 5; 3; 4
12,59,0.29444,0.20339,12; 5; 19; 18; 59; 3; 8; 3
6,15,0.399,0.4,6; 26; 5; 19; 15; 19; 10; 13
7,68,0.29179,0.10294,7; 11; 20; 20; 68; 8; 9; 10
57,81,0.42781,0.7037,57; 10; 6; 8; 81; 3; 4; 5
13,25,0.37224,0.52,13; 7; 16; 14; 25; 3; 6; 10
64,72,0.41146,0.88889,64; 6; 9; 6; 72; 3; 7; 4
17,27,0.4531,0.62963,17; 16; 22; 5; 27; 15; 19; 12
7,77,0.2935,0.09091,7; 25; 22; 12; 77; 5; 6; 7
9,55,0.29861,0.16364,9; 12; 24; 28; 55; 3; 13; 3
11,74,0.29984,0.14865,11; 14; 23; 28; 74; 5; 5; 6
5,14,0.30943,0.35714,5; 22; 16; 15; 14; 12; 12; 9
7,67,0.28464,0.10448,7; 18; 3; 23; 67; 10; 7; 8
12,41,0.30379,0.29268,12; 19; 19; 13; 41; 7; 12; 3
6,64,0.29162,0.09375,6; 20; 19; 17; 64; 11; 3; 8
56,76,0.44612,0.73684,56; 14; 8; 12; 76; 6; 7; 7
26,50,0.46641,0.52,26; 3; 23; 3; 50; 9; 16; 12
41,46,0.49083,0.8913,41; 17; 17; 17; 46; 8; 12; 6
6,30,0.30507,0.2,6; 5; 20; 18; 30; 9; 4; 3
24,84,0.30124,0.28571,24; 14; 9; 12; 84; 4; 3; 3
5,58,0.30441,0.08621,5; 13; 14; 4; 58; 4; 10; 7
9,45,0.29675,0.2,9; 26; 5; 18; 45; 8; 11; 4
13,34,0.35563,0.38235,13; 4; 3; 21; 34; 15; 12; 19
28,54,0.47669,0.51852,28; 14; 18; 8; 54; 9; 6; 5
55,78,0.44327,0.70513,55; 11; 14; 5; 78; 6; 5; 3
30,58,0.4708,0.51724,30; 5; 22; 8; 58; 9; 3; 12
9,56,0.2983,0.16071,9; 15; 28; 19; 56; 6; 13; 7
12,42,0.30328,0.28571,12; 18; 9; 10; 42; 10; 13; 7
9,25,0.30278,0.36,9; 8; 24; 11; 25; 8; 13; 20
7,81,0.28834,0.08642,7; 12; 19; 8; 81; 5; 3; 3
26,69,0.35315,0.37681,26; 16; 9; 7; 69; 5; 4; 9
10,16,0.42124,0.625,10; 28; 5; 10; 16; 12; 24; 11
8,52,0.29769,0.15385,8; 14; 19; 8; 52; 13; 5; 13
8,84,0.29322,0.09524,8; 15; 26; 14; 84; 4; 4; 3
17,65,0.30285,0.26154,17; 22; 10; 3; 65; 7; 6; 8
20,50,0.46134,0.4,20; 7; 23; 24; 50; 6; 3; 9
28,77,0.35479,0.36364,28; 23; 14; 4; 77; 3; 4; 4
33,68,0.46925,0.48529,33; 18; 17; 12; 68; 9; 6; 9
11,67,0.30077,0.16418,11; 19; 8; 16; 67; 10; 9; 5
14,85,0.29291,0.16471,14; 7; 12; 26; 85; 3; 3; 4
32,76,0.45918,0.42105,32; 5; 10; 11; 76; 7; 5; 6
43,82,0.46662,0.52439,43; 12; 13; 3; 82; 4; 4; 3
55,74,0.44081,0.74324,55; 5; 10; 4; 74; 7; 5; 5
8,79,0.29714,0.10127,8; 23; 30; 10; 79; 3; 3; 4
22,84,0.29997,0.2619,22; 18; 24; 4; 84; 4; 4; 3
50,64,0.45875,0.78125,50; 12; 10; 6; 64; 7; 5; 7
