ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
45,68,0.64183,0.66176,37; 45; 37; 49; 9; 6; 68; 73; 81; 75
17,45,0.36865,0.37778,59; 17; 69; 47; 82; 40; 45; 60; 19; 21
22,62,0.36816,0.35484,46; 22; 71; 57; 83; 18; 62; 27; 71; 36
7,41,0.18574,0.17073,64; 7; 39; 58; 64; 69; 41; 51; 12; 34
26,58,0.4533,0.44828,79; 26; 75; 17; 6; 62; 58; 53; 60; 69
45,72,0.61595,0.625,69; 45; 78; 5; 56; 15; 72; 76; 85; 78
11,40,0.2598,0.275,72; 11; 7; 43; 68; 51; 40; 15; 20; 43
13,40,0.30633,0.325,69; 13; 55; 28; 74; 26; 40; 11; 31; 66
12,62,0.1996,0.19355,44; 12; 45; 19; 72; 10; 62; 49; 75; 19
7,11,0.73074,0.63636,63; 7; 18; 41; 67; 25; 11; 6; 24; 56
47,62,0.76521,0.75806,33; 47; 34; 78; 64; 54; 62; 36; 18; 73
21,58,0.364,0.36207,5; 21; 45; 10; 27; 8; 58; 16; 27; 12
10,11,0.85659,0.90909,63; 10; 82; 72; 77; 44; 11; 61; 32; 45
24,28,0.86066,0.85714,39; 24; 80; 8; 40; 56; 28; 52; 59; 57
14,28,0.48452,0.5,70; 14; 51; 63; 40; 75; 28; 73; 76; 49
20,32,0.6391,0.625,38; 20; 84; 65; 84; 63; 32; 36; 27; 45
9,21,0.41135,0.42857,15; 9; 47; 48; 28; 45; 21; 32; 13; 33
5,50,0.14548,0.1,11; 5; 5; 55; 43; 72; 50; 78; 59; 32
5,62,0.09971,0.08065,66; 5; 47; 11; 25; 67; 62; 63; 62; 69
39,41,0.94668,0.95122,75; 39; 33; 16; 18; 85; 41; 58; 70; 40
38,50,0.7235,0.76,38; 38; 13; 46; 52; 33; 50; 22; 37; 38
7,9,0.73927,0.77778,71; 7; 79; 47; 55; 25; 9; 80; 50; 50
8,52,0.16678,0.15385,22; 8; 46; 85; 45; 71; 52; 66; 52; 9
23,28,0.77049,0.82143,51; 23; 19; 64; 17; 28; 28; 57; 34; 63
30,32,0.93769,0.9375,70; 30; 80; 35; 45; 63; 32; 78; 63; 9
6,21,0.29882,0.28571,65; 6; 50; 25; 66; 19; 21; 70; 23; 11
7,32,0.2125,0.21875,84; 7; 48; 68; 24; 62; 32; 6; 41; 78
7,72,0.12388,0.09722,20; 7; 71; 81; 79; 10; 72; 76; 75; 19
6,11,0.54727,0.54545,35; 6; 25; 16; 18; 12; 11; 66; 20; 61
28,32,0.86574,0.875,11; 28; 52; 79; 49; 29; 32; 36; 22; 19
32,45,0.71895,0.71111,41; 32; 62; 42; 82; 75; 45; 60; 57; 12
16,28,0.55345,0.57143,23; 16; 82; 7; 38; 59; 28; 66; 23; 28
10,20,0.50785,0.5,37; 10; 83; 45; 76; 85; 20; 20; 45; 41
