ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
21,56,0.34873,0.375,15; 21; 50; 21; 57; 13; 56; 63; 6; 7
6,8,0.71151,0.75,36; 6; 65; 40; 83; 9; 8; 61; 52; 54
33,46,0.68882,0.71739,85; 33; 74; 47; 71; 54; 46; 80; 56; 48
7,17,0.44129,0.41176,7; 7; 62; 72; 54; 49; 17; 80; 74; 51
11,36,0.31757,0.30556,46; 11; 43; 55; 34; 43; 36; 76; 81; 44
76,83,0.91513,0.91566,71; 76; 64; 57; 70; 37; 83; 47; 80; 66
10,75,0.15784,0.13333,28; 10; 31; 25; 11; 38; 75; 54; 11; 83
6,13,0.47168,0.46154,39; 6; 69; 68; 19; 10; 13; 71; 81; 17
11,56,0.23243,0.19643,12; 11; 40; 27; 22; 24; 56; 12; 82; 81
19,72,0.27104,0.26389,39; 19; 43; 37; 36; 77; 72; 22; 52; 6
7,8,0.79848,0.875,11; 7; 37; 57; 68; 49; 8; 39; 75; 29
23,36,0.63093,0.63889,26; 23; 63; 21; 15; 71; 36; 10; 39; 23
38,75,0.49001,0.50667,60; 38; 19; 18; 24; 38; 75; 85; 43; 37
7,8,0.83283,0.875,62; 7; 42; 7; 36; 28; 8; 71; 66; 38
13,17,0.78529,0.76471,44; 13; 28; 54; 77; 32; 17; 24; 23; 64
6,13,0.49378,0.46154,58; 6; 78; 69; 67; 42; 13; 43; 70; 58
6,8,0.69571,0.75,5; 6; 11; 64; 45; 25; 8; 69; 75; 33
36,72,0.49187,0.5,61; 36; 66; 21; 64; 75; 72; 20; 9; 40
28,56,0.52088,0.5,38; 28; 39; 57; 41; 85; 56; 81; 73; 36
5,10,0.49922,0.5,64; 5; 72; 29; 44; 16; 10; 82; 71; 10
43,83,0.49967,0.51807,72; 43; 84; 31; 34; 59; 83; 61; 65; 20
7,8,0.79313,0.875,84; 7; 27; 17; 65; 11; 8; 55; 63; 29
6,10,0.60209,0.6,43; 6; 30; 68; 19; 24; 10; 83; 82; 81
16,17,0.89503,0.94118,16; 16; 50; 77; 55; 21; 17; 60; 65; 60
7,10,0.64931,0.7,63; 7; 77; 48; 35; 47; 10; 49; 66; 58
14,46,0.3084,0.30435,43; 14; 11; 85; 30; 44; 46; 40; 76; 57
