ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
39,48,0.69392,0.8125,18; 39; 48; 18; 45; 50; 82; 9; 11; 27
10,50,0.20691,0.2,68; 10; 50; 23; 75; 80; 52; 80; 44; 56
41,62,0.59612,0.66129,21; 41; 62; 46; 52; 76; 35; 72; 48; 57
20,62,0.3087,0.32258,9; 20; 62; 40; 50; 8; 47; 80; 11; 70
10,47,0.28246,0.21277,19; 10; 47; 49; 77; 57; 21; 12; 13; 62
6,7,0.26219,0.85714,78; 6; 7; 75; 59; 60; 24; 47; 59; 30
30,62,0.47577,0.48387,77; 30; 62; 14; 8; 16; 39; 55; 47; 63
11,30,0.39771,0.36667,9; 11; 30; 11; 80; 40; 25; 60; 31; 13
26,81,0.32329,0.32099,84; 26; 81; 83; 37; 32; 78; 5; 74; 61
38,62,0.61903,0.6129,68; 38; 62; 53; 85; 5; 13; 21; 38; 50
15,47,0.32404,0.31915,66; 15; 47; 9; 47; 51; 20; 20; 21; 39
5,14,0.26986,0.35714,49; 5; 14; 81; 62; 36; 34; 27; 17; 26
67,74,0.91492,0.90541,46; 67; 74; 51; 15; 49; 71; 19; 13; 25
15,30,0.52505,0.5,22; 15; 30; 61; 84; 82; 63; 68; 51; 8
29,62,0.44708,0.46774,17; 29; 62; 40; 5; 15; 55; 38; 57; 54
7,14,0.35157,0.5,53; 7; 14; 81; 75; 27; 29; 10; 47; 74
39,47,0.76124,0.82979,64; 39; 47; 56; 59; 46; 24; 48; 53; 51
71,81,0.89491,0.87654,33; 71; 81; 61; 44; 50; 17; 40; 9; 38
27,35,0.72177,0.77143,38; 27; 35; 18; 23; 14; 13; 36; 44; 66
13,20,0.58746,0.65,31; 13; 20; 75; 16; 34; 33; 67; 65; 5
25,74,0.35692,0.33784,24; 25; 74; 53; 14; 83; 31; 11; 13; 69
54,62,0.85554,0.87097,22; 54; 62; 78; 69; 54; 11; 40; 74; 19
59,62,0.87987,0.95161,43; 59; 62; 27; 73; 85; 79; 48; 43; 57
6,7,0.31108,0.85714,52; 6; 7; 72; 69; 47; 68; 20; 48; 40
34,43,0.709,0.7907,78; 34; 43; 76; 19; 58; 6; 32; 59; 63
18,50,0.34916,0.36,72; 18; 50; 10; 13; 28; 40; 85; 69; 44
29,47,0.67428,0.61702,80; 29; 47; 65; 5; 73; 71; 75; 81; 29
41,50,0.78897,0.82,35; 41; 50; 81; 26; 26; 38; 70; 69; 80
6,14,0.36593,0.42857,69; 6; 14; 72; 85; 39; 29; 48; 50; 74
22,56,0.37712,0.39286,67; 22; 56; 8; 63; 32; 59; 53; 32; 79
6,50,0.13795,0.12,35; 6; 50; 32; 12; 16; 72; 14; 21; 74
45,47,0.80513,0.95745,27; 45; 47; 24; 55; 45; 70; 21; 73; 70
10,47,0.25903,0.21277,81; 10; 47; 8; 40; 82; 34; 27; 51; 37
10,14,0.43312,0.71429,25; 10; 14; 76; 51; 39; 85; 74; 12; 72
40,43,0.82552,0.93023,63; 40; 43; 63; 27; 80; 45; 29; 18; 68
53,72,0.72721,0.73611,83; 53; 72; 53; 74; 54; 78; 82; 49; 18
9,17,0.41744,0.52941,35; 9; 17; 80; 29; 73; 25; 61; 15; 32
50,56,0.84969,0.89286,42; 50; 56; 83; 61; 36; 8; 53; 60; 46
21,47,0.45207,0.44681,61; 21; 47; 50; 50; 21; 54; 72; 79; 8
5,7,0.27019,0.71429,13; 5; 7; 68; 62; 45; 36; 15; 34; 75
14,20,0.5671,0.7,80; 14; 20; 80; 8; 70; 36; 41; 59; 42
