ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
7,47,0.73373,0.14894,20; 21; 7; 47; 7; 5; 23; 27
5,72,0.70776,0.06944,7; 3; 5; 72; 21; 23; 17; 19
15,48,0.66015,0.3125,14; 14; 15; 48; 20; 5; 30; 29
10,20,0.82068,0.5,3; 24; 10; 20; 5; 6; 9; 31
7,81,0.64044,0.08642,5; 4; 7; 81; 9; 29; 24; 30
17,20,0.76701,0.85,5; 26; 17; 20; 9; 15; 5; 22
5,81,0.68271,0.06173,3; 3; 5; 81; 5; 23; 4; 24
14,17,0.74549,0.82353,18; 21; 14; 17; 21; 11; 12; 22
5,37,0.62063,0.13514,17; 19; 5; 37; 30; 26; 26; 5
6,47,0.73806,0.12766,13; 11; 6; 47; 15; 21; 22; 17
38,47,0.70804,0.80851,5; 6; 38; 47; 17; 6; 13; 22
8,74,0.63827,0.10811,6; 7; 8; 74; 18; 3; 18; 25
14,17,0.76493,0.82353,4; 15; 14; 17; 13; 6; 21; 19
7,20,0.74516,0.35,24; 28; 7; 20; 29; 26; 12; 7
9,81,0.60226,0.11111,4; 4; 9; 81; 9; 21; 28; 24
6,7,0.84609,0.85714,41; 41; 6; 7; 27; 14; 15; 7
18,43,0.70441,0.4186,9; 6; 18; 43; 11; 32; 4; 24
27,35,0.71631,0.77143,6; 14; 27; 35; 27; 22; 4; 6
26,43,0.73427,0.60465,3; 12; 26; 43; 12; 5; 26; 28
42,43,0.70427,0.97674,4; 3; 42; 43; 9; 19; 3; 20
30,50,0.67751,0.6,3; 5; 30; 50; 17; 31; 13; 3
25,30,0.75057,0.83333,4; 8; 25; 30; 11; 16; 20; 6
5,56,0.60758,0.08929,13; 12; 5; 56; 6; 13; 23; 5
27,62,0.68604,0.43548,3; 4; 27; 62; 21; 12; 27; 8
5,48,0.61634,0.10417,13; 10; 5; 48; 15; 27; 32; 3
9,62,0.69592,0.14516,12; 13; 9; 62; 28; 30; 25; 4
8,17,0.79635,0.47059,26; 14; 8; 17; 30; 32; 10; 23
6,7,0.84158,0.85714,28; 17; 6; 7; 24; 14; 15; 20
36,37,0.72146,0.97297,10; 5; 36; 37; 25; 17; 3; 29
15,48,0.66175,0.3125,13; 3; 15; 48; 17; 24; 32; 6
33,47,0.6658,0.70213,3; 6; 33; 47; 30; 6; 3; 18
15,43,0.69912,0.34884,5; 15; 15; 43; 21; 22; 32; 7
17,20,0.76688,0.85,25; 15; 17; 20; 11; 13; 9; 21
5,7,0.71978,0.71429,42; 21; 5; 7; 32; 7; 12; 12
12,35,0.74427,0.34286,15; 4; 12; 35; 23; 13; 13; 6
7,62,0.62479,0.1129,3; 9; 7; 62; 26; 12; 20; 9
8,56,0.6363,0.14286,5; 4; 8; 56; 32; 20; 21; 12
11,74,0.68117,0.14865,4; 3; 11; 74; 15; 26; 16; 5
6,7,0.75761,0.85714,6; 11; 6; 7; 20; 3; 6; 16
10,47,0.70868,0.21277,11; 10; 10; 47; 19; 30; 24; 8
24,62,0.66066,0.3871,3; 5; 24; 62; 26; 3; 13; 9
16,72,0.62462,0.22222,3; 4; 16; 72; 13; 29; 6; 17
12,43,0.73902,0.27907,9; 18; 12; 43; 28; 6; 28; 3
35,47,0.70479,0.74468,8; 6; 35; 47; 24; 10; 4; 7
14,43,0.63452,0.32558,14; 13; 14; 43; 3; 6; 10; 6
9,14,0.83132,0.64286,14; 32; 9; 14; 8; 32; 23; 19
13,14,0.74854,0.92857,7; 10; 13; 14; 18; 20; 3; 8
5,35,0.61518,0.14286,8; 19; 5; 35; 28; 28; 15; 20
22,50,0.7049,0.44,12; 9; 22; 50; 27; 30; 31; 3
11,62,0.6598,0.17742,12; 11; 11; 62; 4; 32; 26; 30
5,74,0.58094,0.06757,4; 8; 5; 74; 17; 11; 12; 30
11,56,0.60914,0.19643,10; 6; 11; 56; 5; 12; 32; 29
9,81,0.6045,0.11111,3; 4; 9; 81; 25; 12; 25; 26
29,50,0.72213,0.58,5; 4; 29; 50; 17; 13; 19; 31
9,43,0.70222,0.2093,16; 23; 9; 43; 6; 20; 7; 22
12,20,0.6704,0.6,8; 28; 12; 20; 10; 22; 20; 25
6,37,0.66026,0.16216,18; 24; 6; 37; 28; 11; 9; 5
7,43,0.66223,0.16279,10; 17; 7; 43; 27; 7; 20; 26
24,48,0.68576,0.5,7; 7; 24; 48; 5; 4; 21; 5
5,35,0.62433,0.14286,18; 15; 5; 35; 9; 20; 12; 14
6,7,0.78783,0.85714,24; 4; 6; 7; 22; 15; 25; 4
23,37,0.73983,0.62162,4; 18; 23; 37; 10; 7; 17; 15
10,14,0.76081,0.71429,20; 25; 10; 14; 9; 19; 4; 5
5,74,0.56097,0.06757,7; 4; 5; 74; 16; 19; 10; 28
6,14,0.59783,0.42857,5; 3; 6; 14; 31; 23; 22; 7
12,72,0.53699,0.16667,5; 6; 12; 72; 17; 29; 9; 8
6,20,0.76133,0.3,23; 3; 6; 20; 11; 25; 11; 11
18,20,0.76371,0.9,20; 11; 18; 20; 17; 28; 16; 19
9,81,0.639,0.11111,4; 3; 9; 81; 16; 15; 15; 14
5,72,0.70494,0.06944,3; 5; 5; 72; 26; 6; 28; 20
14,20,0.74905,0.7,29; 5; 14; 20; 10; 20; 3; 32
5,7,0.74997,0.71429,36; 11; 5; 7; 10; 9; 15; 10
30,37,0.70911,0.81081,7; 8; 30; 37; 9; 19; 7; 17
24,37,0.72344,0.64865,11; 12; 24; 37; 3; 17; 22; 31
5,81,0.59478,0.06173,6; 3; 5; 81; 24; 18; 14; 31
12,50,0.72228,0.24,4; 10; 12; 50; 24; 15; 14; 27
31,37,0.73454,0.83784,8; 11; 31; 37; 28; 26; 21; 16
34,37,0.69936,0.91892,3; 12; 34; 37; 8; 31; 4; 21
17,48,0.71667,0.35417,4; 3; 17; 48; 17; 9; 30; 29
18,62,0.66337,0.29032,6; 9; 18; 62; 5; 14; 22; 5
5,20,0.59931,0.25,10; 9; 5; 20; 12; 31; 21; 30
12,72,0.65508,0.16667,6; 4; 12; 72; 21; 3; 17; 5
26,30,0.72654,0.86667,16; 19; 26; 30; 19; 6; 6; 16
15,72,0.62655,0.20833,5; 3; 15; 72; 7; 24; 7; 14
27,35,0.73915,0.77143,11; 11; 27; 35; 18; 22; 26; 27
