ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
22,79,0.26876,0.27848,22; 3; 18; 15; 79; 4; 6; 4
21,50,0.41949,0.42,21; 15; 6; 19; 50; 7; 7; 4
15,44,0.3434,0.34091,15; 7; 19; 19; 44; 11; 10; 15
14,60,0.23435,0.23333,14; 5; 17; 17; 60; 10; 8; 9
16,80,0.2039,0.2,16; 12; 12; 16; 80; 6; 3; 3
24,72,0.32084,0.33333,24; 21; 9; 23; 72; 7; 7; 8
9,59,0.16154,0.15254,9; 15; 7; 10; 59; 6; 4; 12
13,18,0.63449,0.72222,13; 13; 10; 27; 18; 18; 10; 3
28,85,0.32757,0.32941,28; 12; 22; 7; 85; 3; 3; 4
7,81,0.09639,0.08642,7; 24; 4; 24; 81; 4; 5; 5
5,54,0.10074,0.09259,5; 7; 18; 20; 54; 12; 4; 11
24,46,0.52139,0.52174,24; 18; 22; 8; 46; 7; 15; 15
5,6,0.46259,0.83333,5; 4; 24; 5; 6; 11; 17; 6
68,74,0.55766,0.91892,68; 6; 6; 8; 74; 7; 6; 6
11,26,0.4309,0.42308,11; 24; 16; 29; 26; 20; 23; 11
5,54,0.0961,0.09259,5; 10; 23; 26; 54; 7; 11; 5
17,61,0.28157,0.27869,17; 21; 26; 12; 61; 3; 9; 10
51,82,0.56403,0.62195,51; 5; 11; 7; 82; 4; 3; 4
10,49,0.20656,0.20408,10; 12; 9; 12; 49; 13; 12; 5
56,78,0.5786,0.71795,56; 10; 10; 12; 78; 5; 4; 5
12,78,0.167,0.15385,12; 21; 5; 23; 78; 5; 3; 4
26,77,0.33607,0.33766,26; 11; 20; 13; 77; 6; 6; 6
11,47,0.23679,0.23404,11; 17; 26; 21; 47; 9; 12; 12
22,65,0.33984,0.33846,22; 9; 15; 24; 65; 11; 8; 10
63,66,0.6195,0.95455,63; 8; 7; 4; 66; 9; 9; 3
21,82,0.25737,0.2561,21; 7; 24; 13; 82; 5; 3; 3
39,54,0.65349,0.72222,39; 14; 7; 3; 54; 4; 10; 11
5,34,0.15683,0.14706,5; 12; 31; 23; 34; 20; 18; 14
36,85,0.41282,0.42353,36; 3; 3; 18; 85; 4; 4; 3
39,47,0.70238,0.82979,39; 14; 6; 16; 47; 5; 5; 13
58,61,0.65525,0.95082,58; 13; 11; 9; 61; 11; 3; 8
36,85,0.42263,0.42353,36; 11; 18; 7; 85; 3; 4; 3
61,76,0.57902,0.80263,61; 9; 10; 4; 76; 4; 6; 6
19,69,0.27367,0.27536,19; 9; 21; 18; 69; 6; 7; 9
13,46,0.282,0.28261,13; 13; 10; 15; 46; 4; 14; 8
19,69,0.26844,0.27536,19; 23; 22; 4; 69; 6; 4; 9
33,40,0.68733,0.825,33; 12; 4; 13; 40; 17; 14; 14
11,75,0.15317,0.14667,11; 3; 3; 11; 75; 6; 7; 7
21,29,0.63827,0.72414,21; 24; 15; 23; 29; 18; 14; 13
23,81,0.27175,0.28395,23; 22; 5; 16; 81; 4; 3; 3
38,46,0.69541,0.82609,38; 14; 4; 11; 46; 13; 16; 10
35,83,0.41869,0.42169,35; 19; 16; 12; 83; 3; 4; 5
45,54,0.70478,0.83333,45; 16; 13; 15; 54; 12; 10; 7
68,82,0.51403,0.82927,68; 3; 3; 9; 82; 4; 3; 5
13,43,0.29953,0.30233,13; 20; 4; 16; 43; 15; 9; 6
61,64,0.63947,0.95312,61; 4; 8; 11; 64; 3; 8; 10
10,12,0.68312,0.83333,10; 8; 26; 7; 12; 16; 25; 3
38,46,0.69397,0.82609,38; 3; 6; 4; 46; 13; 11; 3
38,84,0.45144,0.45238,38; 17; 19; 14; 84; 3; 4; 3
28,45,0.59793,0.62222,28; 7; 14; 17; 45; 5; 12; 11
39,49,0.69072,0.79592,39; 7; 15; 4; 49; 14; 5; 14
24,85,0.27472,0.28235,24; 9; 19; 9; 85; 4; 4; 3
33,74,0.43978,0.44595,33; 8; 12; 7; 74; 8; 6; 6
11,56,0.19517,0.19643,11; 27; 16; 3; 56; 10; 6; 4
13,85,0.15403,0.15294,13; 25; 18; 7; 85; 4; 3; 4
16,26,0.59009,0.61538,16; 15; 26; 18; 26; 24; 7; 12
44,48,0.73198,0.91667,44; 17; 14; 12; 48; 3; 12; 14
12,78,0.16025,0.15385,12; 14; 22; 28; 78; 5; 5; 5
23,55,0.41667,0.41818,23; 20; 22; 21; 55; 6; 7; 13
16,71,0.22561,0.22535,16; 14; 7; 17; 71; 7; 8; 3
10,24,0.41859,0.41667,10; 23; 9; 7; 24; 19; 22; 16
11,47,0.23985,0.23404,11; 27; 9; 5; 47; 15; 7; 12
25,74,0.3345,0.33784,25; 16; 23; 12; 74; 4; 8; 4
17,65,0.2676,0.26154,17; 14; 25; 27; 65; 6; 6; 11
49,78,0.58856,0.62821,49; 11; 6; 15; 78; 3; 4; 5
49,59,0.69095,0.83051,49; 11; 16; 9; 59; 7; 7; 7
13,65,0.20412,0.2,13; 15; 22; 21; 65; 4; 9; 3
30,58,0.52282,0.51724,30; 7; 20; 11; 58; 9; 4; 8
56,78,0.5805,0.71795,56; 4; 7; 5; 78; 3; 3; 4
34,37,0.70295,0.91892,34; 18; 20; 20; 37; 5; 13; 4
42,68,0.59549,0.61765,42; 7; 13; 15; 68; 6; 9; 3
10,65,0.15722,0.15385,10; 18; 15; 3; 65; 7; 4; 5
7,27,0.25327,0.25926,7; 21; 15; 28; 27; 7; 21; 4
25,74,0.33682,0.33784,25; 8; 7; 22; 74; 8; 7; 5
51,82,0.55929,0.62195,51; 11; 11; 11; 82; 3; 5; 3
54,75,0.59192,0.72,54; 6; 14; 14; 75; 3; 5; 3
11,32,0.34172,0.34375,11; 17; 28; 10; 32; 17; 7; 15
16,70,0.22933,0.22857,16; 18; 21; 12; 70; 9; 4; 4
62,65,0.62728,0.95385,62; 3; 6; 9; 65; 3; 11; 8
61,85,0.54874,0.71765,61; 4; 7; 10; 85; 3; 3; 4
51,81,0.56646,0.62963,51; 6; 5; 11; 81; 3; 5; 4
9,45,0.1987,0.2,9; 8; 18; 6; 45; 3; 10; 8
28,84,0.3307,0.33333,28; 22; 19; 5; 84; 3; 3; 4
43,82,0.52228,0.52439,43; 14; 12; 14; 82; 3; 4; 3
41,57,0.65528,0.7193,41; 18; 14; 3; 57; 13; 13; 8
36,45,0.68073,0.8,36; 20; 16; 13; 45; 12; 7; 17
13,57,0.22253,0.22807,13; 5; 19; 14; 57; 11; 9; 13
41,66,0.60304,0.62121,41; 3; 19; 13; 66; 8; 6; 8
11,26,0.43786,0.42308,11; 3; 20; 18; 26; 10; 17; 22
70,74,0.55196,0.94595,70; 3; 4; 8; 74; 5; 3; 6
14,33,0.45059,0.42424,14; 7; 17; 18; 33; 4; 21; 21
15,24,0.59439,0.625,15; 16; 9; 3; 24; 3; 9; 4
11,37,0.29849,0.2973,11; 19; 6; 18; 37; 12; 17; 10
26,42,0.59621,0.61905,26; 17; 18; 4; 42; 15; 15; 5
40,77,0.51534,0.51948,40; 12; 12; 7; 77; 6; 6; 5
45,73,0.60205,0.61644,45; 16; 10; 7; 73; 8; 3; 5
6,66,0.09455,0.09091,6; 25; 19; 12; 66; 9; 7; 3
71,75,0.53984,0.94667,71; 8; 4; 5; 75; 3; 6; 6
34,54,0.59878,0.62963,34; 19; 14; 5; 54; 11; 4; 10
22,65,0.33181,0.33846,22; 15; 4; 6; 65; 9; 9; 11
21,75,0.27717,0.28,21; 5; 8; 12; 75; 7; 3; 7
8,24,0.33594,0.33333,8; 3; 4; 14; 24; 23; 11; 7
72,78,0.52825,0.92308,72; 8; 3; 4; 78; 4; 6; 3
17,83,0.20836,0.20482,17; 15; 27; 4; 83; 3; 3; 4
15,33,0.47611,0.45455,15; 24; 5; 3; 33; 11; 18; 3
12,61,0.19291,0.19672,12; 12; 6; 21; 61; 11; 9; 9
30,48,0.61326,0.625,30; 13; 11; 7; 48; 6; 14; 13
43,82,0.51514,0.52439,43; 14; 4; 5; 82; 3; 3; 5
49,79,0.58533,0.62025,49; 6; 12; 10; 79; 3; 6; 5
44,48,0.72458,0.91667,44; 8; 5; 14; 48; 5; 9; 14
9,34,0.2606,0.26471,9; 4; 6; 29; 34; 7; 5; 20
48,52,0.71883,0.92308,48; 5; 13; 6; 52; 9; 9; 3
29,35,0.68452,0.82857,29; 14; 13; 21; 35; 8; 4; 16
44,84,0.51775,0.52381,44; 10; 5; 13; 84; 3; 3; 3
31,50,0.6017,0.62,31; 15; 10; 8; 50; 14; 5; 12
34,81,0.41815,0.41975,34; 3; 10; 3; 81; 4; 5; 3
6,68,0.08961,0.08824,6; 20; 19; 29; 68; 6; 4; 5
9,59,0.15507,0.15254,9; 22; 19; 23; 59; 11; 8; 10
19,64,0.29068,0.29688,19; 5; 8; 25; 64; 10; 11; 10
20,59,0.33213,0.33898,20; 4; 18; 5; 59; 4; 13; 7
24,73,0.32776,0.32877,24; 15; 22; 20; 73; 8; 3; 5
66,83,0.53383,0.79518,66; 3; 7; 6; 83; 4; 3; 3
19,30,0.5875,0.63333,19; 5; 19; 20; 30; 16; 3; 5
19,82,0.23275,0.23171,19; 15; 12; 13; 82; 5; 5; 3
45,49,0.72505,0.91837,45; 10; 12; 9; 49; 13; 14; 15
10,24,0.43471,0.41667,10; 28; 22; 25; 24; 5; 3; 20
26,50,0.52081,0.52,26; 4; 14; 16; 50; 11; 14; 6
7,47,0.15567,0.14894,7; 4; 17; 3; 47; 4; 8; 6
14,61,0.22808,0.22951,14; 9; 15; 28; 61; 7; 5; 6
18,29,0.59844,0.62069,18; 7; 18; 21; 29; 23; 4; 19
13,85,0.16104,0.15294,13; 26; 17; 22; 85; 4; 4; 4
17,61,0.27702,0.27869,17; 23; 6; 18; 61; 3; 11; 6
38,40,0.70366,0.95,38; 13; 6; 5; 40; 8; 11; 15
18,53,0.32817,0.33962,18; 19; 6; 14; 53; 9; 3; 10
44,70,0.59332,0.62857,44; 6; 8; 17; 70; 8; 8; 3
26,41,0.60474,0.63415,26; 17; 13; 6; 41; 6; 6; 9
11,55,0.2041,0.2,11; 16; 26; 11; 55; 9; 9; 8
29,64,0.44728,0.45312,29; 8; 21; 7; 64; 9; 8; 6
21,22,0.69731,0.95455,21; 14; 15; 10; 22; 16; 3; 25
11,12,0.69917,0.91667,11; 27; 10; 8; 12; 20; 16; 26
7,78,0.09899,0.08974,7; 25; 3; 24; 78; 5; 4; 4
23,82,0.27408,0.28049,23; 19; 15; 16; 82; 5; 4; 4
21,82,0.25462,0.2561,21; 24; 7; 12; 82; 4; 3; 3
24,46,0.51724,0.52174,24; 4; 13; 3; 46; 15; 16; 8
65,71,0.59421,0.91549,65; 6; 6; 11; 71; 5; 7; 9
44,71,0.59335,0.61972,44; 18; 5; 9; 71; 7; 7; 9
12,60,0.1962,0.2,12; 25; 26; 9; 60; 10; 11; 7
24,79,0.30501,0.3038,24; 23; 24; 23; 79; 3; 5; 4
26,80,0.31509,0.325,26; 13; 23; 10; 80; 5; 6; 6
12,15,0.6741,0.8,12; 6; 20; 26; 15; 7; 18; 8
10,49,0.20997,0.20408,10; 22; 29; 29; 49; 3; 13; 5
8,40,0.20415,0.2,8; 17; 30; 16; 40; 5; 17; 12
