ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
11,13,0.68086,0.84615,13; 10; 11; 13; 19; 20; 3; 8
27,36,0.45357,0.75,3; 3; 27; 36; 22; 6; 29; 29
16,42,0.33453,0.38095,19; 10; 16; 42; 26; 15; 22; 4
15,25,0.57631,0.6,27; 24; 15; 25; 3; 23; 27; 7
25,31,0.43488,0.80645,20; 14; 25; 31; 3; 32; 9; 12
12,72,0.12367,0.16667,3; 6; 12; 72; 8; 24; 17; 8
28,50,0.68294,0.56,10; 9; 28; 50; 26; 13; 21; 25
22,31,0.47287,0.70968,15; 4; 22; 31; 30; 12; 21; 11
5,83,0.05634,0.06024,3; 3; 5; 83; 12; 25; 15; 19
9,42,0.17509,0.21429,13; 18; 9; 42; 16; 21; 20; 11
13,75,0.07897,0.17333,3; 5; 13; 75; 4; 5; 11; 32
30,36,0.72286,0.83333,8; 15; 30; 36; 6; 18; 19; 3
9,75,0.17347,0.12,3; 3; 9; 75; 31; 9; 21; 27
29,50,0.63888,0.58,9; 6; 29; 50; 20; 28; 29; 11
10,25,0.5081,0.4,26; 6; 10; 25; 15; 27; 14; 30
11,17,0.66363,0.64706,3; 29; 11; 17; 3; 31; 14; 28
5,83,0.05125,0.06024,5; 4; 5; 83; 17; 32; 14; 23
6,75,0.14815,0.08,7; 6; 6; 75; 9; 17; 28; 27
23,56,0.56091,0.41071,8; 9; 23; 56; 4; 8; 10; 12
5,84,0.06785,0.05952,3; 3; 5; 84; 3; 28; 5; 27
5,17,0.81346,0.29412,28; 22; 5; 17; 11; 9; 5; 26
8,10,0.75214,0.8,4; 24; 8; 10; 23; 4; 16; 4
35,50,0.81537,0.7,5; 6; 35; 50; 29; 17; 17; 5
16,50,0.43014,0.32,10; 9; 16; 50; 28; 5; 12; 9
16,56,0.43092,0.28571,11; 3; 16; 56; 8; 31; 27; 17
6,84,0.05587,0.07143,3; 3; 6; 84; 12; 15; 28; 28
9,72,0.11962,0.125,5; 7; 9; 72; 27; 11; 19; 28
8,46,0.19465,0.17391,15; 9; 8; 46; 14; 32; 9; 21
5,84,0.05075,0.05952,3; 4; 5; 84; 3; 30; 11; 4
9,25,0.48968,0.36,24; 6; 9; 25; 29; 23; 28; 17
34,36,0.60462,0.94444,9; 11; 34; 36; 17; 10; 8; 9
22,25,0.53665,0.88,7; 18; 22; 25; 23; 26; 12; 27
9,10,0.71017,0.9,7; 37; 9; 10; 5; 31; 5; 22
6,83,0.07486,0.07229,3; 4; 6; 83; 13; 22; 25; 19
6,83,0.07102,0.07229,3; 3; 6; 83; 11; 30; 28; 21
5,75,0.15413,0.06667,7; 5; 5; 75; 28; 23; 4; 32
5,84,0.0682,0.05952,3; 3; 5; 84; 23; 28; 19; 9
14,75,0.08749,0.18667,4; 4; 14; 75; 19; 32; 9; 21
5,8,0.79633,0.625,14; 33; 5; 8; 3; 6; 22; 25
25,50,0.57228,0.5,11; 7; 25; 50; 28; 30; 4; 31
9,31,0.3171,0.29032,3; 8; 9; 31; 23; 26; 17; 3
12,72,0.15617,0.16667,4; 7; 12; 72; 13; 16; 20; 18
6,84,0.05636,0.07143,3; 3; 6; 84; 29; 22; 21; 3
35,50,0.82979,0.7,4; 5; 35; 50; 17; 32; 17; 29
11,75,0.10305,0.14667,5; 4; 11; 75; 25; 16; 24; 8
29,56,0.60491,0.51786,6; 6; 29; 56; 25; 23; 17; 24
6,81,0.0708,0.07407,5; 4; 6; 81; 26; 12; 21; 30
7,83,0.09051,0.08434,3; 4; 7; 83; 31; 6; 28; 10
31,56,0.6534,0.55357,5; 5; 31; 56; 22; 4; 20; 22
20,25,0.55687,0.8,24; 20; 20; 25; 18; 17; 14; 14
6,84,0.05854,0.07143,4; 4; 6; 84; 11; 26; 29; 14
22,42,0.56516,0.52381,13; 4; 22; 42; 14; 27; 17; 30
5,17,0.65781,0.29412,34; 15; 5; 17; 26; 25; 31; 12
22,25,0.56223,0.88,12; 11; 22; 25; 3; 7; 13; 10
10,75,0.12437,0.13333,5; 3; 10; 75; 9; 9; 29; 14
6,10,0.7748,0.6,24; 8; 6; 10; 29; 28; 17; 8
7,8,0.78604,0.875,20; 19; 7; 8; 11; 28; 23; 21
5,13,0.77256,0.38462,9; 28; 5; 13; 22; 17; 15; 22
18,31,0.43944,0.58065,9; 15; 18; 31; 13; 22; 4; 13
17,72,0.19405,0.23611,4; 3; 17; 72; 31; 4; 11; 15
9,72,0.19404,0.125,6; 7; 9; 72; 26; 14; 11; 5
6,10,0.79589,0.6,27; 34; 6; 10; 22; 18; 12; 14
5,81,0.07943,0.06173,3; 5; 5; 81; 17; 30; 17; 7
5,8,0.7945,0.625,20; 17; 5; 8; 16; 10; 30; 6
6,83,0.07857,0.07229,3; 4; 6; 83; 26; 13; 28; 19
8,13,0.76988,0.61538,22; 15; 8; 13; 6; 20; 17; 5
22,36,0.49487,0.61111,17; 5; 22; 36; 13; 24; 26; 6
9,36,0.19609,0.25,8; 17; 9; 36; 25; 11; 10; 8
11,13,0.68265,0.84615,29; 31; 11; 13; 3; 18; 9; 9
7,25,0.51352,0.28,17; 3; 7; 25; 28; 22; 5; 9
7,83,0.04968,0.08434,4; 3; 7; 83; 14; 23; 27; 7
14,17,0.80193,0.82353,18; 23; 14; 17; 7; 3; 23; 30
11,25,0.40441,0.44,28; 19; 11; 25; 24; 21; 3; 31
29,56,0.58056,0.51786,5; 3; 29; 56; 3; 23; 7; 9
10,13,0.74298,0.76923,33; 6; 10; 13; 13; 30; 28; 24
5,83,0.0849,0.06024,5; 5; 5; 83; 9; 21; 32; 23
6,8,0.83263,0.75,34; 16; 6; 8; 30; 28; 9; 17
12,42,0.24002,0.28571,9; 9; 12; 42; 8; 26; 30; 31
23,50,0.55019,0.46,6; 4; 23; 50; 21; 11; 14; 31
6,84,0.05224,0.07143,3; 3; 6; 84; 31; 28; 10; 20
5,72,0.10663,0.06944,5; 4; 5; 72; 30; 6; 14; 17
11,17,0.72798,0.64706,30; 3; 11; 17; 25; 31; 18; 21
40,42,0.81905,0.95238,5; 6; 40; 42; 30; 15; 12; 19
17,36,0.27747,0.47222,16; 14; 17; 36; 26; 5; 19; 5
6,8,0.7848,0.75,8; 32; 6; 8; 14; 12; 21; 19
6,84,0.05448,0.07143,4; 4; 6; 84; 16; 11; 15; 3
6,84,0.07724,0.07143,3; 4; 6; 84; 10; 4; 27; 21
38,46,0.81299,0.82609,3; 5; 38; 46; 5; 25; 18; 18
5,84,0.0583,0.05952,4; 4; 5; 84; 22; 8; 26; 3
6,25,0.75607,0.24,29; 9; 6; 25; 30; 32; 15; 19
20,46,0.39985,0.43478,13; 9; 20; 46; 7; 21; 20; 32
5,84,0.06325,0.05952,3; 4; 5; 84; 23; 23; 19; 4
21,42,0.43745,0.5,7; 5; 21; 42; 6; 16; 8; 23
32,56,0.77554,0.57143,3; 3; 32; 56; 11; 27; 20; 4
8,31,0.54608,0.25806,14; 3; 8; 31; 8; 24; 5; 28
5,31,0.37391,0.16129,9; 18; 5; 31; 21; 15; 26; 19
7,8,0.78389,0.875,41; 14; 7; 8; 9; 24; 25; 5
23,31,0.43283,0.74194,6; 4; 23; 31; 4; 16; 18; 6
24,42,0.47867,0.57143,16; 14; 24; 42; 29; 17; 25; 22
39,46,0.85941,0.84783,3; 3; 39; 46; 20; 13; 18; 15
6,84,0.10113,0.07143,4; 4; 6; 84; 6; 8; 27; 21
5,8,0.77184,0.625,10; 28; 5; 8; 3; 12; 18; 22
24,36,0.51996,0.66667,12; 10; 24; 36; 29; 25; 18; 9
6,83,0.07757,0.07229,4; 3; 6; 83; 7; 4; 23; 6
6,83,0.08779,0.07229,4; 4; 6; 83; 7; 3; 14; 30
31,42,0.65578,0.7381,6; 6; 31; 42; 6; 22; 17; 32
24,46,0.5136,0.52174,8; 9; 24; 46; 8; 28; 15; 4
13,72,0.22529,0.18056,5; 5; 13; 72; 20; 5; 21; 6
5,83,0.0787,0.06024,5; 3; 5; 83; 30; 9; 24; 16
30,50,0.69529,0.6,6; 9; 30; 50; 10; 26; 25; 13
24,56,0.62499,0.42857,8; 9; 24; 56; 22; 13; 27; 29
5,8,0.76879,0.625,36; 13; 5; 8; 5; 3; 3; 9
5,81,0.07113,0.06173,4; 3; 5; 81; 29; 7; 29; 31
5,84,0.05699,0.05952,4; 4; 5; 84; 10; 8; 21; 16
32,42,0.66146,0.7619,5; 4; 32; 42; 22; 7; 32; 29
23,42,0.53631,0.54762,6; 4; 23; 42; 23; 18; 20; 5
19,36,0.36571,0.52778,21; 11; 19; 36; 7; 3; 25; 16
6,83,0.07317,0.07229,3; 4; 6; 83; 16; 11; 7; 29
10,75,0.19347,0.13333,4; 6; 10; 75; 26; 29; 19; 20
6,84,0.07563,0.07143,3; 4; 6; 84; 16; 28; 12; 31
5,13,0.65395,0.38462,22; 12; 5; 13; 31; 9; 6; 16
33,50,0.69066,0.66,7; 7; 33; 50; 22; 17; 16; 11
7,10,0.82649,0.7,9; 37; 7; 10; 15; 5; 28; 32
5,42,0.31122,0.11905,7; 10; 5; 42; 27; 26; 14; 4
25,31,0.56195,0.80645,8; 7; 25; 31; 21; 9; 3; 9
5,81,0.06808,0.06173,6; 3; 5; 81; 23; 29; 21; 9
15,25,0.56024,0.6,12; 28; 15; 25; 32; 14; 9; 23
6,75,0.15412,0.08,4; 6; 6; 75; 22; 24; 25; 5
15,31,0.63595,0.48387,4; 5; 15; 31; 4; 3; 6; 5
27,46,0.55271,0.58696,6; 9; 27; 46; 8; 13; 24; 7
12,56,0.34783,0.21429,6; 3; 12; 56; 12; 22; 32; 23
7,8,0.79532,0.875,14; 35; 7; 8; 3; 27; 22; 4
25,36,0.48711,0.69444,11; 8; 25; 36; 5; 8; 21; 24
11,46,0.21173,0.23913,16; 20; 11; 46; 19; 19; 7; 9
20,46,0.41288,0.43478,13; 13; 20; 46; 4; 21; 4; 29
28,36,0.55479,0.77778,7; 16; 28; 36; 6; 31; 22; 15
12,13,0.83199,0.92308,28; 21; 12; 13; 31; 19; 7; 27
39,50,0.888,0.78,4; 3; 39; 50; 5; 30; 26; 6
33,50,0.76579,0.66,4; 5; 33; 50; 14; 24; 29; 5
5,13,0.66124,0.38462,23; 19; 5; 13; 18; 11; 24; 3
8,10,0.78538,0.8,15; 13; 8; 10; 15; 27; 8; 4
5,84,0.07785,0.05952,3; 3; 5; 84; 15; 14; 9; 26
7,72,0.17171,0.09722,5; 8; 7; 72; 17; 24; 4; 31
15,50,0.31944,0.3,7; 8; 15; 50; 26; 18; 22; 30
16,72,0.22786,0.22222,3; 3; 16; 72; 7; 25; 6; 32
6,83,0.0685,0.07229,4; 4; 6; 83; 6; 31; 15; 25
8,17,0.65614,0.47059,26; 16; 8; 17; 27; 11; 13; 13
11,75,0.0842,0.14667,6; 3; 11; 75; 8; 25; 32; 3
22,46,0.47557,0.47826,11; 4; 22; 46; 4; 17; 21; 18
11,13,0.85519,0.84615,29; 32; 11; 13; 15; 31; 10; 13
41,42,0.88589,0.97619,4; 4; 41; 42; 23; 15; 11; 21
5,83,0.09104,0.06024,4; 3; 5; 83; 6; 4; 31; 16
13,31,0.42646,0.41935,11; 16; 13; 31; 9; 23; 5; 11
9,10,0.83577,0.9,36; 36; 9; 10; 9; 4; 6; 32
5,13,0.87606,0.38462,5; 15; 5; 13; 8; 18; 31; 30
10,13,0.73531,0.76923,18; 14; 10; 13; 27; 22; 12; 18
8,81,0.05679,0.09877,3; 4; 8; 81; 27; 3; 27; 12
13,17,0.61178,0.76471,24; 28; 13; 17; 17; 14; 28; 14
20,46,0.46005,0.43478,14; 12; 20; 46; 30; 23; 17; 7
34,56,0.90444,0.60714,4; 4; 34; 56; 25; 11; 21; 10
5,81,0.07518,0.06173,6; 5; 5; 81; 23; 22; 22; 7
24,56,0.47601,0.42857,6; 9; 24; 56; 24; 28; 24; 16
12,42,0.28859,0.28571,20; 4; 12; 42; 10; 18; 30; 18
20,36,0.3974,0.55556,7; 4; 20; 36; 11; 15; 32; 7
13,36,0.28492,0.36111,7; 21; 13; 36; 21; 10; 21; 14
5,81,0.08716,0.06173,6; 4; 5; 81; 28; 4; 10; 5
16,25,0.51044,0.64,22; 6; 16; 25; 13; 17; 10; 19
11,17,0.7011,0.64706,28; 16; 11; 17; 7; 4; 10; 22
28,56,0.66647,0.5,5; 3; 28; 56; 28; 16; 11; 9
12,25,0.55634,0.48,10; 14; 12; 25; 14; 14; 13; 10
38,50,0.89667,0.76,5; 4; 38; 50; 24; 26; 12; 28
11,72,0.16282,0.15278,4; 5; 11; 72; 27; 19; 4; 10
6,83,0.08065,0.07229,4; 3; 6; 83; 28; 24; 23; 7
9,81,0.07316,0.11111,3; 3; 9; 81; 6; 16; 25; 17
5,10,0.80163,0.5,20; 29; 5; 10; 20; 27; 14; 26
9,13,0.77232,0.69231,7; 27; 9; 13; 32; 15; 8; 17
16,72,0.1028,0.22222,3; 4; 16; 72; 22; 31; 22; 17
5,10,0.81618,0.5,4; 15; 5; 10; 13; 17; 29; 21
8,81,0.08692,0.09877,3; 3; 8; 81; 15; 28; 25; 16
6,84,0.0784,0.07143,3; 3; 6; 84; 15; 29; 6; 11
24,46,0.48359,0.52174,9; 6; 24; 46; 6; 8; 20; 15
20,46,0.51335,0.43478,10; 11; 20; 46; 14; 24; 16; 28
5,81,0.06789,0.06173,4; 4; 5; 81; 27; 19; 3; 4
14,31,0.7335,0.45161,15; 6; 14; 31; 25; 12; 27; 16
12,13,0.72883,0.92308,35; 25; 12; 13; 6; 5; 21; 32
8,10,0.82341,0.8,32; 31; 8; 10; 12; 18; 11; 8
5,50,0.15541,0.1,13; 5; 5; 50; 27; 11; 22; 8
6,8,0.81682,0.75,42; 13; 6; 8; 27; 30; 16; 4
15,17,0.75482,0.88235,16; 25; 15; 17; 28; 6; 20; 29
6,8,0.78458,0.75,25; 5; 6; 8; 6; 32; 10; 3
8,10,0.82533,0.8,25; 13; 8; 10; 17; 7; 28; 29
29,50,0.58896,0.58,9; 7; 29; 50; 21; 5; 31; 20
28,56,0.72382,0.5,3; 6; 28; 56; 17; 5; 9; 18
18,46,0.45662,0.3913,8; 14; 18; 46; 19; 24; 12; 25
13,36,0.28699,0.36111,3; 21; 13; 36; 11; 25; 31; 29
6,84,0.05961,0.07143,3; 4; 6; 84; 14; 6; 28; 31
15,72,0.25894,0.20833,3; 4; 15; 72; 19; 18; 31; 26
9,17,0.83136,0.52941,7; 31; 9; 17; 23; 14; 13; 5
18,25,0.53457,0.72,27; 3; 18; 25; 3; 17; 24; 18
36,50,0.8369,0.72,4; 6; 36; 50; 8; 21; 10; 28
