ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
8,80,0.12485,0.1,23; 8; 18; 52; 10; 47; 80; 51; 59; 35
26,65,0.39842,0.4,17; 26; 7; 76; 66; 74; 65; 44; 42; 33
32,80,0.3821,0.4,10; 32; 55; 66; 30; 46; 80; 28; 14; 58
6,37,0.21765,0.16216,35; 6; 85; 10; 21; 33; 37; 25; 34; 48
12,77,0.1823,0.15584,68; 12; 52; 33; 73; 15; 77; 19; 29; 17
24,66,0.36056,0.36364,76; 24; 64; 76; 50; 55; 66; 26; 17; 80
74,83,0.90052,0.89157,55; 74; 38; 14; 31; 15; 83; 68; 61; 79
7,80,0.11238,0.0875,42; 7; 74; 79; 17; 20; 80; 10; 68; 79
7,74,0.11088,0.09459,62; 7; 69; 27; 51; 40; 74; 22; 33; 35
27,76,0.35114,0.35526,9; 27; 41; 11; 55; 51; 76; 21; 77; 65
22,42,0.49524,0.52381,51; 22; 74; 73; 38; 80; 42; 83; 61; 59
15,40,0.38093,0.375,28; 15; 37; 35; 25; 56; 40; 64; 22; 18
68,76,0.88445,0.89474,57; 68; 22; 41; 38; 36; 76; 66; 57; 83
24,34,0.67628,0.70588,53; 24; 85; 75; 41; 12; 34; 29; 73; 48
24,57,0.45133,0.42105,65; 24; 8; 79; 69; 58; 57; 63; 60; 74
22,52,0.43529,0.42308,55; 22; 44; 5; 58; 19; 52; 54; 24; 6
56,80,0.67893,0.7,57; 56; 47; 11; 35; 18; 80; 40; 47; 53
8,79,0.13539,0.10127,47; 8; 47; 78; 39; 52; 79; 62; 29; 72
30,71,0.44835,0.42254,25; 30; 15; 81; 29; 57; 71; 26; 60; 30
6,61,0.10237,0.09836,68; 6; 29; 22; 47; 44; 61; 58; 16; 59
17,24,0.70595,0.70833,84; 17; 63; 45; 17; 48; 24; 17; 49; 68
12,60,0.19578,0.2,15; 12; 49; 40; 65; 16; 60; 49; 66; 64
40,81,0.48771,0.49383,80; 40; 61; 24; 20; 74; 81; 63; 43; 78
51,72,0.69256,0.70833,43; 51; 39; 64; 18; 72; 72; 21; 11; 79
33,63,0.54338,0.52381,58; 33; 12; 52; 13; 10; 63; 84; 68; 60
10,28,0.31245,0.35714,31; 10; 37; 30; 8; 26; 28; 46; 32; 83
11,21,0.56813,0.52381,29; 11; 16; 78; 50; 76; 21; 43; 79; 46
27,68,0.41718,0.39706,54; 27; 64; 68; 81; 14; 68; 85; 41; 32
7,44,0.1924,0.15909,27; 7; 65; 70; 43; 19; 44; 79; 83; 31
17,83,0.22018,0.20482,61; 17; 84; 85; 26; 8; 83; 39; 30; 46
8,84,0.10813,0.09524,14; 8; 60; 83; 83; 32; 84; 40; 49; 77
56,76,0.72854,0.73684,55; 56; 34; 24; 7; 62; 76; 66; 72; 30
47,60,0.78143,0.78333,73; 47; 30; 20; 59; 64; 60; 42; 49; 76
6,66,0.11914,0.09091,12; 6; 83; 41; 72; 18; 66; 34; 28; 55
16,45,0.36171,0.35556,36; 16; 78; 69; 54; 58; 45; 30; 82; 12
6,61,0.12127,0.09836,32; 6; 20; 44; 85; 61; 61; 45; 21; 75
21,58,0.37201,0.36207,20; 21; 73; 16; 7; 8; 58; 73; 27; 37
9,34,0.28929,0.26471,73; 9; 49; 43; 41; 55; 34; 58; 47; 19
38,78,0.46092,0.48718,43; 38; 71; 7; 85; 44; 78; 28; 52; 45
8,20,0.43781,0.4,6; 8; 41; 20; 35; 73; 20; 66; 7; 44
5,58,0.10396,0.08621,55; 5; 85; 9; 49; 12; 58; 23; 15; 84
53,75,0.69008,0.70667,39; 53; 7; 48; 49; 74; 75; 8; 61; 58
58,74,0.80511,0.78378,74; 58; 53; 13; 61; 38; 74; 61; 32; 55
25,69,0.38902,0.36232,68; 25; 44; 79; 72; 29; 69; 64; 49; 53
37,53,0.67402,0.69811,85; 37; 74; 83; 38; 9; 53; 70; 77; 34
30,58,0.5033,0.51724,21; 30; 72; 56; 52; 16; 58; 38; 75; 29
41,79,0.50297,0.51899,35; 41; 39; 43; 5; 77; 79; 12; 18; 52
28,67,0.40428,0.41791,60; 28; 33; 51; 25; 34; 67; 65; 51; 21
7,75,0.08148,0.09333,22; 7; 20; 37; 52; 11; 75; 16; 80; 40
13,36,0.33614,0.36111,14; 13; 40; 32; 54; 26; 36; 53; 81; 24
59,83,0.69021,0.71084,58; 59; 55; 69; 39; 62; 83; 78; 6; 59
58,74,0.75297,0.78378,67; 58; 5; 54; 36; 68; 74; 25; 73; 50
14,70,0.19152,0.2,47; 14; 40; 53; 65; 32; 70; 10; 15; 75
32,51,0.5852,0.62745,75; 32; 16; 22; 85; 35; 51; 46; 56; 27
33,78,0.42306,0.42308,83; 33; 50; 31; 14; 76; 78; 26; 41; 37
29,77,0.37165,0.37662,80; 29; 38; 52; 78; 85; 77; 42; 64; 62
7,24,0.3032,0.29167,13; 7; 8; 61; 33; 29; 24; 13; 30; 48
6,60,0.1319,0.1,59; 6; 8; 17; 31; 19; 60; 57; 63; 12
7,76,0.12046,0.09211,25; 7; 10; 29; 71; 74; 76; 13; 56; 49
33,67,0.5169,0.49254,79; 33; 84; 33; 42; 24; 67; 58; 58; 18
11,72,0.1647,0.15278,6; 11; 35; 34; 71; 71; 72; 38; 58; 65
30,83,0.37136,0.36145,61; 30; 81; 57; 67; 53; 83; 7; 29; 55
56,76,0.74579,0.73684,79; 56; 12; 75; 7; 67; 76; 33; 11; 83
36,74,0.48616,0.48649,79; 36; 43; 66; 71; 8; 74; 12; 71; 80
37,50,0.74974,0.74,50; 37; 74; 78; 69; 55; 50; 34; 77; 76
5,12,0.56066,0.41667,13; 5; 21; 58; 71; 75; 12; 66; 12; 46
31,77,0.41307,0.4026,78; 31; 78; 77; 25; 19; 77; 72; 15; 40
25,85,0.30633,0.29412,49; 25; 58; 20; 9; 10; 85; 80; 38; 6
68,76,0.89897,0.89474,83; 68; 52; 79; 26; 39; 76; 34; 43; 80
6,70,0.10423,0.08571,59; 6; 28; 79; 37; 45; 70; 47; 77; 15
17,23,0.83219,0.73913,25; 17; 9; 46; 46; 58; 23; 52; 24; 45
21,56,0.34708,0.375,7; 21; 56; 24; 31; 82; 56; 69; 9; 46
17,19,0.73831,0.89474,38; 17; 81; 24; 60; 34; 19; 17; 51; 9
35,49,0.70474,0.71429,62; 35; 16; 78; 78; 51; 49; 10; 83; 23
8,40,0.22528,0.2,19; 8; 73; 29; 19; 66; 40; 35; 12; 14
18,23,0.76175,0.78261,46; 18; 69; 34; 41; 79; 23; 24; 42; 10
39,56,0.70285,0.69643,73; 39; 42; 64; 68; 12; 56; 52; 49; 44
21,55,0.35567,0.38182,23; 21; 42; 6; 82; 24; 55; 62; 80; 31
12,80,0.18279,0.15,56; 12; 18; 32; 14; 17; 80; 46; 11; 45
26,68,0.3682,0.38235,78; 26; 46; 54; 15; 19; 68; 84; 55; 7
61,78,0.7686,0.78205,8; 61; 61; 35; 80; 49; 78; 21; 5; 25
44,84,0.50366,0.52381,71; 44; 7; 50; 66; 53; 84; 39; 79; 30
30,48,0.64883,0.625,64; 30; 32; 60; 9; 21; 48; 21; 70; 73
30,83,0.38855,0.36145,16; 30; 9; 23; 22; 54; 83; 82; 32; 47
33,79,0.41482,0.41772,66; 33; 52; 61; 77; 27; 79; 84; 82; 30
41,79,0.52879,0.51899,45; 41; 75; 25; 13; 28; 79; 64; 71; 70
23,31,0.7466,0.74194,69; 23; 70; 33; 22; 61; 31; 61; 15; 15
9,56,0.16229,0.16071,11; 9; 16; 76; 82; 70; 56; 74; 78; 70
11,42,0.2652,0.2619,15; 11; 37; 14; 18; 70; 42; 17; 53; 42
37,71,0.53368,0.52113,41; 37; 63; 9; 76; 12; 71; 41; 50; 31
40,45,0.81894,0.88889,65; 40; 83; 9; 74; 32; 45; 8; 82; 83
47,75,0.59956,0.62667,20; 47; 33; 28; 73; 60; 75; 41; 64; 49
31,60,0.52177,0.51667,14; 31; 20; 11; 77; 9; 60; 48; 28; 37
6,66,0.11736,0.09091,66; 6; 17; 81; 77; 68; 66; 77; 35; 11
6,39,0.17078,0.15385,18; 6; 48; 9; 35; 20; 39; 33; 22; 17
44,85,0.49856,0.51765,79; 44; 39; 15; 79; 33; 85; 55; 31; 75
25,51,0.50763,0.4902,24; 25; 77; 36; 13; 52; 51; 75; 45; 34
30,72,0.3858,0.41667,40; 30; 32; 16; 76; 41; 72; 53; 74; 75
37,59,0.61525,0.62712,51; 37; 32; 65; 28; 42; 59; 85; 11; 39
35,84,0.41842,0.41667,67; 35; 17; 42; 74; 22; 84; 75; 34; 47
20,77,0.26853,0.25974,57; 20; 79; 78; 9; 66; 77; 73; 65; 11
30,72,0.41222,0.41667,26; 30; 9; 70; 35; 58; 72; 27; 47; 70
12,61,0.20423,0.19672,35; 12; 50; 85; 85; 8; 61; 21; 77; 53
26,65,0.42554,0.4,38; 26; 13; 71; 50; 55; 65; 74; 68; 8
17,85,0.23274,0.2,61; 17; 52; 82; 80; 61; 85; 9; 34; 84
10,14,0.79378,0.71429,24; 10; 61; 7; 33; 62; 14; 45; 23; 85
32,84,0.38126,0.38095,16; 32; 50; 56; 12; 24; 84; 67; 22; 56
7,82,0.11463,0.08537,12; 7; 38; 56; 73; 73; 82; 78; 57; 66
7,24,0.26051,0.29167,34; 7; 32; 5; 51; 71; 24; 23; 47; 44
10,61,0.18306,0.16393,85; 10; 6; 28; 9; 41; 61; 5; 59; 61
12,79,0.17835,0.1519,61; 12; 38; 17; 60; 61; 79; 54; 54; 50
53,75,0.71285,0.70667,27; 53; 13; 74; 54; 35; 75; 47; 78; 20
13,85,0.18838,0.15294,25; 13; 54; 76; 17; 78; 85; 39; 73; 77
8,54,0.18032,0.14815,83; 8; 61; 64; 61; 15; 54; 51; 22; 14
25,40,0.63427,0.625,57; 25; 42; 69; 17; 72; 40; 69; 65; 75
22,58,0.39802,0.37931,24; 22; 74; 5; 82; 13; 58; 62; 25; 26
6,65,0.10765,0.09231,52; 6; 51; 28; 8; 59; 65; 35; 7; 76
28,40,0.64931,0.7,65; 28; 65; 6; 79; 43; 40; 39; 42; 16
5,52,0.12501,0.09615,69; 5; 51; 49; 23; 26; 52; 74; 10; 64
6,37,0.1906,0.16216,6; 6; 76; 38; 57; 19; 37; 5; 65; 64
27,38,0.73572,0.71053,48; 27; 20; 44; 81; 76; 38; 32; 77; 53
36,74,0.48362,0.48649,27; 36; 79; 40; 72; 73; 74; 74; 51; 26
9,58,0.15914,0.15517,78; 9; 80; 60; 75; 36; 58; 70; 19; 55
50,56,0.88435,0.89286,14; 50; 27; 25; 82; 8; 56; 21; 61; 64
48,54,0.82184,0.88889,11; 48; 21; 76; 79; 28; 54; 76; 21; 36
