ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
6,12,0.50681,0.5,33; 6; 56; 24; 9; 24; 12; 61; 32; 24
10,12,0.80086,0.83333,85; 10; 49; 11; 51; 50; 12; 8; 31; 46
30,67,0.44563,0.44776,18; 30; 60; 40; 13; 58; 67; 76; 74; 63
32,72,0.44031,0.44444,52; 32; 74; 41; 84; 65; 72; 69; 26; 44
8,9,0.86478,0.88889,8; 8; 64; 77; 65; 49; 9; 37; 21; 63
6,67,0.09105,0.08955,66; 6; 44; 36; 5; 64; 67; 19; 27; 15
11,72,0.16593,0.15278,12; 11; 75; 29; 54; 26; 72; 24; 60; 64
25,36,0.67869,0.69444,45; 25; 64; 55; 58; 12; 36; 82; 27; 31
5,6,0.79149,0.83333,44; 5; 59; 13; 33; 60; 6; 56; 20; 72
39,72,0.52279,0.54167,67; 39; 47; 5; 7; 78; 72; 62; 32; 84
5,15,0.35438,0.33333,30; 5; 49; 72; 19; 37; 15; 74; 23; 32
10,23,0.44855,0.43478,19; 10; 18; 47; 52; 62; 23; 54; 63; 42
6,12,0.48526,0.5,75; 6; 35; 18; 66; 42; 12; 83; 66; 16
5,15,0.32165,0.33333,14; 5; 8; 30; 46; 62; 15; 39; 47; 48
7,67,0.096,0.10448,28; 7; 12; 19; 59; 23; 67; 28; 24; 19
23,67,0.34836,0.34328,58; 23; 5; 23; 51; 42; 67; 44; 63; 49
12,58,0.20613,0.2069,37; 12; 8; 79; 82; 61; 58; 59; 55; 79
19,23,0.80197,0.82609,26; 19; 58; 7; 51; 74; 23; 69; 42; 21
37,58,0.64277,0.63793,58; 37; 33; 5; 32; 78; 58; 82; 5; 43
32,44,0.7273,0.72727,57; 32; 59; 74; 70; 15; 44; 72; 79; 69
35,44,0.80819,0.79545,50; 35; 40; 52; 81; 75; 44; 36; 19; 12
5,9,0.6095,0.55556,24; 5; 74; 58; 5; 28; 9; 27; 31; 10
21,23,0.87217,0.91304,61; 21; 47; 43; 53; 22; 23; 48; 24; 40
9,15,0.64074,0.6,83; 9; 55; 70; 63; 66; 15; 45; 72; 21
5,9,0.60485,0.55556,42; 5; 49; 27; 36; 63; 9; 35; 45; 53
10,12,0.84015,0.83333,61; 10; 60; 49; 50; 41; 12; 59; 81; 58
8,9,0.83723,0.88889,35; 8; 35; 65; 45; 44; 9; 29; 6; 44
62,77,0.79652,0.80519,71; 62; 85; 81; 77; 29; 77; 50; 46; 37
5,9,0.58431,0.55556,61; 5; 75; 68; 57; 19; 9; 85; 69; 7
27,43,0.61769,0.62791,75; 27; 33; 28; 70; 33; 43; 42; 51; 55
14,23,0.59345,0.6087,85; 14; 14; 67; 41; 63; 23; 37; 53; 12
21,44,0.46391,0.47727,30; 21; 48; 79; 21; 85; 44; 75; 38; 21
22,43,0.49996,0.51163,69; 22; 75; 71; 81; 65; 43; 58; 8; 47
5,12,0.44767,0.41667,53; 5; 42; 67; 50; 24; 12; 24; 7; 14
21,42,0.51049,0.5,45; 21; 56; 48; 20; 53; 42; 55; 49; 38
57,77,0.7223,0.74026,38; 57; 75; 79; 83; 47; 77; 28; 27; 22
14,19,0.76687,0.73684,7; 14; 61; 40; 24; 5; 19; 75; 73; 63
10,24,0.40455,0.41667,16; 10; 71; 33; 61; 35; 24; 82; 16; 18
6,19,0.29168,0.31579,52; 6; 5; 28; 72; 58; 19; 44; 45; 37
65,77,0.85695,0.84416,66; 65; 83; 5; 52; 25; 77; 36; 47; 18
