ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
12,64,0.28203,0.1875,12; 8; 14; 18; 64; 6; 5; 4
32,63,0.50765,0.50794,32; 3; 8; 13; 63; 4; 10; 3
60,69,0.91858,0.86957,60; 3; 12; 6; 69; 3; 3; 9
41,85,0.47263,0.48235,41; 13; 14; 14; 85; 3; 3; 4
7,79,0.0665,0.08861,7; 23; 18; 29; 79; 4; 3; 4
5,54,0.29991,0.09259,5; 26; 30; 23; 54; 12; 7; 3
68,70,0.97795,0.97143,68; 10; 8; 5; 70; 7; 3; 8
47,72,0.63639,0.65278,47; 8; 9; 17; 72; 4; 4; 5
31,32,0.53105,0.96875,31; 8; 12; 16; 32; 10; 4; 9
35,70,0.49807,0.5,35; 17; 21; 15; 70; 4; 6; 5
19,37,0.52007,0.51351,19; 25; 12; 7; 37; 11; 11; 8
16,83,0.19557,0.19277,16; 3; 15; 8; 83; 3; 5; 4
21,70,0.35126,0.3,21; 25; 25; 21; 70; 5; 3; 8
27,58,0.52134,0.46552,27; 23; 23; 16; 58; 4; 9; 11
29,30,0.54998,0.96667,29; 16; 6; 16; 30; 16; 11; 6
58,74,0.87479,0.78378,58; 3; 7; 13; 74; 8; 6; 5
42,82,0.51971,0.5122,42; 4; 8; 11; 82; 5; 4; 3
13,85,0.13785,0.15294,13; 4; 25; 15; 85; 3; 4; 3
22,30,0.5513,0.73333,22; 14; 20; 13; 30; 9; 15; 7
16,53,0.45499,0.30189,16; 26; 22; 12; 53; 5; 15; 9
32,64,0.52541,0.5,32; 4; 7; 9; 64; 9; 7; 8
14,18,0.51935,0.77778,14; 4; 22; 25; 18; 22; 16; 25
17,52,0.46247,0.32692,17; 19; 22; 26; 52; 12; 9; 5
41,82,0.49645,0.5,41; 12; 11; 3; 82; 4; 3; 3
54,74,0.8055,0.72973,54; 9; 10; 9; 74; 4; 5; 7
39,82,0.48575,0.47561,39; 18; 7; 16; 82; 5; 4; 5
7,12,0.52365,0.58333,7; 3; 5; 10; 12; 28; 14; 10
