ShorterBarHeight,TallerBarHeight,InferenceResult,GroundTruth,BarHeights
31,77,0.39379,0.4026,21; 4; 12; 31; 6; 3; 3; 77
5,31,0.19245,0.16129,25; 20; 28; 5; 7; 16; 3; 31
5,9,0.69578,0.55556,15; 8; 6; 5; 11; 16; 24; 9
59,75,0.77375,0.78667,12; 6; 13; 59; 6; 7; 5; 75
70,78,0.871,0.89744,6; 5; 7; 70; 5; 5; 6; 78
58,78,0.74008,0.74359,6; 5; 8; 58; 3; 6; 3; 78
68,82,0.82082,0.82927,6; 6; 5; 68; 4; 4; 4; 82
21,42,0.50583,0.5,18; 24; 16; 21; 15; 9; 18; 42
28,82,0.32161,0.34146,18; 10; 14; 28; 5; 5; 4; 82
33,49,0.66337,0.67347,19; 5; 8; 33; 4; 15; 11; 49
31,48,0.64174,0.64583,17; 16; 20; 31; 9; 8; 11; 48
48,53,0.89444,0.90566,12; 15; 5; 48; 15; 10; 14; 53
15,53,0.27898,0.28302,12; 24; 25; 15; 12; 15; 13; 53
11,63,0.1821,0.1746,20; 17; 7; 11; 6; 4; 5; 63
34,49,0.67528,0.69388,20; 11; 19; 34; 13; 15; 9; 49
8,75,0.1085,0.10667,25; 15; 22; 8; 7; 7; 6; 75
8,77,0.11288,0.1039,29; 29; 21; 8; 3; 7; 4; 77
30,63,0.46209,0.47619,21; 5; 18; 30; 11; 7; 6; 63
52,64,0.79626,0.8125,4; 8; 12; 52; 5; 9; 9; 64
5,26,0.25115,0.19231,28; 17; 21; 5; 3; 22; 13; 26
27,48,0.56493,0.5625,19; 18; 16; 27; 4; 13; 14; 48
7,32,0.22099,0.21875,24; 13; 22; 7; 6; 18; 12; 32
33,42,0.7939,0.78571,11; 4; 19; 33; 7; 12; 12; 42
31,70,0.45344,0.44286,8; 6; 14; 31; 9; 9; 3; 70
12,26,0.45845,0.46154,26; 4; 4; 12; 16; 13; 21; 26
16,31,0.57665,0.51613,18; 4; 6; 16; 8; 5; 7; 31
10,26,0.39274,0.38462,26; 7; 18; 10; 11; 19; 17; 26
22,53,0.41101,0.41509,18; 15; 12; 22; 13; 12; 3; 53
61,64,0.93171,0.95312,3; 12; 5; 61; 8; 8; 6; 64
8,10,0.63664,0.8,3; 16; 5; 8; 13; 29; 26; 10
70,75,0.90423,0.93333,6; 9; 5; 70; 5; 4; 7; 75
23,82,0.29066,0.28049,24; 18; 3; 23; 3; 5; 3; 82
16,32,0.52701,0.5,18; 6; 6; 16; 4; 15; 16; 32
16,82,0.20062,0.19512,7; 20; 25; 16; 4; 4; 5; 82
7,9,0.56784,0.77778,18; 11; 17; 7; 27; 18; 26; 9
9,10,0.51551,0.9,18; 3; 17; 9; 7; 24; 21; 10
8,9,0.60383,0.88889,17; 13; 20; 8; 8; 9; 26; 9
30,77,0.38346,0.38961,5; 3; 8; 30; 4; 3; 3; 77
9,26,0.36644,0.34615,22; 5; 20; 9; 22; 23; 5; 26
46,49,0.92002,0.93878,12; 12; 12; 46; 16; 11; 7; 49
11,42,0.27589,0.2619,28; 19; 27; 11; 3; 4; 8; 42
66,70,0.91273,0.94286,5; 6; 8; 66; 8; 8; 8; 70
21,42,0.51934,0.5,6; 7; 9; 21; 14; 7; 18; 42
34,48,0.70498,0.70833,16; 7; 15; 34; 15; 6; 11; 48
51,77,0.65282,0.66234,11; 9; 10; 51; 4; 4; 3; 77
43,49,0.87273,0.87755,15; 9; 16; 43; 8; 6; 9; 49
6,32,0.18166,0.1875,17; 19; 16; 6; 22; 4; 20; 32
8,70,0.13579,0.11429,18; 15; 8; 8; 4; 8; 6; 70
36,48,0.73128,0.75,10; 13; 12; 36; 9; 7; 5; 48
44,48,0.90788,0.91667,5; 17; 12; 44; 6; 3; 5; 48
28,53,0.52185,0.5283,20; 6; 18; 28; 6; 13; 3; 53
55,64,0.85893,0.85938,8; 4; 10; 55; 9; 4; 5; 64
24,42,0.56914,0.57143,10; 10; 5; 24; 3; 8; 9; 42
70,82,0.84963,0.85366,7; 3; 3; 70; 3; 4; 5; 82
7,63,0.11167,0.11111,16; 27; 11; 7; 5; 10; 10; 63
78,82,0.91605,0.95122,5; 4; 6; 78; 4; 5; 3; 82
46,64,0.7003,0.71875,7; 6; 8; 46; 8; 3; 7; 64
7,9,0.6658,0.77778,6; 11; 9; 7; 15; 22; 17; 9
32,42,0.73841,0.7619,14; 17; 18; 32; 18; 6; 13; 42
8,82,0.11778,0.09756,24; 7; 11; 8; 4; 4; 4; 82
24,75,0.31609,0.32,13; 17; 24; 24; 5; 4; 6; 75
11,26,0.44841,0.42308,18; 15; 20; 11; 20; 19; 12; 26
12,31,0.4,0.3871,20; 6; 6; 12; 22; 8; 8; 31
24,78,0.30387,0.30769,16; 14; 18; 24; 5; 5; 4; 78
33,70,0.45695,0.47143,8; 10; 12; 33; 5; 7; 9; 70
44,64,0.67817,0.6875,17; 8; 17; 44; 3; 6; 11; 64
67,78,0.86141,0.85897,7; 8; 4; 67; 3; 4; 4; 78
49,64,0.76407,0.76562,14; 7; 12; 49; 4; 7; 6; 64
27,42,0.65591,0.64286,14; 22; 14; 27; 15; 17; 5; 42
51,77,0.65637,0.66234,14; 10; 15; 51; 6; 3; 7; 77
23,42,0.55642,0.54762,6; 24; 3; 23; 6; 17; 11; 42
7,53,0.14178,0.13208,26; 7; 5; 7; 15; 7; 8; 53
54,64,0.81375,0.84375,7; 12; 13; 54; 4; 3; 5; 64
12,63,0.20507,0.19048,16; 27; 10; 12; 4; 9; 8; 63
30,31,0.90737,0.96774,17; 7; 6; 30; 19; 15; 11; 31
51,70,0.72474,0.72857,13; 15; 15; 51; 5; 8; 5; 70
38,42,0.9029,0.90476,7; 20; 20; 38; 6; 3; 13; 42
6,9,0.73015,0.66667,17; 13; 21; 6; 29; 8; 3; 9
52,63,0.82471,0.8254,4; 10; 9; 52; 10; 11; 8; 63
30,70,0.4295,0.42857,21; 8; 8; 30; 4; 4; 3; 70
19,70,0.2614,0.27143,14; 16; 7; 19; 7; 4; 7; 70
42,64,0.64659,0.65625,18; 8; 9; 42; 6; 5; 10; 64
15,75,0.19886,0.2,19; 24; 15; 15; 3; 4; 6; 75
7,10,0.6519,0.7,13; 30; 15; 7; 5; 8; 14; 10
39,49,0.79031,0.79592,6; 7; 11; 39; 8; 5; 10; 49
39,75,0.50617,0.52,11; 7; 19; 39; 5; 7; 7; 75
24,49,0.50249,0.4898,3; 18; 11; 24; 6; 8; 14; 49
12,48,0.26307,0.25,7; 20; 7; 12; 12; 13; 8; 48
31,42,0.73467,0.7381,20; 14; 15; 31; 15; 6; 13; 42
34,48,0.69736,0.70833,13; 3; 12; 34; 15; 10; 15; 48
38,53,0.71786,0.71698,11; 8; 18; 38; 6; 6; 8; 53
26,32,0.86325,0.8125,21; 15; 23; 26; 6; 6; 5; 32
31,42,0.73341,0.7381,18; 22; 21; 31; 17; 6; 11; 42
12,77,0.15996,0.15584,11; 6; 21; 12; 3; 7; 6; 77
14,75,0.18648,0.18667,13; 27; 23; 14; 7; 6; 3; 75
56,70,0.79188,0.8,8; 11; 10; 56; 5; 4; 5; 70
34,64,0.51813,0.53125,13; 11; 13; 34; 5; 11; 11; 64
42,75,0.55508,0.56,13; 16; 8; 42; 5; 3; 6; 75
36,53,0.67301,0.67925,8; 6; 7; 36; 4; 8; 8; 53
52,75,0.6804,0.69333,7; 11; 12; 52; 5; 3; 5; 75
11,48,0.23348,0.22917,20; 7; 27; 11; 10; 3; 8; 48
13,26,0.52081,0.5,6; 14; 26; 13; 11; 13; 10; 26
28,63,0.42804,0.44444,3; 10; 3; 28; 7; 3; 11; 63
8,9,0.61967,0.88889,11; 26; 26; 8; 11; 8; 14; 9
48,49,0.91155,0.97959,7; 15; 11; 48; 13; 7; 8; 49
13,31,0.44589,0.41935,4; 5; 26; 13; 11; 3; 17; 31
51,70,0.71113,0.72857,6; 12; 3; 51; 3; 4; 3; 70
41,64,0.63147,0.64062,7; 18; 17; 41; 4; 5; 6; 64
59,82,0.70352,0.71951,6; 6; 8; 59; 5; 3; 5; 82
5,31,0.19629,0.16129,15; 3; 16; 5; 3; 6; 16; 31
25,31,0.89504,0.80645,22; 17; 22; 25; 21; 5; 3; 31
56,82,0.68839,0.68293,5; 12; 14; 56; 5; 3; 4; 82
6,63,0.11995,0.09524,4; 22; 29; 6; 5; 8; 11; 63
39,70,0.54551,0.55714,18; 12; 15; 39; 6; 3; 3; 70
17,42,0.41493,0.40476,23; 5; 27; 17; 17; 7; 10; 42
13,53,0.25516,0.24528,13; 16; 21; 13; 13; 12; 3; 53
29,32,0.95084,0.90625,22; 9; 13; 29; 20; 8; 22; 32
43,48,0.90099,0.89583,16; 18; 13; 43; 4; 7; 10; 48
28,78,0.35573,0.35897,3; 19; 22; 28; 6; 4; 3; 78
41,42,0.93499,0.97619,3; 14; 10; 41; 8; 10; 7; 42
71,78,0.89648,0.91026,3; 9; 3; 71; 4; 3; 6; 78
51,64,0.77883,0.79688,15; 9; 14; 51; 3; 4; 9; 64
13,64,0.21584,0.20312,21; 16; 24; 13; 10; 6; 3; 64
10,32,0.3358,0.3125,14; 27; 15; 10; 19; 19; 6; 32
14,75,0.19393,0.18667,25; 8; 12; 14; 5; 6; 7; 75
8,31,0.25211,0.25806,6; 22; 11; 8; 3; 15; 13; 31
71,75,0.90425,0.94667,3; 3; 8; 71; 6; 7; 5; 75
6,9,0.74725,0.66667,14; 16; 15; 6; 19; 14; 29; 9
24,70,0.35321,0.34286,17; 17; 10; 24; 8; 8; 5; 70
64,70,0.90053,0.91429,8; 4; 5; 64; 8; 8; 7; 70
22,26,0.87508,0.84615,21; 21; 15; 22; 5; 18; 20; 26
20,77,0.24318,0.25974,17; 3; 3; 20; 7; 4; 4; 77
59,75,0.78905,0.78667,11; 12; 8; 59; 4; 3; 3; 75
15,31,0.49039,0.48387,17; 9; 26; 15; 11; 9; 3; 31
18,78,0.23939,0.23077,15; 18; 8; 18; 4; 4; 4; 78
35,48,0.72693,0.72917,11; 19; 19; 35; 5; 16; 9; 48
60,64,0.92697,0.9375,4; 5; 6; 60; 8; 9; 8; 64
9,53,0.18046,0.16981,14; 9; 10; 9; 6; 9; 3; 53
35,53,0.66077,0.66038,3; 4; 21; 35; 11; 12; 8; 53
28,53,0.52012,0.5283,18; 19; 8; 28; 8; 3; 10; 53
